date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.04,-56.99999999999594,-25.999999999992696,-37.00000000002035,-78.99999999999574,-68.99999999999685,-14.000000000002899,-72.00000000000273,-39.00000000000014,-87.99999999999919,-87.99999999999919,-93.99999999999409,-66.99999999997885,-110.99999999999443,-203.00000000001984,-203.99999999999352,-80.99999999999774,-346.0000000000019,-90.99999999999397,-109.99999999999943,-99.00000000000463,-179.00000000000693,-79.00000000000685,,-2232.9999999999977
2020.05.04,-46.00000000000159,-15.999999999993797,-58.000000000002494,-88.99999999999464,-95.00000000000064,8.000000000008,-41.00000000001103,-58.99999999999794,-120.99999999999334,-88.99999999999464,-83.9999999999952,-39.99999999999204,-92.99999999998754,-289.0000000000059,-152.00000000000102,-134.99999999999625,-356.00000000000074,-100.99999999999909,-132.000000000005,-178.00000000000037,-173.00000000000094,-59.000000000009045,,-2397.999999999975
2020.05.04,-117.99999999999588,-83.00000000001084,-338.0000000000161,-154.99999999999403,-153.99999999999858,-51.000000000001044,39.99999999999204,-48.99999999999905,-153.99999999999858,-134.99999999999625,-119.99999999999788,8.000000000009777,-306.9999999999906,-344.00000000001097,-120.99999999999511,-69.9999999999923,-573.0000000000013,-97.99999999999898,-149.0000000000009,-165.9999999999995,-182.00000000000438,-39.00000000001125,,-3358.0000000000123
2020.05.04,-178.00000000000037,-154.99999999999403,-442.00000000000904,-313.99999999999204,-335.99999999999187,-60.99999999999994,-4.0000000000048885,48.000000000003595,-232.99999999999432,-244.99999999999523,-170.00000000000347,-216.99999999998454,-305.9999999999841,-665.0000000000044,-211.9999999999891,151.00000000001222,-937.9999999999944,-283.00000000000125,-349.00000000000375,-170.00000000000347,-258.9999999999981,43.999999999999595,,-5293.999999999933
2020.05.04,-162.99999999999093,-150.00000000000568,-451.0000000000014,-307.0000000000017,-329.00000000000153,-49.00000000001015,-1.0000000000047748,71.99999999999429,-222.99999999999542,-248.99999999999923,-234.00000000000088,-306.99999999998795,-263.99999999999756,-515.000000000021,-212.99999999999386,224.000000000002,-906.0000000000068,-283.00000000000125,-355.000000000004,-167.00000000000603,-258.0000000000027,71.99999999998319,,-5056.000000000054
2020.05.04,-110.99999999999443,-102.00000000000209,-548.9999999999995,-380.999999999998,-402.9999999999978,-60.99999999999994,-54.000000000002046,100.00000000000009,-322.00000000000006,-349.99999999999477,-248.99999999999923,-436.9999999999834,-279.99999999999136,-659.0000000000095,-311.9999999999976,290.00000000001245,-1201.999999999992,-444.0000000000026,-495.00000000000455,-206.00000000000617,-297.9999999999983,79.99999999999119,,-6444.99999999997
2020.05.04,-171.99999999999437,-177.00000000000495,-633.0000000000168,-381.99999999999346,-454.9999999999943,-68.00000000000139,-156.0000000000059,141.99999999999767,-288.9999999999948,-368.9999999999971,-239.99999999999577,-522.9999999999961,-316.0000000000052,-672.0000000000059,-417.0000000000016,357.00000000000733,-1242.999999999994,-462.0000000000033,-561.000000000007,-163.99999999999747,-316.0000000000052,191.99999999999218,,-6924.000000000018
2020.05.04,-200.99999999999562,-224.000000000002,-700.0000000000117,-378.00000000000057,-436.9999999999985,-63.99999999999739,-182.00000000000216,141.99999999999767,-268.99999999999704,-356.9999999999962,-215.99999999999397,-516.9999999999959,-356.00000000000074,-592.0000000000148,-451.9999999999982,363.0000000000022,-1198.9999999999945,-442.99999999999784,-539.0000000000015,-112.000000000001,-287.9999999999994,200.99999999998454,,-6820.0000000000155
2020.05.04,-209.9999999999991,-215.99999999999397,-684.000000000018,-334.9999999999964,-407.99999999999727,-63.000000000013046,-151.00000000001046,105.99999999999498,-224.000000000002,-302.9999999999977,-180.99999999999784,-462.99999999999386,-465.99999999998863,-501.0000000000181,-415.9999999999968,273.9999999999965,-1011.9999999999907,-387.00000000000045,-493.9999999999998,-48.99999999999905,-213.00000000000762,173.99999999998528,,-6222.000000000043
2020.05.04,-195.00000000000074,-190.00000000000128,-508.00000000001955,-234.00000000000088,-290.00000000000136,-59.000000000009045,-118.00000000000921,41.000000000002146,-182.99999999999983,-206.99999999999054,-141.99999999999767,-337.99999999999386,-370.999999999988,-365.99999999999966,-372.99999999999045,171.00000000001003,-757.999999999992,-275.99999999999625,-371.0000000000093,-51.000000000001044,-182.99999999999983,163.00000000000205,,-4837.999999999986
