date,USDCAD,EURCHF,GBPJPY,EURJPY,EURNZD,NZDCAD,AUDNZD,empty,sum
2019.07.22,-34.000000000000696,-113.99999999999189,-304.00000000000205,-42.00000000000159,-103.00000000000864,-17.000000000000348,-82.00000000000429,,-696.0000000000095
2019.07.22,-52.000000000007596,-68.00000000000139,-203.9999999999793,-55.00000000000682,-106.00000000000608,-72.0000000000054,-73.00000000001194,,-630.0000000000185
2019.07.22,-66.00000000001049,-46.999999999997044,-231.99999999999932,-79.00000000000773,-207.00000000000162,-13.00000000000745,-148.99999999999915,,-793.0000000000227
2019.07.22,-60.000000000015596,11.00000000000545,-280.00000000000114,-121.00000000000932,-282.0000000000045,46.00000000000159,-136.00000000000279,,-822.0000000000261
2019.07.22,-52.000000000007596,-28.999999999990145,-307.9999999999927,-121.99999999999989,-302.0000000000023,57.99999999999139,-165.00000000001512,,-920.0000000000164
2019.07.22,-60.99999999999994,-69.00000000000794,-346.99999999998,-132.000000000005,-235.00000000000742,43.999999999999595,-136.00000000000279,,-936.0000000000036
2019.07.22,-54.0000000000207,-75.99999999998718,-349.9999999999943,-136.0000000000099,-228.99999999999034,-52.000000000007596,-119.00000000000244,,-1016.0000000000125
2019.07.22,-4.000000000004,-79.99999999999119,-453.9999999999793,-219.0000000000083,-150.00000000000568,-59.000000000009045,-95.00000000000064,,-1060.9999999999982
2019.07.22,24.999999999986144,-119.99999999998678,-484.9999999999852,-252.00000000000955,-136.00000000000279,-55.000000000005045,-93.00000000000975,,-1116.000000000013
2019.07.22,15.999999999993797,-112.000000000001,-530.0000000000011,-313.0000000000024,-68.00000000000139,-74.00000000000739,-57.00000000001815,,-1138.0000000000377
2019.07.22,5.999999999994898,-100.99999999999554,-492.999999999995,-279.0000000000106,-48.000000000003595,-96.00000000000719,-51.000000000001044,,-1062.0000000000182
2019.07.22,7.999999999985796,-82.99999999998863,-462.99999999999386,-268.0000000000007,-25.999999999992696,-136.00000000000279,21.999999999988695,,-946.0000000000042
2019.07.22,13.999999999980695,-127.99999999999478,-460.9999999999843,-299.0000000000066,35.00000000000725,-164.00000000000858,100.99999999999554,,-902.0000000000108
2019.07.22,9.999999999998899,-139.00000000000023,-462.99999999999386,-300.00000000001137,96.99999999999153,-221.00000000000452,123.99999999999079,,-892.0000000000288
2019.07.22,6.999999999979245,-153.00000000000313,-441.99999999997885,-288.0000000000109,177.99999999998929,-239.0000000000003,142.99999999998204,,-794.0000000000426
