date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.09,-53.999999999998494,-12.999999999996348,-154.99999999999403,-74.99999999998863,-85.00000000000173,-68.00000000000139,-48.99999999999905,0.0,0.0,-34.000000000000696,-62.00000000001182,0.0,-286.00000000000847,-131.99999999999878,0.0,-37.9999999999967,-73.99999999999629,-80.99999999999774,0.0,,-1205.9999999999902
2018.07.09,-31.000000000003247,-32.0000000000098,-131.99999999999878,-85.99999999999852,-96.99999999999153,-25.00000000000835,-63.99999999999739,96.9999999999942,16.0000000000049,-32.999999999994145,-64.99999999999773,134.00000000001455,-266.999999999995,58.000000000002494,-18.000000000000682,-58.000000000006935,-26.999999999999247,-104.00000000000409,64.0000000000196,,-669.9999999999698
2018.07.09,-129.00000000000134,-18.0000000000069,-157.99999999999147,-94.99999999999886,-122.99999999998423,-49.00000000001015,-83.9999999999952,78.99999999999352,39.999999999995595,-68.99999999999685,-69.00000000001683,150.00000000000568,-331.999999999999,95.999999999985,-1.0000000000047748,-96.9999999999942,-67.9999999999903,-153.00000000000313,71.00000000002105,,-1008.9999999999924
2018.07.09,-31.000000000003247,15.00000000000945,-156.99999999998494,-96.9999999999942,-136.99999999998712,-41.000000000002146,-82.99999999999974,243.99999999999977,43.00000000000415,-44.99999999999504,-45.000000000015916,195.99999999999795,-336.00000000000296,106.99999999999044,13.999999999995794,-94.99999999999886,-59.99999999999339,-148.0000000000037,84.0000000000174,,-571.9999999999665
2018.07.09,-48.99999999999905,99.00000000000463,-123.99999999999079,-71.99999999998852,-157.99999999999147,-18.0000000000069,-17.999999999995797,226.99999999998965,41.9999999999976,7.0000000000014495,108.00000000000409,158.00000000001546,-322.00000000000006,268.9999999999859,-12.000000000000455,4.9999999999954525,-56.0000000000005,-76.99999999999375,141.00000000001333,,150.0000000000403
2018.07.09,-51.000000000001044,195.9999999999962,-142.99999999998204,-77.99999999998875,-148.99999999999915,-71.00000000000995,-37.99999999999359,230.99999999999454,46.999999999997044,-19.999999999997797,192.99999999998363,177.00000000002092,-344.00000000001097,201.99999999999108,15.999999999991132,-10.000000000005116,-112.000000000001,-105.99999999999498,160.00000000000458,,99.99999999999473
2018.07.09,-21.999999999999797,167.00000000000603,-157.99999999999147,-147.99999999999613,-129.00000000000134,-103.00000000000864,-60.99999999999994,235.99999999999,48.99999999999905,-34.99999999999615,79.99999999998408,192.00000000000728,-341.99999999999784,194.99999999998963,56.99999999998795,-100.99999999999909,-161.00000000000003,-126.0000000000039,211.00000000000563,,-199.00000000002473
2018.07.09,-38.0000000000047,200.00000000000017,-205.99999999999508,-143.00000000000068,-147.99999999999258,-143.9999999999997,-69.9999999999923,295.99999999999227,41.9999999999976,-34.000000000000696,102.00000000000387,278.99999999999636,-390.0000000000015,234.00000000000088,140.00000000000057,-88.00000000000807,-192.99999999999872,-124.99999999999733,248.00000000000378,,-37.99999999999571
2018.07.09,7.9999999999968985,246.99999999999721,-176.99999999998272,-121.99999999999989,-123.99999999999079,-202.0000000000022,-53.00000000000304,219.99999999999886,26.999999999999247,-8.999999999992347,179.00000000000205,144.00000000000546,-365.99999999999966,226.99999999999943,112.99999999999955,-79.00000000000773,-243.99999999999977,-95.99999999999609,272.00000000000557,,-34.99999999996999
2018.07.09,20.999999999993246,150.00000000000568,-291.9999999999812,-66.99999999999307,-113.99999999999189,-310.0000000000103,-108.99999999999244,256.9999999999908,11.00000000000545,-0.999999999995449,153.99999999999636,191.0000000000025,-401.00000000000693,211.99999999998997,140.99999999999113,-96.9999999999942,-328.9999999999904,-121.00000000000443,362.00000000001785,,-341.99999999996726
2018.07.09,69.9999999999923,157.00000000000713,-265.99999999998846,-118.99999999999977,-21.999999999988695,-315.0000000000097,-119.00000000000244,402.000000000001,19.999999999997797,-14.999999999998348,102.00000000000387,356.9999999999993,-360.0000000000048,192.99999999999872,335.9999999999985,-138.00000000000523,-345.99999999999073,-127.99999999999478,408.00000000000836,,217.0000000000241
2018.07.09,85.99999999999719,181.9999999999933,-244.9999999999841,-122.99999999999045,-17.999999999984695,-302.0000000000023,-75.9999999999983,405.00000000000114,27.999999999994696,25.00000000000835,135.99999999999568,338.99999999999864,-331.999999999999,276.9999999999939,314.9999999999977,-105.00000000000398,-330.9999999999924,-73.00000000000084,432.0000000000102,,620.0000000000348
2018.07.09,68.99999999999685,124.99999999999733,-272.99999999998994,-84.99999999999375,-31.000000000003247,-333.0000000000055,-107.99999999999699,361.99999999999477,31.999999999998696,8.000000000008,109.00000000000887,313.0000000000166,-354.9999999999942,266.999999999995,328.9999999999935,-103.9999999999992,-363.99999999999767,-97.00000000000264,480.00000000001376,,344.00000000004025
2018.07.09,87.99999999999919,116.00000000000499,-276.9999999999939,-87.99999999999386,26.0000000000149,-339.0000000000004,-110.99999999999443,405.9999999999917,27.999999999994696,9.00000000000345,102.00000000000387,365.0000000000091,-343.00000000000443,270.99999999999903,344.99999999999886,-102.00000000000387,-357.99999999999164,-93.99999999999409,454.00000000002103,,498.0000000000642
2018.07.09,87.99999999999919,153.00000000000313,-266.999999999995,-76.99999999999818,22.0000000000109,-315.0000000000097,-93.99999999999409,381.9999999999908,56.99999999999594,4.999999999999449,118.99999999999977,367.00000000001864,-331.999999999999,308.9999999999815,321.9999999999885,-88.00000000000807,-317.9999999999961,-65.99999999999939,478.0000000000006,,744.9999999999891
2018.07.09,73.00000000000084,164.00000000000858,-256.99999999999613,-67.99999999999784,12.000000000012001,-297.00000000000284,-93.99999999999409,365.99999999999966,56.99999999999594,2.000000000002,144.9999999999818,334.0000000000032,-323.99999999999096,285.00000000000193,310.99999999999284,-88.99999999999864,-300.0000000000003,-68.00000000000139,447.0000000000196,,699.0000000000363
2018.07.09,75.9999999999983,147.00000000000824,-241.00000000000233,-96.9999999999942,5.000000000010552,-329.00000000000153,-103.99999999999298,368.9999999999998,53.00000000000304,-3.999999999992898,106.99999999999932,326.9999999999982,-295.0000000000008,224.99999999998633,318.9999999999884,-109.99999999999943,-339.99999999999585,-80.00000000000229,429.00000000001273,,457.00000000002257
2018.07.09,65.99999999999939,43.999999999999595,-317.9999999999961,-95.99999999998943,9.999999999998899,-355.0000000000053,-124.99999999999733,378.0000000000001,31.999999999998696,-1.999999999990898,-13.00000000000523,324.0000000000123,-367.99999999999056,265.99999999998846,358.99999999999466,-135.99999999999568,-363.99999999999767,-87.99999999999919,482.00000000000466,,96.00000000002939
2018.07.09,129.00000000000134,-124.99999999999733,-410.99999999998363,-140.00000000000057,48.000000000003595,-422.00000000000017,-173.9999999999964,426.9999999999925,9.999999999998899,-17.999999999995797,-265.0000000000148,421.99999999999704,-435.0000000000076,224.000000000002,409.9999999999966,-218.9999999999941,-385.99999999999744,-112.99999999999643,459.0000000000094,,-578.999999999983
2018.07.09,142.99999999999312,-89.00000000000574,-364.9999999999931,-119.99999999999034,7.0000000000014495,-380.00000000000256,-137.9999999999937,485.99999999999,-14.000000000002899,38.0000000000047,-155.00000000000114,411.00000000000136,-395.000000000012,283.99999999999534,390.00000000000057,-135.00000000000512,-369.99999999999255,-82.99999999999974,506.0000000000064,,20.99999999999403
2018.07.09,132.99999999999423,-35.999999999991594,-340.9999999999913,-141.9999999999959,-83.9999999999952,-359.0000000000093,-103.99999999999298,500.99999999999056,-97.9999999999981,53.00000000000304,-126.00000000000477,324.0000000000123,-470.9999999999992,292.9999999999877,381.0000000000002,-117.999999999995,-408.9999999999927,-104.99999999999955,492.0000000000035,,-215.99999999997397
2018.07.09,127.99999999999478,-252.99999999999213,-314.99999999999864,-164.00000000000148,-92.00000000000318,-372.0000000000057,-85.99999999999719,506.0000000000002,-102.99999999999754,89.00000000000574,-257.000000000005,325.00000000001705,-446.9999999999974,236.99999999999832,376.99999999999534,-105.00000000000398,-437.999999999994,-104.00000000000409,515.000000000021,,-558.9999999999678
2018.07.09,220.99999999999343,-479.0000000000072,-429.99999999999704,-73.99999999999807,-41.000000000002146,-473.0000000000012,-147.99999999999258,512.999999999991,-126.0000000000039,87.99999999999919,-509.9999999999909,383.0000000000098,-529.0000000000017,348.9999999999993,414.0000000000015,-115.99999999999966,-520.9999999999936,-132.99999999999423,575.0000000000144,,-1036.9999999999736
2018.07.09,202.9999999999976,-452.99999999999227,-407.99999999998613,-97.99999999999898,18.0000000000069,-492.0000000000035,-115.99999999999389,551.0000000000019,-124.00000000000189,96.00000000000719,-544.0000000000111,442.0000000000073,-503.99999999999335,365.99999999999966,490.99999999999966,-111.0000000000042,-550.9999999999903,-95.00000000000064,638.0000000000052,,-690.9999999999509
2018.07.09,127.99999999999478,-306.9999999999906,-346.9999999999862,-138.9999999999958,2.999999999997449,-490.00000000000153,-85.99999999999719,494.99999999999034,-41.000000000002146,39.00000000000014,-456.0000000000173,457.00000000002206,-439.0000000000116,363.9999999999866,516.9999999999959,-117.999999999995,-539.999999999996,-56.0000000000005,693.0000000000102,,-322.9999999999965
2018.07.09,134.0000000000008,-272.00000000000557,-370.999999999988,-119.99999999999034,12.000000000012001,-514.0000000000033,-141.00000000000225,447.00000000000273,-9.00000000000345,15.00000000000945,-355.0000000000182,370.00000000000455,-441.0000000000025,241.99999999998667,541.9999999999874,-147.99999999999613,-557.9999999999918,-124.00000000000189,639.0000000000118,,-651.9999999999882
2018.07.09,90.99999999999665,-261.0000000000001,-339.99999999998477,-104.99999999998977,32.0000000000098,-499.000000000005,-146.99999999999713,415.9999999999968,-4.000000000004,-34.000000000000696,-353.00000000000864,395.00000000001023,-397.0000000000029,174.99999999999181,530.0000000000011,-162.00000000000614,-548.9999999999995,-126.99999999999933,599.0000000000161,,-739.9999999999754
2018.07.09,90.0000000000012,-197.00000000000273,-358.9999999999982,-96.9999999999942,53.00000000001415,-480.0000000000027,-163.99999999999747,417.99999999999216,51.000000000001044,-37.99999999999359,-282.0000000000107,408.00000000001546,-387.000000000004,200.99999999998454,515.0000000000006,-168.99999999999693,-501.99999999999136,-126.99999999999933,575.0000000000144,,-490.9999999999676
2018.07.09,117.00000000000044,-303.0000000000088,-438.9999999999894,-64.99999999999773,33.00000000001635,-489.0000000000061,-168.00000000000148,411.9999999999919,22.999999999995246,-43.999999999999595,-353.00000000000864,441.0000000000025,-493.99999999999443,261.9999999999845,512.0000000000005,-162.00000000000614,-508.9999999999928,-158.99999999999804,569.0000000000194,,-815.9999999999919
2018.07.09,93.99999999999409,-360.0000000000048,-505.99999999998425,-70.99999999999795,24.000000000001798,-507.0000000000019,-263.0000000000021,402.000000000001,38.0000000000047,-130.99999999999224,-403.99999999999636,522.9999999999961,-561.0000000000115,197.99999999998707,524.0000000000009,-260.9999999999957,-553.999999999999,-241.99999999999778,490.0000000000126,,-1566.999999999985
