names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,"['AUDCHF', 'EURGBP']",80.0,0.9690000000000001,S
GBPUSD,15,['EURNZD'],80.0,0.49805994005994025,S
EURUSD,15,['GBPAUD'],80.0,0.2096219336219336,S
USDJPY,15,"['GBPUSD', 'AUDCHF']",100.0,1.0,S
USDCAD,10,"['USDJPY', 'GBPCHF']",80.0,0.08,S
AUDUSD,10,['EURNZD'],80.0,1.0,S
NZDUSD,50,"['EURCAD', 'USDJPY']",80.0,0.40558509679175325,S
CHFJPY,10,"['AUDJPY', 'CADJPY']",80.0,-0.21843650793650798,B
CADCHF,20,"['EURGBP', 'NZDJPY', 'CADCHF', 'GBPCAD', 'GBPJPY']",100.0,-0.5666666666666667,B
NZDCHF,10,"['EURCHF', 'NZDUSD']",100.0,1.0,S
GBPJPY,50,"['AUDUSD', 'USDJPY', 'AUDNZD', 'USDCHF', 'GBPUSD', 'NZDUSD', 'USDCAD']",100.0,0.6923874458874458,S
EURJPY,30,"['GBPCHF', 'NZDCAD']",100.0,-1.0,B
EURCAD,50,"['AUDNZD', 'GBPJPY', 'GBPAUD', 'NZDJPY', 'EURCHF']",80.0,0.09134920634920635,S
EURNZD,10,"['AUDJPY', 'CADJPY', 'EURJPY']",100.0,-1.0,B
AUDJPY,50,"['EURGBP', 'GBPCHF']",80.0,-0.3117048248079933,B
NZDJPY,10,"['USDCAD', 'NZDUSD']",100.0,1.0,S
AUDCAD,15,"['EURGBP', 'EURUSD', 'EURCHF', 'AUDCHF']",100.0,0.48,S
NZDCAD,10,['GBPJPY'],100.0,1.0,S
AUDNZD,15,['NZDUSD'],80.0,-0.4112229437229438,B
