date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.03.26,-26.0000000000149,49.00000000001015,-111.0000000000042,-54.99999999998284,50.0000000000056,-59.99999999999339,72.0000000000054,-210.00000000000796,104.99999999999955,-10.999999999994348,36.0000000000027,-185.00000000000227,69.9999999999923,180.0000000000024,-161.00000000000136,110.99999999999443,209.9999999999991,69.00000000000794,-27.999999999991587,-101.99999999998965,43.00000000000415,70.99999999999883,,117.00000000004005
2018.03.26,-161.99999999999548,83.00000000001084,-12.000000000000455,-2.999999999997449,9.999999999998899,-42.999999999993044,-89.00000000000574,-165.00000000000625,75.9999999999983,0.999999999995449,-26.999999999999247,-182.99999999999272,181.00000000000892,246.00000000001288,-69.99999999999318,103.00000000000864,170.00000000000347,143.00000000000423,3.0000000000001137,-13.999999999995794,19.999999999997797,-4.000000000004,,264.00000000005616
2018.03.26,-190.00000000000128,156.00000000000057,-134.00000000000034,19.00000000001345,-26.999999999999247,-144.99999999999514,-123.00000000000644,-307.00000000000216,16.0000000000049,-104.99999999999955,9.999999999998899,-388.00000000000523,175.99999999999838,209.9999999999991,-298.0000000000018,170.00000000000347,192.99999999999872,38.0000000000047,-128.99999999999068,-205.99999999998886,0.0,79.99999999999119,,-983.9999999999777
2018.03.26,-205.99999999999508,173.00000000000094,-76.00000000000762,24.000000000001798,-44.99999999999504,-146.99999999999713,-138.0000000000159,-250.0,4.000000000004,-100.99999999999554,12.000000000000899,-320.99999999999795,192.99999999999872,190.00000000000128,-242.999999999995,181.00000000000892,184.99999999999073,66.00000000001049,-100.99999999999909,-163.99999999998727,-19.00000000000235,52.99999999999194,,-729.9999999999786
2018.03.26,-207.00000000000162,139.00000000000023,-162.00000000000614,74.0000000000185,-104.99999999999955,-179.99999999999127,-178.00000000001148,-311.9999999999976,-78.00000000000028,-153.00000000000313,-8.999999999992347,-444.9999999999932,120.99999999999334,59.000000000009045,-313.0000000000166,73.99999999999629,21.00000000000435,-49.99999999999449,-227.99999999999443,-259.9999999999909,-53.00000000000304,19.999999999997797,,-2224.999999999977
2018.03.26,-155.00000000001623,46.0000000000127,-182.00000000000216,23.00000000001745,-73.99999999999629,-123.99999999999079,-201.00000000000674,-278.0000000000058,-83.9999999999952,-134.99999999999625,-43.999999999999595,-420.99999999999227,129.00000000000134,64.0000000000196,-241.99999999999022,18.0000000000069,-36.999999999998145,-48.000000000003595,-211.9999999999891,-216.99999999999875,-54.999999999993946,-24.000000000001798,,-2252.999999999919
2018.03.26,-221.00000000000452,103.00000000000864,-127.00000000000955,67.00000000001705,-136.00000000000279,-217.0000000000005,-239.99999999999577,-239.00000000000432,-135.99999999999167,-212.99999999999653,-43.999999999999595,-411.00000000000136,150.00000000000568,-0.9999999999843467,-233.0000000000041,36.999999999998145,-94.00000000001629,-187.00000000000384,-232.99999999998988,-274.9999999999915,-102.00000000000209,24.000000000001798,,-2727.9999999999673
2018.03.26,-287.000000000015,196.0000000000184,-329.00000000000773,168.0000000000126,-205.99999999999508,-273.000000000001,-265.0000000000041,-481.00000000000875,-180.99999999999784,-246.99999999999721,-19.00000000000235,-765.9999999999911,92.00000000000318,-76.99999999999375,-579.0000000000077,31.000000000003247,-117.00000000001154,-190.00000000000128,-461.9999999999891,-479.99999999998977,-112.99999999999643,12.999999999996348,,-4571.999999999975
2018.03.26,-245.0000000000063,158.0000000000137,-282.0000000000107,150.00000000000568,-180.0000000000024,-225.99999999999287,-259.0000000000092,-405.00000000000114,-171.99999999999437,-221.99999999999997,-19.999999999997797,-655.0000000000011,65.00000000000395,-68.00000000000139,-485.00000000001364,5.000000000010552,-110.00000000001009,-133.00000000000534,-399.0000000000009,-397.99999999999613,-92.99999999999864,-15.999999999993797,,-3990.0000000000014
2018.03.26,-307.99999999999716,204.00000000000418,-329.9999999999983,221.00000000000452,-264.999999999993,-280.9999999999979,-296.0000000000074,-475.0000000000085,-239.99999999999577,-258.9999999999981,-24.999999999997247,-788.9999999999873,43.999999999999595,-196.99999999998053,-590.0000000000034,-22.999999999995246,-229.00000000001253,-198.99999999999363,-525.9999999999962,-488.9999999999901,-151.9999999999966,-59.000000000009045,,-5262.99999999995
2018.03.26,-290.00000000001245,194.0000000000053,-289.0000000000015,185.00000000001293,-209.00000000000364,-353.99999999999875,-287.9999999999994,-424.0000000000066,-196.99999999999162,-334.00000000000097,-22.999999999995246,-711.9999999999891,75.00000000000284,-83.9999999999952,-530.0000000000011,8.000000000008,-130.0000000000079,-381.0000000000091,-436.9999999999976,-534.9999999999966,-105.99999999999498,127.00000000001043,,-4733.999999999962
2018.03.26,-310.9999999999946,256.00000000001177,-271.0000000000008,177.00000000000495,-232.99999999999432,-440.9999999999914,-269.00000000000813,-436.00000000000705,-192.99999999999872,-400.00000000000034,7.0000000000014495,-710.000000000008,107.99999999999699,-109.99999999998789,-572.0000000000027,90.99999999999665,-96.00000000000719,-502.00000000000244,-447.9999999999933,-616.9999999999902,-141.00000000000225,222.00000000001108,,-4888.999999999966
2018.03.26,-341.00000000001353,238.0000000000049,-278.0000000000058,182.99999999999983,-234.99999999999633,-444.9999999999954,-293.99999999999426,-448.99999999999807,-192.99999999999872,-399.0000000000049,-21.999999999999797,-748.9999999999952,140.0000000000068,-80.99999999999774,-561.000000000007,63.000000000013046,-124.00000000001299,-537.0000000000097,-454.9999999999983,-625.0,-139.99999999999568,224.000000000002,,-5079.999999999997
2018.03.26,-329.00000000000153,235.00000000000742,-299.0000000000066,175.99999999999838,-259.9999999999936,-413.99999999999216,-290.00000000001245,-460.9999999999985,-221.99999999999997,-371.99999999999454,-17.000000000000348,-765.9999999999911,136.00000000000279,-156.00000000000057,-581.9999999999936,68.00000000000139,-182.0000000000155,-469.99999999999267,-497.99999999999045,-606.9999999999993,-178.00000000000037,147.00000000000824,,-5340.999999999965
2018.03.26,-330.0000000000081,247.00000000001944,-278.0000000000058,168.0000000000126,-221.99999999999997,-415.99999999999415,-300.00000000001137,-430.9999999999974,-191.99999999999218,-382.00000000000455,-9.999999999998899,-736.9999999999948,147.99999999999258,-63.99999999999739,-573.0000000000075,97.00000000001374,-89.00000000000574,-453.99999999999886,-439.9999999999977,-594.9999999999989,-134.99999999999625,200.00000000000017,,-4787.999999999972
2018.03.26,-273.0000000000121,236.00000000001398,-222.99999999999898,146.00000000000168,-192.00000000000327,-379.9999999999915,-255.00000000000523,-367.00000000000443,-166.99999999999494,-351.99999999999676,18.0000000000069,-602.0000000000039,106.00000000000608,-63.99999999999739,-491.9999999999902,107.99999999999699,-38.0000000000047,-391.9999999999924,-366.9999999999902,-516.9999999999959,-112.99999999999643,191.00000000000784,,-3988.999999999946
2018.03.26,-273.0000000000121,216.00000000001617,-296.0000000000065,154.0000000000097,-212.00000000000108,-417.99999999999613,-282.0000000000045,-423.0000000000018,-201.99999999999108,-400.9999999999958,2.999999999997449,-704.9999999999841,96.99999999999153,-113.99999999999189,-561.000000000007,73.99999999999629,-109.00000000000354,-504.9999999999999,-445.99999999999795,-607.9999999999899,-136.00000000000279,215.99999999999397,,-4930.999999999982
2018.03.26,-212.00000000001216,161.00000000001114,-317.0000000000073,111.00000000001664,-178.00000000000037,-352.9999999999922,-279.00000000000705,-396.0000000000008,-195.9999999999962,-368.9999999999971,2.000000000002,-670.9999999999923,80.99999999999774,-102.99999999998644,-521.9999999999914,55.000000000005045,-97.9999999999981,-432.0000000000102,-423.0000000000018,-557.9999999999927,-121.99999999999989,171.00000000001003,,-4647.999999999943
2018.03.26,-242.00000000000887,150.00000000000568,-386.0000000000099,194.0000000000053,-259.9999999999936,-492.999999999999,-388.0000000000106,-407.0000000000107,-319.99999999999807,-541.9999999999981,-22.999999999995246,-799.999999999983,1.0000000000065512,-263.99999999999756,-602.0000000000039,-62.000000000006494,-289.0000000000059,-767.9999999999909,-564.9999999999977,-752.9999999999859,-165.9999999999995,256.99999999999613,,-6727.999999999981
2018.03.26,-304.00000000001535,123.00000000000644,-424.99999999999716,274.00000000001864,-334.9999999999964,-529.0000000000017,-546.000000000002,-365.99999999999966,-446.00000000000193,-626.9999999999998,-80.99999999999774,-921.999999999997,-35.00000000000725,-359.99999999998255,-622.9999999999905,-197.99999999998707,-483.0000000000112,-893.9999999999948,-674.9999999999972,-820.999999999998,-200.00000000000017,208.99999999999253,,-8263.999999999958
