date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,NZDCAD,empty,sum
2017.06.26,3.999999999992898,-23.999999999979593,17.000000000000348,-121.00000000000932,21.00000000000435,8.999999999992347,14.000000000002899,12.000000000000899,29.000000000001247,-34.000000000000696,-120.00000000000455,5.000000000010552,-106.99999999999932,-64.99999999999773,16.0000000000049,,-343.9999999999808
2017.06.26,72.99999999998974,-64.99999999998174,46.0000000000127,-127.00000000000955,31.999999999998696,7.9999999999968985,75.99999999998718,65.00000000000395,41.9999999999976,-74.99999999998064,-99.99999999999432,29.999999999996696,-73.99999999999807,-64.99999999999773,-26.999999999999247,,-160.99999999997783
2017.06.26,88.99999999999464,-78.99999999998464,18.0000000000069,-126.00000000000477,35.00000000000725,-12.000000000000899,127.99999999999478,80.00000000000229,42.999999999993044,-114.99999999999844,-114.99999999999488,-7.0000000000014495,-102.99999999999443,-88.00000000000807,-36.999999999998145,,-288.9999999999868
2017.06.26,77.99999999998919,-48.99999999998794,8.000000000008,-100.00000000000853,4.000000000004,2.999999999997449,126.0000000000039,43.00000000000415,14.999999999998348,-150.99999999999002,-96.00000000000364,-80.99999999999774,-91.99999999999875,-48.00000000000182,-9.999999999998899,,-349.9999999999823
2017.06.26,71.99999999999429,-72.99999999998974,-4.999999999988347,-106.00000000000875,45.000000000006146,-6.0000000000060005,132.99999999998312,78.99999999999574,20.999999999993246,-89.99999999999008,-120.00000000000455,-18.0000000000069,-89.9999999999892,-61.00000000000705,-18.999999999991246,,-238.00000000000935
2017.06.26,60.99999999999994,-97.9999999999981,-26.999999999999247,-115.99999999999966,87.00000000000374,-40.00000000000669,139.00000000000023,109.99999999999899,20.999999999993246,-27.999999999983594,-152.00000000000102,34.000000000000696,-132.99999999999557,-103.00000000000864,-19.999999999997797,,-264.99999999999346
2017.06.26,78.99999999999574,-66.99999999999484,-3.999999999981796,-198.99999999999807,78.00000000000028,-1.0000000000065512,139.00000000000023,116.00000000000499,19.00000000000235,-14.999999999987246,-219.99999999999886,48.000000000003595,-174.99999999999716,-124.00000000000944,2.000000000002,,-323.99999999996476
2017.06.26,84.99999999999064,-105.99999999998388,9.000000000014552,-168.00000000000637,69.00000000000794,22.999999999995246,133.99999999998968,112.000000000001,52.99999999999194,-81.9999999999821,-170.99999999999227,46.999999999997044,-173.00000000000182,-73.99999999999807,53.00000000000304,,-188.99999999997343
2017.06.26,122.99999999999534,-129.99999999998568,31.000000000003247,-172.00000000001125,64.0000000000085,65.99999999999939,154.99999999999403,136.00000000000279,85.00000000000173,-117.99999999999588,-149.99999999999147,65.00000000000395,-179.00000000000205,-28.000000000005798,115.00000000000954,,63.00000000002636
2017.06.26,140.99999999999113,-97.9999999999981,70.99999999999883,-201.00000000000762,107.00000000000153,17.000000000000348,141.99999999999767,190.99999999999673,93.99999999999409,13.000000000018552,-137.99999999999102,202.9999999999976,-213.99999999999864,-105.00000000000398,69.00000000000794,,292.0000000000051
