date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,AUDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,NZDCAD,empty,sum
2017.06.26,-30.000000000007798,-41.99999999998649,0.0,-194.00000000000261,0.0,-9.00000000000345,-26.0000000000149,-134.99999999999625,-4.999999999999449,-54.99999999998284,-137.00000000000045,-14.999999999987246,-128.0000000000001,-109.99999999999943,-12.999999999996348,,-898.9999999999775
2017.06.26,-39.00000000000014,-67.9999999999792,-11.999999999989797,-187.00000000001182,0.0,-23.00000000000635,7.0000000000014495,-9.999999999998899,-9.999999999998899,-151.9999999999966,-141.9999999999959,-58.99999999998684,-140.99999999999113,-124.00000000000944,-26.999999999999247,,-986.9999999999628
2017.06.26,30.999999999992145,-78.99999999998464,-15.999999999993797,-151.00000000001046,12.000000000000899,-17.000000000000348,68.00000000000139,9.00000000000345,-23.00000000000635,-116.99999999998934,-140.00000000000057,-80.99999999999774,-114.99999999999488,-94.0000000000083,-58.99999999999794,,-771.9999999999865
2017.06.26,64.99999999999284,-81.9999999999821,-9.999999999998899,-137.00000000000045,-0.999999999995449,-35.00000000000725,121.99999999999989,36.0000000000027,-19.999999999997797,-161.99999999999548,-138.9999999999958,-89.99999999999008,-113.99999999999011,-106.99999999999932,-58.99999999999794,,-732.9999999999552
2017.06.26,56.99999999999594,-88.99999999998354,-7.0000000000014495,-129.0000000000049,4.000000000004,-47.00000000000814,116.00000000000499,39.999999999995595,12.999999999996348,-177.99999999998929,-134.9999999999909,-87.99999999999919,-108.99999999999466,-106.00000000000875,-66.99999999999484,,-724.9999999999789
2017.06.26,59.99999999999339,-97.9999999999981,-27.999999999983594,-139.00000000001,35.00000000000725,-48.000000000003595,124.99999999999733,70.0000000000034,2.000000000002,-109.99999999998789,-152.9999999999916,-48.000000000003595,-135.99999999999568,-121.99999999999989,-51.000000000001044,,-640.9999999999716
2017.06.26,54.999999999993946,-97.9999999999981,-29.999999999996696,-225.9999999999991,47.00000000000814,-41.000000000002146,116.99999999998934,75.9999999999983,-9.00000000000345,-114.99999999999844,-250.0,-38.0000000000047,-199.99999999998863,-139.00000000001,-29.000000000001247,,-880.0000000000128
2017.06.26,67.9999999999903,-150.99999999999002,-19.999999999997797,-216.00000000000819,35.00000000000725,-19.00000000000235,130.99999999999224,78.00000000000028,13.999999999991797,-197.99999999998707,-240.99999999999966,-31.000000000003247,-208.99999999998897,-141.00000000000534,-14.999999999998348,,-914.9999999999991
2017.06.26,84.99999999999064,-129.99999999998568,5.000000000010552,-191.0000000000025,30.000000000007798,22.999999999995246,129.00000000000134,87.99999999999919,49.99999999999449,-176.99999999998272,-182.00000000000216,-4.000000000004,-188.99999999999295,-82.00000000000784,42.0000000000087,,-502.99999999996993
2017.06.26,100.99999999999554,-153.9999999999875,17.000000000000348,-204.9999999999983,58.000000000002494,2.000000000002,136.99999999998712,129.00000000000134,57.99999999999139,-128.99999999997914,-183.9999999999975,58.000000000002494,-214.9999999999892,-120.00000000000455,26.999999999999247,,-419.9999999999742
