date,GBPCHF,EURCHF,empty,sum
2019.08.26,-32.999999999994145,-59.99999999999339,,-92.99999999998754
2019.08.26,27.00000000002145,-79.99999999999119,,-52.99999999996974
2019.08.26,-141.99999999999767,-87.99999999999919,,-229.99999999999687
2019.08.26,-129.99999999998568,-87.99999999999919,,-217.99999999998488
2019.08.26,-26.999999999999247,-80.99999999999774,,-107.99999999999699
2019.08.26,-34.99999999998504,-93.99999999999409,,-128.99999999997914
2019.08.26,-28.999999999990145,-78.00000000000028,,-106.99999999999042
2019.08.26,155.00000000001623,46.999999999997044,,202.00000000001327
2019.08.26,196.0000000000184,96.00000000000719,,292.0000000000256
2019.08.26,303.0000000000088,148.00000000001478,,451.0000000000236
2019.08.26,258.0000000000027,181.00000000000892,,439.0000000000116
2019.08.26,283.000000000011,185.99999999999727,,469.0000000000083
2019.08.26,354.0000000000099,181.00000000000892,,535.0000000000189
2019.08.26,430.00000000001927,211.00000000000563,,641.0000000000249
2019.08.26,274.00000000001864,156.00000000000057,,430.0000000000192
2019.08.26,286.00000000000847,162.00000000001768,,448.00000000002615
2019.08.26,276.00000000000955,164.00000000000858,,440.00000000001813
2019.08.26,259.0000000000092,126.0000000000039,,385.0000000000131
2019.08.26,217.0000000000005,131.00000000001444,,348.00000000001495
2019.08.26,187.00000000000384,123.00000000000644,,310.0000000000103
2019.08.26,347.0000000000084,73.00000000001194,,420.00000000002035
2019.08.26,311.0000000000168,119.00000000000244,,430.00000000001927
2019.08.26,327.00000000001063,65.00000000000395,,392.00000000001455
2019.08.26,331.0000000000146,155.00000000001623,,486.0000000000308
2019.08.26,451.0000000000014,277.00000000001614,,728.0000000000175
2019.08.26,397.0000000000029,294.0000000000165,,691.0000000000193
2019.08.26,435.0000000000076,297.0000000000139,,732.0000000000216
2019.08.26,521.0000000000159,334.00000000001205,,855.000000000028
2019.08.26,577.0000000000052,423.0000000000178,,1000.000000000023
2019.08.26,623.000000000018,434.000000000001,,1057.000000000019
2019.08.26,461.0000000000003,313.00000000000773,,774.000000000008
2019.08.26,477.0000000000163,312.00000000000114,,789.0000000000175
2019.08.26,467.0000000000174,331.999999999999,,799.0000000000164
2019.08.26,271.0000000000212,249.00000000001032,,520.0000000000315
2019.08.26,125.00000000001954,225.00000000000853,,350.0000000000281
2019.08.26,85.00000000000173,206.00000000001728,,291.000000000019
2019.08.26,214.00000000000307,154.0000000000097,,368.00000000001273
2019.08.26,266.0000000000107,158.0000000000137,,424.0000000000244
2019.08.26,303.0000000000088,187.00000000000384,,490.0000000000126
2019.08.26,439.0000000000116,316.0000000000052,,755.0000000000168
