date,GBPUSD,USDJPY,GBPCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURCAD,EURAUD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.09.07,-20.999999999982144,-14.000000000010004,87.99999999999919,-63.99999999999295,-2.000000000002,-27.999999999994696,62.99999999998818,-190.99999999998562,-17.000000000000348,-137.00000000000045,109.99999999999899,-19.00000000001345,,-231.9999999999953
2020.09.07,42.0000000000087,-10.000000000005116,45.000000000006146,-25.99999999999625,-14.999999999998348,-29.999999999996696,-9.000000000014552,-68.00000000000139,59.000000000009045,-117.999999999995,119.99999999999788,-22.999999999995246,,-32.99999999998085
2020.09.07,128.000000000017,-24.00000000000091,-59.99999999999339,-46.999999999997044,-48.99999999999905,72.0000000000054,-135.00000000001933,-290.9999999999968,187.00000000000384,-162.9999999999967,131.99999999999878,21.999999999988695,,-227.99999999998957
2020.09.07,58.000000000002494,18.000000000000682,-3.999999999981796,-104.99999999998977,-36.0000000000027,22.999999999995246,-4.000000000019099,-278.9999999999848,123.00000000000644,-120.99999999999511,168.99999999999693,18.999999999991246,,-138.99999999998028
2020.09.07,113.00000000000753,16.999999999995907,-34.000000000000696,-86.99999999998909,12.000000000000899,51.99999999999649,-63.0000000000166,-231.0000000000034,36.999999999998145,-110.99999999999,185.00000000000182,31.999999999987594,,-78.00000000001138
2020.09.07,111.00000000001664,60.99999999999284,-12.999999999996348,-128.99999999999068,-18.0000000000069,12.000000000000899,3.9999999999906777,-200.99999999998454,48.000000000003595,-96.9999999999942,174.99999999999181,25.999999999992696,,-20.999999999983487
2020.09.07,95.00000000000064,21.000000000000796,6.000000000017103,-79.9999999999983,12.000000000000899,4.000000000004,-40.000000000020464,-221.00000000000452,-2.999999999997449,-132.99999999999557,164.99999999999292,79.00000000000685,,-94.99999999999307
2020.09.07,36.0000000000138,103.9999999999992,40.0000000000178,-189.99999999999773,29.999999999996696,-22.999999999995246,133.99999999998613,-197.99999999998707,-52.99999999999194,-48.99999999999238,146.99999999999713,123.00000000000644,,101.00000000005285
2020.09.07,82.00000000000429,46.999999999997044,20.000000000020002,-107.99999999998988,41.9999999999976,7.0000000000014495,8.99999999998613,-197.00000000000273,-53.999999999998494,-90.99999999999397,139.00000000000023,119.99999999998678,,16.00000000000844
2020.09.07,64.0000000000196,15.999999999991132,67.00000000001705,-46.999999999997044,56.0000000000005,-2.000000000002,-14.000000000010004,-204.99999999998852,-38.99999999998904,-110.99999999999,126.99999999999933,136.99999999998712,,49.000000000038185
