date,GBPUSD,EURUSD,GBPCHF,EURGBP,EURNZD,empty,sum
2015.03.16,0.0,-36.0000000000138,-348.9999999999993,-43.999999999999595,-174.99999999999181,,-604.0000000000045
2015.03.16,113.00000000000753,78.00000000000028,-407.99999999998613,-19.00000000000235,-75.99999999998718,,-311.9999999999678
2015.03.16,131.99999999999878,0.0,-411.99999999999017,-58.99999999999794,-4.999999999988347,,-343.99999999997766
2015.03.16,130.0000000000079,-64.0000000000196,-443.99999999999994,-113.00000000000753,45.000000000006146,,-446.0000000000131
2015.03.16,144.99999999999514,-25.00000000000835,-360.9999999999891,-94.00000000000519,19.00000000001345,,-315.99999999999403
2015.03.16,171.00000000001003,56.99999999999594,-242.99999999999324,-39.00000000000014,-51.99999999998539,,-105.9999999999728
2015.03.16,160.00000000000458,95.999999999985,-183.99999999998417,-14.999999999998348,-197.99999999998707,,-140.99999999998002
2015.03.16,256.99999999999613,339.99999999998477,-217.99999999998488,104.99999999999955,-276.9999999999939,,207.00000000000165
2015.03.16,232.99999999999432,366.999999999984,-246.99999999999721,125.99999999999278,-236.99999999999832,,241.99999999997564
2015.03.16,200.00000000000017,323.99999999999096,-339.0000000000004,121.99999999999989,-173.00000000000094,,133.99999999998968
2015.03.16,182.0000000000155,254.999999999983,-331.999999999999,96.99999999999153,-248.99999999998812,,-46.999999999997044
2015.03.16,219.99999999999798,285.99999999998624,-347.9999999999928,97.9999999999981,-272.00000000000557,,-16.00000000001606
2015.03.16,192.00000000001438,325.99999999998187,-312.9999999999855,129.00000000000134,-218.99999999999142,,115.00000000002063
2015.03.16,165.00000000001512,220.99999999998232,-447.99999999998175,82.99999999999974,-336.00000000000296,,-314.9999999999875
2015.03.16,134.00000000001188,156.99999999998494,-428.9999999999905,58.99999999999794,-417.0000000000007,,-495.9999999999964
2015.03.16,184.00000000000637,251.00000000000122,-468.00000000000176,95.00000000000064,-383.0,,-320.9999999999935
2015.03.16,310.9999999999946,379.99999999998033,-631.0000000000038,102.99999999999754,-373.99999999998545,,-211.00000000001666
2015.03.16,296.0000000000074,380.9999999999869,-576.9999999999831,86.99999999999264,-388.9999999999949,,-201.999999999991
2015.03.16,290.9999999999968,123.99999999999079,-605.9999999999955,-41.000000000002146,-506.9999999999908,,-739.0000000000008
2015.03.16,348.00000000001495,266.999999999995,-547.999999999993,17.000000000000348,-495.000000000001,,-410.99999999998363
2015.03.16,339.0000000000004,434.000000000001,-471.9999999999835,127.99999999999478,-238.0000000000049,,191.00000000000773
2015.03.16,377.0000000000051,375.9999999999986,-601.9999999999915,59.99999999999339,-119.00000000000244,,92.00000000000313
2015.03.16,458.00000000000284,391.9999999999924,-653.999999999999,34.99999999999615,14.000000000002899,,244.99999999999528
2015.03.16,439.99999999999596,440.9999999999803,-465.99999999998863,43.999999999999595,24.000000000001798,,482.99999999998903
2015.03.16,500.00000000001154,483.99999999999557,-471.9999999999835,86.99999999999264,69.00000000000794,,668.0000000000241
2015.03.16,463.9999999999977,429.99999999999704,-432.9999999999945,68.00000000000139,-58.000000000002494,,470.9999999999992
2015.03.16,466.00000000001086,435.9999999999919,-370.999999999988,75.9999999999983,-104.99999999999955,,502.00000000001353
2015.03.16,466.00000000001086,376.9999999999829,-487.99999999999955,35.999999999991594,-7.0000000000014495,,383.9999999999843
2015.03.16,451.0000000000014,401.99999999999125,-566.9999999999842,57.99999999999139,-7.999999999985796,,336.0000000000141
2015.03.16,507.000000000013,490.999999999997,-798.9999999999942,95.00000000000064,-45.000000000006146,,249.0000000000103
2015.03.16,565.9999999999999,573.9999999999857,-776.9999999999833,122.99999999999534,-146.00000000000168,,339.9999999999958
2015.03.16,621.0000000000049,821.9999999999894,-764.9999999999934,217.0000000000005,-182.99999999999983,,712.0000000000016
2015.03.16,517.9999999999962,939.0000000000009,-631.0000000000038,370.9999999999991,165.00000000001512,,1362.0000000000077
2015.03.16,357.00000000000733,781.9999999999939,-669.9999999999928,361.0000000000002,134.99999999999625,,965.0000000000048
2015.03.16,357.00000000000733,776.9999999999833,-777.9999999999898,351.99999999999676,76.99999999999375,,784.9999999999915
2015.03.16,554.00000000001,888.9999999999842,-977.99999999999,300.99999999999574,-7.999999999985796,,758.000000000014
2015.03.16,636.0000000000143,889.9999999999908,-1041.000000000003,292.9999999999988,38.0000000000047,,816.0000000000056
2015.03.16,788.0000000000109,985.999999999998,-1078.0000000000011,293.99999999999426,55.000000000005045,,1045.000000000007
