date,GBPUSD,USDJPY,AUDUSD,NZDUSD,NZDCHF,EURNZD,NZDJPY,AUDCAD,empty,sum
2018.08.06,-81.9999999999821,-66.99999999999307,-69.9999999999923,-43.999999999999595,-41.9999999999976,-79.00000000000685,-5.000000000009663,-13.999999999991797,,-402.99999999997294
2018.08.06,-32.999999999994145,-42.00000000000159,-92.99999999999864,-57.00000000000705,-92.00000000000318,19.999999999997797,-14.000000000010004,-19.00000000000235,,-330.00000000001916
2018.08.06,-46.999999999997044,-7.000000000005002,-95.00000000000064,-51.000000000001044,-87.00000000000374,95.00000000000064,-25.000000000005684,-192.99999999999872,,-410.00000000001125
2018.08.06,-37.99999999998249,-3.0000000000001137,-69.9999999999923,-35.00000000000725,-78.00000000000028,104.99999999999955,-9.000000000000341,-168.00000000000148,,-295.9999999999847
2018.08.06,-61.99999999998429,-3.0000000000001137,-57.99999999999139,-36.0000000000027,-80.00000000000229,104.99999999999955,-2.0000000000095497,-130.99999999999224,,-266.99999999998306
2018.08.06,-51.99999999998539,-10.99999999999568,-63.99999999999739,-35.00000000000725,-94.00000000000519,55.99999999998939,-9.000000000000341,-132.99999999999423,,-341.9999999999961
2018.08.06,-17.999999999984695,-4.9999999999954525,-74.99999999999174,-45.000000000006146,-104.99999999999955,43.999999999999595,-22.00000000000557,-135.99999999999167,,-361.9999999999752
2018.08.06,-37.99999999998249,-24.00000000000091,-69.9999999999923,-89.00000000000574,-148.0000000000037,-73.00000000001194,-58.000000000006935,-80.00000000000229,,-580.0000000000063
2018.08.06,-24.999999999986144,-51.00000000000193,-68.99999999999685,-87.00000000000374,-146.00000000000168,-72.0000000000054,-36.000000000001364,-68.00000000000139,,-553.9999999999985
2018.08.06,-49.99999999999449,-27.000000000001023,-125.99999999999278,-107.00000000000153,-153.99999999999858,-62.000000000006494,-91.99999999999875,-86.99999999999264,,-704.9999999999862
2018.08.06,-22.999999999995246,25.99999999999625,-147.99999999999258,-141.99999999999767,-192.99999999999872,-148.00000000001478,-173.00000000000182,-63.00000000000195,,-864.0000000000065
2018.08.06,33.00000000001635,79.9999999999983,-90.99999999999665,-77.00000000000485,-161.00000000000003,-24.000000000001798,-127.00000000000955,-46.999999999997044,,-413.9999999999952
2018.08.06,13.000000000018552,112.99999999999955,-66.99999999999484,-65.00000000000395,-148.0000000000037,-21.00000000000435,-114.00000000000432,-17.999999999995797,,-306.99999999998886
2018.08.06,9.999999999998899,96.00000000000364,-41.9999999999976,-43.00000000000415,-129.9999999999968,65.00000000000395,-81.00000000000307,4.999999999999449,,-119.99999999999568
2018.08.06,14.000000000002899,105.99999999999454,-19.999999999997797,-29.999999999996696,-112.99999999999643,100.99999999999554,-64.00000000000716,14.999999999998348,,8.999999999993246
2018.08.06,48.000000000003595,117.00000000000443,-7.0000000000014495,2.000000000002,-105.99999999999498,99.99999999998899,-43.00000000000637,16.0000000000049,,127.0000000000011
2018.08.06,75.00000000000284,73.0000000000075,6.0000000000060005,26.999999999999247,-92.00000000000318,136.99999999998712,-21.000000000000796,9.999999999998899,,214.9999999999976
2018.08.06,46.0000000000127,87.0000000000033,-10.999999999994348,0.999999999995449,-114.99999999999844,88.99999999998354,-27.000000000001023,-14.999999999998348,,55.00000000000284
2018.08.06,55.000000000005045,31.999999999996476,-17.000000000000348,9.999999999998899,-122.99999999999534,82.99999999998863,-14.000000000010004,-32.999999999994145,,-7.0000000000108
2018.08.06,12.000000000012001,28.999999999996362,-68.99999999999685,-26.000000000003798,-151.9999999999966,51.99999999998539,-63.00000000000239,-73.99999999999629,,-291.00000000000216
2018.08.06,4.000000000004,55.00000000000682,-51.99999999999649,-26.000000000003798,-143.00000000000423,75.99999999998718,-45.000000000001705,-48.99999999999905,,-180.00000000000728
2018.08.06,90.00000000001229,31.999999999996476,-80.99999999999774,-56.0000000000005,-165.9999999999995,69.9999999999923,-55.999999999997385,-87.99999999999919,,-254.99999999999324
2018.08.06,247.00000000001944,13.00000000000523,-66.99999999999484,-29.000000000001247,-153.00000000000313,123.99999999999079,-20.000000000010232,-86.99999999999264,,28.000000000013387
2018.08.06,326.0000000000041,-16.999999999995907,-57.99999999999139,-19.00000000000235,-139.99999999999568,92.99999999998754,-9.000000000000341,-115.99999999999389,,60.00000000001208
2018.08.06,355.0000000000164,1.9999999999953388,-64.99999999999284,21.999999999999797,-102.00000000000209,116.00000000000499,24.00000000000091,-119.99999999999788,,232.0000000000246
2018.08.06,310.0000000000103,49.99999999999716,-71.99999999999429,-19.999999999997797,-116.00000000000499,104.99999999999955,-32.00000000001069,-107.99999999999699,,117.00000000000227
2018.08.06,334.00000000001205,70.00000000000739,-73.00000000000084,-29.999999999996696,-151.9999999999966,63.99999999999739,-46.00000000000648,-78.00000000000028,,89.00000000001592
2018.08.06,548.9999999999995,201.99999999999818,7.0000000000014495,42.999999999993044,-199.00000000000472,-70.99999999999883,-54.000000000002046,-68.99999999999685,,407.99999999998977
2018.08.06,582.0000000000158,219.0000000000083,14.999999999998348,58.000000000002494,-207.99999999999707,-48.000000000003595,-50.00000000001137,-48.99999999999905,,519.0000000000138
2018.08.06,652.0000000000082,253.0000000000001,46.00000000000159,98.99999999999353,-153.00000000000313,72.99999999998974,-21.000000000000796,-49.99999999999449,,898.9999999999947
2018.08.06,630.0000000000194,245.9999999999951,36.999999999998145,104.99999999999955,-146.99999999999713,113.99999999999189,-18.000000000000682,-65.99999999999939,,901.0000000000069
2018.08.06,712.0000000000015,236.0000000000042,58.000000000002494,95.99999999999609,-158.99999999999804,122.99999999998423,-33.00000000000125,-90.99999999999665,,941.9999999999925
2018.08.06,571.0000000000103,203.00000000000296,25.00000000000835,86.99999999999264,-168.00000000000148,157.99999999999147,-14.000000000010004,-87.99999999999919,,773.999999999995
2018.08.06,636.0000000000143,201.99999999999818,62.000000000006494,109.99999999999899,-170.99999999999892,200.99999999998454,18.000000000000682,-92.99999999999864,,965.0000000000057
2018.08.06,492.0000000000035,128.0000000000001,36.999999999998145,64.99999999999284,-165.00000000000404,252.99999999999213,-2.0000000000095497,-2.999999999997449,,804.9999999999758
2018.08.06,503.000000000009,117.999999999995,19.00000000000235,63.99999999999739,-170.99999999999892,269.9999999999925,-37.00000000000614,9.999999999998899,,775.99999999999
