date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2018.11.19,-30.999999999992145,-96.00000000000719,-81.99999999999363,-32.0000000000098,-24.000000000001798,-35.00000000000725,-185.99999999999284,-59.99999999999339,-210.9999999999843,-222.99999999999542,-55.000000000005045,-134.99999999999625,-3.0000000000001137,-8.000000000009777,,-1180.9999999999889
2018.11.19,-13.999999999991797,-87.00000000001484,-76.99999999999818,-1.0000000000065512,-26.000000000003798,-59.000000000009045,-164.00000000000148,-27.999999999994696,-183.9999999999975,-153.00000000000313,-97.00000000001374,-160.99999999998892,12.999999999991019,0.0,,-1038.0000000000327
2018.11.19,-12.999999999996348,-90.99999999999665,-43.00000000000637,-120.00000000000898,-109.00000000000354,-62.000000000006494,-191.99999999999307,0.0,-96.99999999997999,-147.00000000000824,-48.000000000003595,-133.99999999998968,-15.000000000000568,-7.000000000005002,,-1077.9999999999986
2018.11.19,4.999999999999449,-123.00000000000644,28.999999999996362,-114.99999999999844,-104.99999999999955,-22.0000000000109,-131.00000000000023,39.00000000000014,-7.999999999981355,-117.99999999999588,28.000000000005798,-48.99999999998794,-58.9999999999975,-135.00000000000512,,-763.9999999999817
2018.11.19,30.000000000007798,-59.000000000009045,-46.999999999997044,-63.99999999999739,-69.00000000000794,-22.999999999995246,-185.99999999999284,25.00000000000835,-100.99999999999909,-82.00000000000429,14.999999999987246,12.000000000012001,-2.0000000000095497,-84.00000000000318,,-635.0000000000001
2018.11.19,39.00000000000014,-39.00000000001125,-42.00000000000159,-1.0000000000065512,-65.00000000000395,-35.00000000000725,-171.99999999999704,7.0000000000014495,-79.99999999998408,-49.99999999999449,-26.0000000000149,39.00000000001125,-64.00000000000716,-43.00000000000637,,-532.0000000000218
2018.11.19,38.0000000000047,-66.00000000001049,19.99999999999602,32.999999999994145,-89.00000000000574,5.999999999994898,-125.0,-15.999999999993797,-22.999999999996135,-133.00000000000534,-72.0000000000054,-2.999999999997449,-118.00000000000921,-73.0000000000075,,-621.0000000000414
2018.11.19,50.0000000000056,-69.00000000000794,-3.0000000000001137,24.000000000001798,-100.00000000000009,46.999999999997044,-114.99999999999488,28.000000000005798,-34.99999999999659,12.999999999996348,-18.0000000000069,87.99999999999919,-91.99999999999875,-26.00000000001046,,-208.00000000000995
2018.11.19,41.000000000002146,-69.00000000000794,70.00000000000739,-1.0000000000065512,-117.00000000000044,41.99999999998649,-61.99999999999761,12.000000000000899,13.00000000000523,2.999999999997449,-34.000000000000696,93.00000000000975,-112.00000000000898,-48.00000000000182,,-169.00000000001467
2018.11.19,47.00000000000814,-70.0000000000145,81.00000000000307,41.99999999998649,-58.99999999999794,18.999999999991246,-51.00000000000193,-2.999999999997449,39.00000000001569,-69.00000000000794,-46.0000000000127,51.000000000001044,-131.00000000000023,-106.99999999999932,,-257.0000000000263
