date,USDCHF,EURUSD,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2020.02.17,-17.000000000000348,-46.0000000000127,0.0,0.0,-7.9999999999968985,-82.99999999999841,-82.00000000000429,-207.00000000000162,-82.00000000000784,-52.99999999999727,-18.000000000000682,-12.000000000000455,,-608.0000000000205
2020.02.17,-12.000000000000899,-43.00000000001525,36.999999999998145,29.999999999996696,-27.999999999994696,-90.00000000000341,-76.0000000000094,-313.99999999999204,-76.00000000000762,-44.999999999987494,30.000000000001137,54.000000000002046,,-533.0000000000127
2020.02.17,12.000000000000899,-41.000000000002146,69.00000000000794,36.0000000000027,-54.999999999993946,-240.0000000000091,-215.99999999999397,-400.00000000000034,-51.00000000000193,-102.99999999999443,-45.99999999999227,15.000000000000568,,-1019.999999999976
2020.02.17,19.999999999997797,-9.000000000014552,104.99999999999955,82.99999999999974,-44.99999999999504,-265.0000000000148,-191.99999999999218,-322.00000000000006,-6.000000000000227,-114.99999999999488,-103.9999999999992,-22.999999999996135,,-873.00000000001
2020.02.17,17.000000000000348,-46.0000000000127,55.99999999998939,65.99999999999939,-51.99999999999649,-198.0000000000075,-168.0000000000126,-454.9999999999832,-106.00000000000875,-83.99999999998897,-31.999999999996476,19.000000000005457,,-983.000000000012
2020.02.17,43.999999999999595,-46.0000000000127,89.00000000000574,80.99999999999774,-20.999999999993246,-152.00000000001523,-120.99999999999334,-417.99999999998505,-88.99999999999864,-78.99999999999352,16.999999999995907,79.00000000000773,,-615.999999999985
2020.02.17,60.99999999999994,-62.000000000006494,95.00000000000064,95.99999999999609,-34.99999999999615,-133.00000000000978,-130.0000000000079,-434.9999999999854,-82.99999999999841,-91.99999999999875,10.000000000005116,94.99999999999886,,-613.0000000000023
2020.02.17,68.99999999999685,-46.0000000000127,113.99999999999189,117.99999999999588,-32.999999999994145,-199.00000000001228,-85.00000000000173,-333.9999999999899,-51.00000000000193,-135.99999999999568,-75.00000000000284,56.000000000011596,,-602.000000000015
2020.02.17,73.99999999999629,-37.00000000002035,114.99999999999844,134.0000000000008,-36.999999999998145,-215.0000000000034,-86.99999999999264,-244.9999999999841,-5.000000000009663,-145.99999999998658,-102.99999999999443,31.00000000000591,,-520.999999999988
2020.02.17,90.99999999999665,-11.00000000000545,161.99999999999548,163.99999999999747,-21.999999999999797,-231.00000000002296,-56.000000000011596,-219.99999999999798,24.00000000000091,-170.99999999999227,-72.99999999999329,58.000000000006935,,-285.0000000000259
