date,USDCHF,EURUSD,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2020.02.17,36.999999999998145,-26.0000000000149,48.000000000003595,29.000000000001247,14.000000000002899,-24.00000000000091,14.000000000002899,-113.99999999999189,-49.000000000006594,-7.999999999995566,61.00000000000705,94.0000000000083,,76.00000000001428
2020.02.17,17.000000000000348,-20.000000000020002,79.00000000000685,77.00000000000485,-9.999999999998899,-84.00000000000318,-53.999999999998494,-268.9999999999859,-21.000000000000796,-37.9999999999967,57.00000000000216,65.00000000001194,,-200.99999999997783
2020.02.17,61.999999999995396,-8.000000000008,121.99999999999989,129.00000000000134,-41.9999999999976,-205.0000000000125,-147.00000000000824,-266.999999999995,1.9999999999953388,-93.99999999999409,-22.999999999996135,38.000000000010914,,-433.0000000000087
2020.02.17,39.00000000000014,13.999999999980695,123.99999999999079,112.000000000001,-25.999999999992696,-195.0000000000216,-154.99999999999403,-241.99999999998667,19.99999999999602,-83.99999999998897,-30.9999999999917,16.000000000005343,,-408.0000000000017
2020.02.17,68.00000000000139,-25.00000000000835,113.00000000000753,121.00000000000443,-20.999999999993246,-141.00000000001955,-110.00000000001009,-300.99999999999574,-13.00000000000523,-73.99999999999807,19.99999999999602,79.00000000000773,,-284.0000000000132
2020.02.17,63.00000000000195,-39.00000000001125,102.00000000000209,112.000000000001,-5.999999999994898,-58.9999999999975,-76.99999999999375,-376.9999999999829,-62.00000000001182,-42.999999999992156,87.0000000000033,156.0000000000059,,-142.99999999997004
2020.02.17,87.00000000000374,-46.0000000000127,114.99999999999844,146.00000000000168,-9.999999999998899,-82.99999999999841,-29.999999999996696,-281.99999999998226,-45.000000000001705,-77.99999999998875,39.00000000000148,129.0000000000049,,-57.99999999996925
2020.02.17,90.99999999999665,-31.000000000003247,133.00000000000534,168.00000000000148,-17.999999999995797,-177.99999999999727,-31.000000000003247,-147.99999999999258,15.000000000000568,-134.00000000000034,-55.999999999997385,75.00000000000284,,-113.99999999998298
2020.02.17,97.00000000000264,-4.000000000004,167.9999999999904,163.99999999999747,-12.999999999996348,-199.00000000001228,-39.999999999995595,-170.00000000000347,42.00000000000159,-139.99999999998636,-60.99999999999284,58.000000000006935,,-97.9999999999919
2020.02.17,102.00000000000209,-5.000000000010552,175.99999999999838,211.00000000000563,-10.999999999994348,-197.00000000000273,4.999999999988347,-147.99999999999258,42.999999999992156,-163.99999999998727,-67.99999999999784,106.99999999999932,,51.00000000000054
