date,USDCHF,EURUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,empty,sum
2015.01.26,-173.9999999999964,-152.99999999998093,-163.00000000000205,-202.9999999999976,-110.99999999999443,-180.0000000000024,-319.9999999999932,,-1303.999999999967
2015.01.26,-201.99999999999108,-90.99999999999665,-258.0000000000027,-202.9999999999976,-46.999999999997044,-117.99999999999588,-264.00000000001,,-1182.999999999991
2015.01.26,-142.99999999999312,-252.99999999999213,-239.0000000000003,-154.99999999999403,-293.99999999999426,-168.99999999999693,-278.99999999999636,,-1531.9999999999673
2015.01.26,-251.99999999999667,-522.0000000000002,-323.0000000000066,-190.00000000000128,-343.00000000000443,-307.99999999999716,86.99999999998909,,-1851.0000000000177
2015.01.26,-156.00000000000057,-115.99999999998278,-214.99999999999852,-76.0000000000094,-110.99999999999443,-90.99999999999665,-599.9999999999943,,-1364.9999999999766
2015.01.26,103.00000000000864,87.00000000001484,-189.00000000000583,180.0000000000024,-200.00000000000017,14.000000000002899,-466.0000000000082,,-470.99999999998545
2015.01.26,188.00000000001037,150.00000000000568,-173.00000000000094,333.9999999999899,-251.00000000000122,32.999999999994145,-191.0000000000025,,89.99999999999545
2015.01.26,165.00000000000404,131.99999999999878,-80.00000000000229,329.00000000000153,-324.9999999999975,63.99999999999739,-372.0000000000141,,-87.00000000001216
2015.01.26,174.00000000000747,127.00000000001043,-76.0000000000094,368.9999999999971,-309.0000000000037,49.99999999999449,-312.9999999999882,,22.0000000000083
2015.01.26,-166.99999999999494,16.000000000016,-139.00000000000023,-123.99999999999079,-175.99999999999838,2.000000000002,-201.99999999999818,,-789.9999999999645
2015.01.26,-137.9999999999937,43.00000000001525,-102.00000000000209,-52.99999999999194,-90.99999999999665,27.999999999994696,-70.99999999999795,,-383.9999999999724
2015.01.26,-63.99999999999739,191.00000000000784,-89.00000000000574,58.000000000002494,0.0,121.99999999999989,-58.9999999999975,,159.0000000000096
2015.01.26,-32.999999999994145,236.99999999999832,-150.00000000000568,102.00000000000209,-4.999999999999449,153.99999999999858,-18.000000000000682,,286.999999999999
2015.01.26,-19.999999999997797,213.00000000001873,-221.00000000000452,89.00000000000574,-4.000000000004,131.00000000000333,-19.000000000005457,,169.000000000016
2015.01.26,51.000000000001044,226.00000000001506,-148.0000000000037,164.99999999999292,-31.000000000003247,127.99999999999478,-213.99999999999864,,176.99999999999824
2015.01.26,32.0000000000098,267.0000000000172,-192.99999999999872,82.00000000000429,-31.999999999998696,139.99999999999568,-223.0000000000132,,73.00000000001637
2015.01.26,-27.999999999994696,356.00000000000074,-220.00000000000907,-35.999999999991594,177.00000000000495,170.99999999999892,-623.9999999999952,,-203.99999999998602
2015.01.26,-146.99999999999713,421.0000000000047,-146.00000000000168,-236.99999999999832,263.0000000000021,197.99999999999818,-877.0000000000095,,-525.0000000000016
2015.01.26,-105.99999999999498,447.0000000000196,-169.00000000000804,-232.99999999999432,317.0000000000006,183.99999999999528,-1174.0000000000066,,-733.9999999999884
2015.01.26,-49.99999999999449,456.00000000001194,-92.00000000000318,-201.00000000000674,260.00000000000466,151.00000000000114,-1360.99999999999,,-836.9999999999767
2015.01.26,-413.99999999999216,653.999999999999,-45.000000000006146,-723.9999999999914,346.0000000000019,278.9999999999959,-1438.999999999993,,-1342.999999999986
2015.01.26,-767.9999999999909,709.0000000000041,-87.99999999999919,-1146.0000000000025,992.9999999999994,370.00000000000364,-1270.9999999999866,,-1200.9999999999723
2015.01.26,-780.9999999999984,747.0000000000088,-85.00000000000173,-1109.9999999999889,1319.9999999999989,443.99999999999994,-1382.000000000005,,-846.9999999999864
2015.01.26,-763.9999999999981,951.000000000013,40.99999999999105,-1130.9999999999932,1400.0000000000011,570.9999999999993,-1256.0000000000002,,-187.99999999998704
2015.01.26,-885.999999999998,856.0000000000123,156.00000000000057,-1340.000000000008,1375.9999999999995,478.9999999999961,-1282.0000000000107,,-641.0000000000082
2015.01.26,-1014.9999999999992,770.000000000004,101.99999999999099,-1527.9999999999961,1634.9999999999975,441.99999999999795,-1137.0000000000005,,-731.0000000000055
2015.01.26,-1211.999999999991,778.000000000012,107.00000000000153,-1861.0000000000016,1673.9999999999977,417.0000000000007,-1276.9999999999868,,-1373.9999999999675
2015.01.26,-1289.9999999999911,747.0000000000088,42.999999999993044,-1949.0000000000007,1826.0000000000055,402.9999999999978,-1257.000000000005,,-1476.9999999999918
2015.01.26,-1185.9999999999982,716.0000000000056,-26.000000000003798,-1784.999999999992,1661.9999999999968,387.99999999999943,-1225.999999999999,,-1456.9999999999914
2015.01.26,-1264.9999999999939,758.0000000000142,-30.000000000007798,-1866.9999999999964,1636.000000000004,422.9999999999956,-1292.0000000000016,,-1636.9999999999854
2015.01.26,-1324.9999999999984,878.000000000001,-104.99999999999955,-1997.0000000000043,1910.0000000000007,517.9999999999962,-1355.9999999999945,,-1476.999999999999
2015.01.26,-1263.9999999999984,1042.0000000000095,-96.00000000000719,-1940.0000000000084,1992.0000000000048,570.0000000000039,-1633.0000000000098,,-1329.0000000000057
2015.01.26,-1793.0000000000002,1002.000000000014,-159.00000000000912,-2776.000000000001,2237.9999999999955,520.9999999999936,-1531.000000000006,,-2498.000000000013
2015.01.26,-1549.0000000000005,1012.0000000000128,-167.00000000000603,-2641.0000000000045,2339.9999999999977,495.000000000001,-1633.0000000000098,,-2143.000000000009
2015.01.26,-1664.9999999999943,1179.0000000000189,-253.99999999999866,-3005.9999999999977,2501.0000000000086,468.00000000000176,-1913.000000000011,,-2689.9999999999723
2015.01.26,-1822.9999999999968,1013.0000000000194,-298.0000000000094,-3069.0000000000105,2708.9999999999945,424.00000000000216,-1884.999999999991,,-2928.9999999999914
2015.01.26,-1908.999999999994,1060.0000000000164,-220.00000000000907,-3410.000000000002,2864.9999999999955,417.0000000000007,-2128.0000000000146,,-3325.0000000000073
