date,USDCHF,GBPUSD,EURUSD,AUDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.04,112.99999999999643,-72.99999999998974,-12.000000000012001,-9.999999999998899,-146.00000000000168,-17.000000000000348,17.000000000000348,31.999999999998696,-43.00000000000415,82.00000000002206,-119.00000000000244,-29.999999999996696,16.000000000005343,45.99999999999049,-48.000000000003595,-6.000000000000227,-17.000000000010118,27.999999999991587,9.00000000000345,28.000000000005798,4.000000000004,,-146.0000000000017
2019.02.04,121.99999999999989,-107.99999999999699,-46.0000000000127,31.999999999998696,-144.0000000000108,-63.99999999999739,40.00000000000669,46.999999999997044,-53.00000000000304,98.00000000001319,-92.99999999998754,36.999999999998145,7.000000000005002,24.000000000001798,-10.999999999983245,15.999999999991132,6.999999999990791,28.999999999996362,15.999999999993797,26.000000000003798,-35.00000000000725,,-53.000000000002615
2019.02.04,158.99999999999804,-153.9999999999875,-45.000000000006146,-17.999999999995797,-270.99999999999903,-63.99999999999739,46.00000000000159,97.9999999999981,-63.00000000000195,124.00000000002365,-234.00000000000088,-154.99999999999403,-7.999999999995566,112.000000000001,-122.99999999998423,-31.00000000000591,-52.99999999999727,15.999999999991132,7.9999999999968985,65.00000000000395,-22.999999999995246,,-613.9999999999465
2019.02.04,147.99999999999258,-142.99999999998204,-35.00000000000725,16.0000000000049,-245.0000000000063,-42.0000000000087,70.0000000000034,109.99999999999899,-60.00000000000449,88.00000000002228,-261.9999999999845,-59.000000000009045,-48.00000000000182,136.00000000000279,-39.999999999995595,-67.99999999999784,-33.00000000000125,22.999999999996135,73.00000000000084,109.00000000000354,-25.999999999992696,,-287.999999999966
2019.02.04,105.99999999999498,-203.99999999998198,-87.99999999999919,65.00000000000395,-251.00000000000122,-43.999999999999595,90.0000000000012,141.99999999999767,-63.99999999999739,214.00000000002706,-173.00000000000094,2.999999999997449,66.99999999999307,58.99999999998684,9.999999999998899,49.99999999999716,57.00000000000216,121.99999999999989,46.00000000000159,102.99999999999754,-1.0000000000065512,,309.00000000001256
2019.02.04,152.99999999999204,-181.9999999999933,-46.0000000000127,-131.99999999999878,-287.9999999999994,-58.000000000002494,-73.00000000000084,83.9999999999952,-46.00000000000159,271.000000000015,-234.99999999998522,-479.99999999999153,90.99999999999397,78.00000000000028,-376.9999999999829,54.000000000002046,-114.00000000000432,66.0000000000025,-161.99999999999548,28.000000000005798,140.99999999999113,,-1226.9999999999702
2019.02.04,157.99999999999147,-184.99999999999073,-42.999999999993044,-112.99999999999643,-300.00000000001137,-60.99999999999994,-51.99999999999649,141.00000000000225,-45.000000000006146,281.0000000000059,-258.99999999998704,-449.0000000000105,91.99999999999875,95.00000000000064,-339.99999999998477,45.99999999999227,-93.00000000000352,125.0,-128.00000000000588,107.00000000000153,195.00000000001182,,-827.9999999999811
2019.02.04,162.99999999999093,-183.99999999998417,-73.00000000001194,-73.99999999999629,-304.9999999999997,-96.00000000000719,-7.9999999999968985,149.99999999999457,-65.00000000000395,260.0000000000193,-270.99999999999903,-343.00000000000443,108.99999999999466,146.99999999998602,-292.9999999999877,30.000000000001137,-58.9999999999975,120.99999999999511,-65.99999999999939,124.00000000000189,144.99999999999514,,-588.0000000000095
2019.02.04,176.99999999999383,-210.99999999998343,-69.9999999999923,-46.00000000000159,-350.00000000000585,-109.00000000000354,31.000000000003247,175.99999999999838,-45.000000000006146,308.00000000002115,-256.99999999999613,-307.99999999999716,120.00000000000455,99.00000000000463,-224.000000000002,63.00000000000239,-19.000000000005457,149.0000000000009,-56.99999999999594,116.00000000000499,124.99999999999733,,-331.999999999958
2019.02.04,208.99999999999253,-160.99999999998892,-25.00000000000835,-56.99999999999594,-343.00000000000443,-99.00000000000463,41.9999999999976,192.99999999999872,-45.000000000006146,262.00000000000045,-144.99999999999514,-273.9999999999965,78.99999999999352,0.9999999999843467,-190.00000000000128,91.99999999999875,-28.000000000005798,146.99999999999136,-100.00000000000009,84.0000000000063,131.99999999999878,,-226.00000000004493
