names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['USDCHF'],100.0,-0.5843174603174606,B
GBPUSD,15,"['AUDNZD', 'NZDJPY']",100.0,0.7297366522366522,S
EURUSD,10,['USDCHF'],80.0,0.9840000000000001,S
AUDUSD,10,['GBPAUD'],100.0,-0.932,B
GBPCHF,10,['AUDNZD'],100.0,0.6695714285714287,S
EURCHF,10,['CADCHF'],80.0,1.0,S
AUDCHF,20,"['USDCHF', 'EURGBP', 'GBPUSD']",100.0,-0.3696190476190477,B
NZDCHF,10,['GBPAUD'],80.0,-0.9520000000000001,B
EURGBP,10,"['AUDNZD', 'GBPUSD']",80.0,0.82,S
GBPJPY,15,"['EURGBP', 'CADCHF', 'EURAUD', 'EURCAD', 'GBPCHF']",100.0,-0.02466666666666666,B
GBPCAD,10,"['USDCHF', 'EURAUD']",100.0,1.0,S
GBPAUD,10,['AUDCAD'],80.0,1.0,S
EURJPY,10,"['EURGBP', 'USDCAD', 'GBPJPY']",80.0,-0.88,B
EURCAD,10,['USDCAD'],80.0,-0.9520000000000001,B
EURAUD,10,['USDCHF'],80.0,0.6162142857142859,S
CADJPY,10,"['USDCHF', 'EURGBP']",80.0,-0.94,B
AUDJPY,10,['EURGBP'],100.0,-0.6556031746031747,B
NZDJPY,10,"['EURGBP', 'AUDCAD']",80.0,-1.0,B
AUDCAD,15,"['AUDCAD', 'GBPAUD']",80.0,-0.41063924963924975,B
NZDCAD,10,['NZDJPY'],80.0,-1.0,B
AUDNZD,15,"['EURUSD', 'USDJPY', 'USDCAD']",100.0,1.0,S
