date,EURUSD,EURCHF,NZDCAD,empty,sum
2017.11.06,-25.999999999992696,-18.999999999991246,122.99999999999534,,78.0000000000114
2017.11.06,-48.99999999998794,-21.999999999988695,139.00000000000023,,68.00000000002359
2017.11.06,-75.00000000000284,-124.99999999999733,97.9999999999981,,-102.00000000000207
2017.11.06,-48.99999999998794,-86.99999999999264,82.99999999999974,,-52.999999999980844
2017.11.06,-21.00000000000435,-89.99999999999008,97.9999999999981,,-12.999999999996334
2017.11.06,49.00000000001015,-116.99999999998934,68.00000000000139,,2.219735506514553e-11
2017.11.06,12.000000000012001,-130.99999999999224,76.99999999999375,,-41.9999999999865
2017.11.06,-7.0000000000014495,-123.99999999999079,71.99999999999429,,-58.999999999997954
2017.11.06,-68.99999999998573,-116.00000000000499,-90.0000000000012,,-274.9999999999919
2017.11.06,-75.99999999998718,-103.99999999999298,-87.00000000000374,,-266.9999999999839
2017.11.06,-56.99999999999594,-112.000000000001,-95.99999999999609,,-264.999999999993
2017.11.06,-44.99999999998394,-110.99999999999443,-80.00000000000229,,-235.99999999998067
2017.11.06,-9.999999999998899,-102.99999999998644,-40.00000000000669,,-152.99999999999204
2017.11.06,2.0000000000131024,-156.99999999998494,-41.000000000002146,,-195.99999999997397
2017.11.06,-17.000000000000348,-202.9999999999976,-21.999999999999797,,-241.99999999999775
2017.11.06,-24.000000000001798,-180.99999999998673,-112.000000000001,,-316.99999999998954
2017.11.06,-36.999999999998145,-227.99999999998377,-221.99999999999997,,-486.9999999999819
2017.11.06,11.00000000000545,-248.00000000000378,-209.9999999999991,,-446.9999999999974
2017.11.06,80.99999999999774,-185.99999999999727,-214.99999999999852,,-319.99999999999807
2017.11.06,-7.999999999985796,-226.99999999999943,-229.99999999999687,,-464.9999999999821
2017.11.06,29.999999999996696,-268.9999999999859,-178.00000000000037,,-416.99999999998954
2017.11.06,-7.0000000000014495,-221.00000000000452,-106.00000000000608,,-334.00000000001205
2017.11.06,161.00000000001114,-85.00000000000173,-151.00000000000114,,-74.99999999999173
2017.11.06,72.0000000000054,-129.99999999998568,-189.00000000000583,,-246.9999999999861
2017.11.06,34.000000000000696,-88.99999999998354,-131.99999999999878,,-186.99999999998164
2017.11.06,-0.9999999999843467,-90.99999999999665,-167.00000000000603,,-258.99999999998704
2017.11.06,131.99999999999878,-24.000000000001798,-187.9999999999993,,-80.0000000000023
2017.11.06,172.0000000000166,50.0000000000167,-138.00000000000477,,84.00000000002854
2017.11.06,229.99999999999687,92.00000000000318,-72.0000000000054,,249.99999999999466
2017.11.06,192.99999999999872,97.00000000001374,-58.000000000002494,,232.00000000000995
2017.11.06,146.00000000000168,70.99999999999883,34.99999999999615,,251.99999999999665
2017.11.06,243.99999999999977,148.99999999999915,36.0000000000027,,429.0000000000016
2017.11.06,236.00000000001398,197.00000000000273,102.99999999999754,,536.0000000000142
2017.11.06,243.99999999999977,200.00000000000017,78.99999999999574,,522.9999999999957
2017.11.06,259.0000000000092,212.99999999999653,36.999999999998145,,509.00000000000387
2017.11.06,248.00000000000378,172.0000000000166,-31.000000000003247,,389.0000000000171
2017.11.06,211.00000000000563,192.00000000001438,-70.99999999999883,,332.00000000002115
2017.11.06,110.00000000001009,218.00000000000708,2.999999999997449,,331.0000000000146
2017.11.06,43.00000000001525,198.00000000000927,63.99999999999739,,305.0000000000219
2017.11.06,-18.999999999991246,161.00000000001114,29.000000000001247,,171.00000000002115
2017.11.06,-4.999999999988347,234.00000000000088,44.99999999999504,,274.00000000000756
2017.11.06,-2.999999999997449,232.00000000000998,53.999999999998494,,283.000000000011
2017.11.06,-8.999999999992347,246.00000000001288,65.00000000000395,,302.00000000002444
2017.11.06,41.000000000002146,282.0000000000045,124.00000000000189,,447.0000000000085
2017.11.06,24.000000000001798,286.00000000000847,48.99999999999905,,359.0000000000093
2017.11.06,4.000000000004,275.000000000003,17.000000000000348,,296.00000000000733
2017.11.06,-24.999999999986144,287.000000000015,146.99999999999713,,409.00000000002603
2017.11.06,8.000000000008,296.0000000000074,97.9999999999981,,402.00000000001353
2017.11.07,-15.999999999993797,312.00000000000114,185.00000000000182,,481.00000000000915
2017.11.07,2.999999999997449,266.0000000000107,154.99999999999403,,424.00000000000216
2017.11.07,1.0000000000065512,270.99999999999903,163.99999999999747,,436.00000000000307
2017.11.07,-17.000000000000348,241.00000000000233,163.99999999999747,,387.99999999999943
2017.11.07,-21.00000000000435,259.0000000000092,197.00000000000273,,435.0000000000076
2017.11.07,-36.999999999998145,241.00000000000233,317.0000000000006,,521.0000000000048
2017.11.07,18.0000000000069,231.0000000000034,248.00000000000378,,497.0000000000141
2017.11.07,51.000000000001044,234.00000000000088,200.00000000000017,,485.0000000000021
2017.11.07,58.000000000002494,231.0000000000034,195.9999999999962,,485.0000000000021
2017.11.07,-36.999999999998145,197.00000000000273,156.99999999999602,,317.00000000000057
2017.11.07,-25.999999999992696,177.00000000000495,76.99999999999375,,228.000000000006
2017.11.07,-17.999999999984695,202.9999999999976,71.99999999999429,,257.00000000000716
2017.11.07,22.999999999995246,208.00000000000819,158.99999999999804,,390.0000000000015
2017.11.07,21.00000000000435,191.00000000000784,60.99999999999994,,273.00000000001216
2017.11.07,22.999999999995246,215.00000000000963,102.00000000000209,,340.000000000007
2017.11.07,43.00000000001525,226.00000000001506,43.00000000000415,,312.00000000003445
2017.11.07,22.0000000000109,205.00000000001074,31.999999999998696,,259.00000000002035
2017.11.07,75.00000000000284,199.00000000001583,-2.000000000002,,272.00000000001666
2017.11.07,172.0000000000166,191.00000000000784,48.99999999999905,,412.0000000000235
2017.11.07,214.00000000000307,165.00000000001512,92.00000000000318,,471.0000000000214
2017.11.07,260.0000000000158,148.00000000001478,85.00000000000173,,493.0000000000323
2017.11.07,438.00000000000506,317.0000000000117,104.00000000000409,,859.0000000000209
2017.11.07,377.0000000000051,303.0000000000088,192.99999999999872,,873.0000000000126
2017.11.07,426.00000000001523,314.99999999999864,226.99999999999943,,968.0000000000133
2017.11.07,412.00000000001234,358.9999999999982,190.00000000000128,,961.0000000000117
2017.11.07,432.0000000000102,451.0000000000014,205.99999999999508,,1089.0000000000066
2017.11.07,480.99999999999807,482.00000000000466,251.99999999999667,,1214.9999999999993
2017.11.07,401.00000000000693,568.9999999999973,215.99999999999397,,1185.9999999999982
2017.11.07,466.00000000001086,602.0000000000136,202.9999999999976,,1271.0000000000223
2017.11.07,446.0000000000131,499.000000000005,173.9999999999964,,1119.0000000000146
2017.11.07,482.00000000000466,539.0000000000006,261.0000000000001,,1282.0000000000055
2017.11.07,473.0000000000123,587.0000000000042,193.99999999999417,,1254.0000000000105
2017.11.07,326.0000000000041,493.0000000000101,207.99999999999707,,1027.0000000000114
2017.11.07,322.00000000000006,434.000000000001,176.99999999999383,,932.999999999995
2017.11.07,321.0000000000157,374.0000000000077,183.99999999999528,,879.0000000000186
2017.11.07,347.0000000000084,455.0000000000054,180.0000000000024,,982.0000000000163
2017.11.07,446.0000000000131,449.0000000000105,131.00000000000333,,1026.000000000027
2017.11.07,331.0000000000146,364.00000000000875,170.99999999999892,,866.0000000000223
2017.11.07,263.99999999999756,374.0000000000077,197.00000000000273,,835.000000000008
2017.11.07,270.99999999999903,343.00000000000443,92.99999999999864,,707.000000000002
2017.11.07,330.0000000000081,341.00000000001353,102.00000000000209,,773.0000000000236
2017.11.07,336.00000000000296,306.00000000000625,124.99999999999733,,767.0000000000066
2017.11.07,246.99999999999721,234.00000000000088,187.00000000000384,,668.0000000000019
2017.11.07,226.00000000001506,249.00000000001032,188.9999999999947,,664.00000000002
