date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CHFJPY,NZDCHF,EURGBP,EURCAD,AUDNZD,empty,sum
2018.12.17,-14.999999999998348,-16.000000000016,-82.00000000000429,0.0,-142.99999999998204,-69.99999999999318,0.0,0.0,-28.000000000005798,-72.0000000000054,,-426.00000000000506
2018.12.17,61.999999999995396,121.99999999999989,-73.99999999999629,21.00000000000435,-211.99999999998997,-115.99999999999966,121.00000000000443,108.99999999999244,72.0000000000054,-113.00000000000753,,-7.99999999999153
2018.12.17,209.9999999999991,130.99999999999224,-79.99999999999119,-3.999999999981796,-148.99999999999915,-90.00000000000341,218.00000000000708,137.9999999999937,38.99999999998904,-158.99999999999804,,254.0000000000076
2018.12.17,224.9999999999974,146.99999999998602,-86.99999999999264,36.0000000000138,-97.9999999999981,34.000000000006025,170.99999999999892,161.00000000000003,85.00000000000173,-242.00000000000887,,432.0000000000043
2018.12.17,263.99999999999756,148.99999999999915,-97.9999999999981,-58.000000000002494,-88.99999999998354,45.000000000001705,219.99999999999798,158.99999999999804,2.999999999997449,-184.00000000000637,,411.0000000000015
2018.12.17,295.99999999999625,183.99999999998417,-82.99999999998863,-53.999999999998494,-93.99999999999409,82.99999999999841,200.00000000000017,197.99999999999818,-19.00000000001345,-178.00000000001148,,532.999999999971
2018.12.17,273.9999999999965,157.99999999999147,-82.99999999998863,-18.999999999991246,-102.99999999998644,90.00000000000341,180.0000000000024,191.99999999999218,21.00000000000435,-207.00000000000162,,503.0000000000223
2018.12.17,273.000000000001,197.99999999998707,-106.00000000000608,-20.999999999982144,-41.99999999998649,147.00000000000557,173.00000000000094,227.99999999999488,41.000000000002146,-258.0000000000027,,633.0000000000143
2018.12.17,273.9999999999965,174.99999999999181,-102.00000000000209,2.999999999997449,-87.99999999999919,156.99999999999648,190.00000000000128,220.99999999999343,65.99999999998829,-215.00000000000963,,680.9999999999542
2018.12.17,265.99999999999955,156.99999999998494,-112.000000000001,-37.99999999998249,-90.99999999999665,165.99999999999682,182.00000000000438,217.0000000000005,51.99999999998539,-266.0000000000107,,532.9999999999809
2018.12.17,243.00000000000432,148.99999999999915,-133.99999999998968,-44.99999999998394,-68.99999999998573,200.00000000000284,208.00000000000819,224.9999999999974,59.99999999999339,-232.00000000000998,,605.0000000000359
2018.12.17,248.99999999999923,149.9999999999835,-131.99999999999878,-28.999999999990145,-51.000000000001044,192.00000000000728,233.00000000000543,224.9999999999974,85.99999999998609,-188.00000000001037,,734.9999999999786
2018.12.17,270.99999999999903,159.99999999998238,-130.99999999999224,-7.999999999985796,-79.99999999999119,143.00000000000068,187.9999999999993,225.99999999999287,89.99999999999008,-239.00000000001143,,619.9999999999836
2018.12.17,285.9999999999974,158.99999999999804,-123.00000000000644,-0.9999999999843467,-103.99999999999298,144.00000000000546,219.00000000000253,212.00000000000108,89.99999999999008,-173.00000000000094,,709.0000000000099
2018.12.17,302.9999999999977,166.99999999998383,-121.99999999999989,-4.999999999988347,-97.9999999999981,156.99999999999648,239.0000000000003,217.99999999999596,93.99999999999409,-134.00000000001188,,818.9999999999702
2018.12.17,295.0000000000008,156.00000000000057,-96.00000000000719,30.0000000000189,-113.99999999999189,162.9999999999967,253.99999999999866,192.99999999999872,95.00000000000064,-133.00000000000534,,843.0000000000107
2018.12.17,270.0000000000036,136.00000000000279,-130.0000000000079,26.0000000000149,-99.99999999998899,158.00000000000125,258.0000000000027,195.00000000000074,85.00000000000173,-78.00000000000028,,820.0000000000305
2018.12.17,248.00000000000378,129.99999999998568,-127.99999999999478,30.0000000000189,-82.99999999998863,183.9999999999975,260.00000000000466,212.00000000000108,141.99999999999767,-76.0000000000094,,919.0000000000165
2018.12.17,233.00000000000543,70.99999999999883,-187.99999999998818,7.0000000000014495,-125.99999999998168,159.9999999999966,264.0000000000087,195.00000000000074,136.00000000000279,-87.00000000001484,,665.0000000000298
2018.12.17,227.99999999999488,43.999999999999595,-198.99999999999363,-14.999999999987246,-161.99999999999548,117.00000000000443,308.00000000000824,181.9999999999933,156.00000000000057,-40.0000000000178,,619.0000000000068
2018.12.17,211.00000000000563,18.999999999991246,-229.99999999999687,-17.000000000000348,-164.99999999999292,117.00000000000443,311.00000000000574,151.9999999999966,156.00000000000057,14.999999999987246,,569.0000000000014
2018.12.17,182.99999999999983,-50.0000000000167,-272.99999999998994,-46.999999999997044,-174.99999999999181,136.0000000000099,317.0000000000006,132.99999999999423,146.00000000000168,48.99999999998794,,418.9999999999987
2018.12.17,148.0000000000037,-45.000000000006146,-310.9999999999946,-68.99999999998573,-161.99999999999548,200.00000000000284,336.00000000000296,185.00000000000182,211.99999999998997,75.99999999998718,,570.0000000000065
2018.12.17,102.00000000000209,-99.00000000000463,-313.99999999999204,-37.99999999998249,-119.99999999998678,221.00000000000364,319.0000000000026,197.00000000000273,279.99999999999136,92.00000000000318,,640.0000000000397
2018.12.17,17.000000000000348,-208.00000000000819,-445.0000000000065,-45.99999999999049,-141.99999999999767,228.00000000000864,287.9999999999994,181.9999999999933,309.99999999998806,75.00000000000284,,258.9999999999897
2018.12.17,27.999999999994696,-127.00000000001043,-398.9999999999938,-39.999999999995595,-119.99999999998678,256.0000000000002,212.00000000000108,214.00000000000307,392.9999999999989,56.99999999999594,,474.00000000000733
2018.12.17,-9.999999999998899,-314.99999999999864,-401.99999999999125,24.000000000001798,-217.99999999998488,286.00000000000136,209.9999999999991,104.99999999999955,490.999999999997,68.99999999998573,,240.0000000000108
2018.12.17,-117.99999999999588,-473.99999999999665,-516.0000000000053,23.00000000001745,-203.99999999998198,281.9999999999965,136.00000000000279,73.00000000000084,502.9999999999868,69.9999999999923,,-224.99999999998303
2018.12.17,-139.00000000000023,-451.0000000000014,-536.0000000000032,4.000000000004,-186.99999999998164,359.99999999999943,78.00000000000028,112.000000000001,492.0000000000035,-4.000000000004,,-270.9999999999819
2018.12.17,-202.0000000000022,-261.0000000000001,-453.99999999999886,31.000000000003247,31.000000000003247,448.0000000000075,19.00000000000235,168.99999999999693,516.0000000000053,-29.999999999996696,,267.00000000002086
2018.12.17,-288.9999999999948,-263.00000000001324,-451.0000000000014,87.00000000001484,136.00000000000279,513.0000000000052,-29.999999999996696,164.99999999999292,595.9999999999966,-26.999999999999247,,437.00000000000676
2018.12.17,-312.00000000000114,-309.0000000000037,-523.0000000000068,110.00000000001009,135.00000000001845,466.99999999999875,-19.999999999997797,165.9999999999995,687.9999999999998,-12.000000000012001,,390.00000000000506
2018.12.17,-295.99999999999625,-202.00000000001327,-506.9999999999908,137.00000000000932,260.0000000000158,370.00000000000455,-14.999999999998348,248.99999999999923,629.9999999999973,-19.00000000001345,,607.0000000000141
2018.12.17,-287.0000000000039,-266.0000000000107,-499.000000000005,109.00000000000354,175.99999999999838,204.9999999999983,30.000000000007798,209.9999999999991,687.9999999999998,-9.000000000014552,,356.99999999997283
2018.12.17,-248.00000000000378,-148.00000000001478,-438.00000000000506,161.00000000001114,243.00000000001543,198.0000000000075,-2.000000000002,220.99999999999343,648.9999999999885,-49.00000000001015,,586.9999999999803
2018.12.17,-209.00000000000364,-148.99999999999915,-418.0000000000073,-41.000000000002146,42.0000000000087,79.00000000000773,2.000000000002,210.99999999999451,404.9999999999887,-78.00000000000028,,-156.0000000000107
2018.12.17,-165.00000000000404,-138.0000000000159,-459.0000000000094,-36.999999999998145,80.00000000001339,72.00000000000273,91.00000000000774,214.99999999999852,375.9999999999986,-113.00000000000753,,-78.00000000001407
2018.12.17,-173.00000000000094,-57.00000000001815,-445.99999999999085,28.000000000005798,238.0000000000049,123.00000000000466,36.0000000000027,295.0000000000008,567.9999999999907,-87.99999999999919,,524.0000000000003
2018.12.17,-241.99999999999778,-124.00000000001299,-489.99999999999045,108.00000000001918,246.00000000001288,130.00000000000966,-39.00000000000014,282.99999999999994,595.9999999999966,-97.00000000001374,,371.00000000002314
2018.12.17,-263.99999999999756,-256.00000000001177,-547.999999999993,185.00000000001293,168.99999999999693,85.00000000000796,-54.999999999993946,263.99999999999756,763.9999999999869,-110.00000000001009,,233.999999999996
2018.12.17,-265.0000000000041,-236.00000000001398,-577.0000000000052,175.99999999999838,180.0000000000024,49.000000000006594,-43.999999999999595,292.9999999999988,879.9999999999919,-92.00000000000318,,363.9999999999722
2018.12.17,-265.0000000000041,-316.0000000000052,-577.9999999999897,185.99999999999727,131.00000000001444,30.000000000001137,-37.99999999999359,243.99999999999977,926.999999999989,-72.0000000000054,,249.00000000000347
2018.12.17,-263.99999999999756,-301.0000000000179,-578.9999999999961,213.00000000001873,130.0000000000079,19.000000000005457,-17.000000000000348,248.99999999999923,931.9999999999995,-19.00000000001345,,363.0000000000054
2018.12.17,-251.00000000000122,-341.00000000001353,-557.0000000000075,245.0000000000063,76.0000000000094,15.000000000000568,13.00000000000745,197.00000000000273,922.999999999985,27.999999999983594,,347.9999999999729
2018.12.17,-232.99999999999432,-300.00000000001137,-503.000000000009,284.00000000001756,100.0000000000112,21.000000000000796,11.00000000000545,198.99999999999363,906.9999999999911,14.999999999987246,,500.9999999999924
2018.12.17,-253.0000000000032,-233.00000000001654,-485.0000000000021,256.00000000001177,196.0000000000184,-1.9999999999953388,-4.999999999999449,236.99999999999832,853.9999999999992,48.000000000003595,,613.0000000000148
2018.12.17,-209.00000000000364,-161.00000000001114,-473.99999999999665,255.00000000000523,192.00000000001438,6.000000000000227,24.000000000001798,261.99999999999557,848.9999999999886,26.999999999999247,,770.9999999999937
2018.12.17,-202.9999999999976,-209.9999999999991,-485.0000000000021,272.00000000000557,148.00000000001478,30.000000000001137,56.0000000000005,220.99999999999343,895.9999999999857,18.999999999991246,,743.9999999999935
2018.12.18,-214.99999999999852,-212.99999999999653,-496.99999999999187,269.00000000000813,156.00000000000057,-24.00000000000091,-24.999999999997247,178.00000000000037,883.9999999999959,-31.000000000003247,,482.00000000001654
