date,AUDUSD,GBPCHF,AUDCHF,GBPCAD,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.01,33.9999999999896,371.99999999999454,100.00000000000009,-215.99999999999397,-159.99999999998238,87.00000000001484,-76.00000000000762,9.999999999998899,-56.99999999999594,5.000000000010552,,99.00000000002856
2020.06.01,47.9999999999925,297.9999999999983,96.99999999999153,-103.99999999999298,-159.99999999998238,148.00000000001478,-81.00000000000307,13.00000000000745,-17.999999999995797,34.000000000000696,,275.000000000031
2020.06.01,3.999999999992898,340.9999999999913,46.00000000000159,-513.0000000000078,17.000000000000348,57.00000000001815,-40.00000000000625,90.0000000000012,112.99999999999643,-14.999999999987246,,100.00000000000057
2020.06.01,8.999999999992347,263.99999999999756,32.999999999994145,-360.0000000000048,-9.999999999998899,22.0000000000109,-23.000000000010346,58.000000000002494,56.99999999999594,31.000000000003247,,80.9999999999826
2020.06.01,-4.000000000004,262.999999999991,27.999999999994696,-388.0000000000106,94.00000000001629,-100.99999999999554,18.000000000000682,65.99999999999939,95.99999999999609,-7.0000000000014495,,64.99999999998664
2020.06.01,-5.000000000010552,256.99999999999613,27.999999999994696,-341.99999999999784,32.0000000000098,-68.00000000000139,-21.000000000000796,43.999999999999595,70.0000000000034,8.999999999992347,,3.9999999999853983
2020.06.01,341.99999999999784,609.9999999999994,363.99999999999767,-282.0000000000045,-410.99999999998363,713.0000000000081,-371.9999999999999,213.00000000000762,185.99999999999727,60.99999999999994,,1424.00000000002
2020.06.01,309.99999999999915,520.9999999999936,320.9999999999935,-222.99999999999542,-374.999999999992,632.0000000000103,-305.0000000000068,185.00000000000182,153.00000000000313,52.000000000007596,,1271.0000000000148
2020.06.01,590.999999999997,729.9999999999862,561.9999999999958,-387.000000000004,-349.99999999998363,1114.9999999999993,-352.00000000000387,461.0000000000003,256.0000000000007,265.0000000000041,,2890.9999999999923
2020.06.01,661.9999999999959,854.9999999999835,651.999999999997,-476.9999999999941,-409.99999999999926,1314.0000000000152,-350.9999999999991,546.000000000002,299.00000000000483,302.0000000000023,,3392.000000000008
2020.06.01,664.9999999999934,798.9999999999942,639.9999999999961,-391.9999999999924,-450.9999999999792,1310.0000000000111,-368.9999999999998,523.0000000000068,239.99999999999577,347.0000000000084,,3312.0000000000346
2020.06.01,766.0,787.9999999999887,748.9999999999997,-217.0000000000005,-513.9999999999923,1524.9999999999986,-427.99999999999727,595.0000000000011,270.0000000000036,394.00000000000546,,3928.0000000000073
2020.06.01,664.9999999999934,672.9999999999902,675.9999999999989,-211.99999999998997,-350.9999999999902,1310.0000000000111,-311.9999999999976,574.0000000000078,258.9999999999981,388.0000000000106,,3670.0000000000323
2020.06.01,602.999999999998,651.9999999999859,615.9999999999943,-353.0000000000033,-238.99999999998923,1184.0000000000073,-221.00000000000364,573.0000000000013,302.0000000000023,330.9999999999924,,3447.999999999985
2020.06.01,711.9999999999905,756.9999999999854,735.9999999999923,-363.0000000000022,-264.9999999999819,1388.0000000000114,-273.00000000001035,672.0000000000059,351.0000000000013,385.99999999999744,,4100.99999999999
2020.06.01,652.9999999999925,615.9999999999943,658.9999999999985,-243.99999999999977,-292.9999999999877,1304.0000000000164,-179.00000000000205,608.0000000000085,307.99999999999716,364.00000000000875,,3796.0000000000273
2020.06.01,745.9999999999911,594.99999999999,712.0000000000015,-241.00000000000233,-261.0000000000001,1465.0000000000052,-213.99999999999864,714.999999999999,334.9999999999964,452.00000000000796,,4303.99999999999
2020.06.01,819.9999999999985,624.0000000000023,790.0000000000018,-214.00000000000307,-304.9999999999997,1614.0000000000043,-240.0000000000091,775.9999999999989,361.0000000000002,495.000000000001,,4720.9999999999945
2020.06.01,943.9999999999893,716.9999999999899,879.9999999999919,-295.0000000000008,-351.99999999999676,1858.000000000004,-262.00000000000045,884.000000000007,373.99999999999653,604.0000000000045,,5351.9999999999845
2020.06.01,903.9999999999937,611.9999999999903,888.9999999999953,-25.999999999992696,-468.9999999999861,1861.0000000000016,-364.0000000000043,818.0000000000076,300.99999999999574,618.0000000000074,,5144.000000000008
2020.06.01,873.999999999997,787.9999999999887,858.9999999999986,-187.00000000000384,-603.9999999999824,1836.9999999999998,-370.00000000000455,722.0000000000005,209.00000000000364,629.0000000000128,,4757.000000000011
2020.06.01,1113.9999999999927,846.9999999999977,1027.0000000000002,-157.00000000000713,-640.9999999999804,2191.0000000000095,-465.0000000000034,902.9999999999983,309.99999999999915,703.9999999999935,,5833.0
2020.06.01,745.9999999999911,598.999999999994,653.999999999999,-272.00000000000557,-475.99999999998755,1522.0000000000011,-209.00000000000318,624.0000000000023,178.99999999999582,546.000000000002,,3912.999999999989
2020.06.01,776.9999999999943,546.000000000002,627.9999999999952,-350.00000000000585,-372.9999999999789,1506.0000000000073,-174.0000000000066,677.0000000000053,209.00000000000364,560.0000000000049,,4006.0000000000214
2020.06.01,761.999999999996,685.9999999999866,688.9999999999952,-344.00000000001097,-585.9999999999976,1683.0000000000123,-243.0000000000092,642.0000000000092,133.00000000000534,625.9999999999932,,4047.9999999999804
2020.06.01,701.9999999999915,706.999999999991,724.9999999999978,-306.00000000000625,-583.0000000000002,1704.0000000000166,-240.0000000000091,661.0000000000005,202.9999999999976,561.0000000000115,,4133.999999999991
2020.06.01,702.9999999999981,675.0000000000034,725.9999999999933,-140.99999999999113,-719.9999999999873,1733.0000000000068,-352.00000000000387,594.0000000000057,100.00000000000009,611.000000000006,,3929.0000000000305
2020.06.01,666.9999999999953,744.9999999999957,739.0000000000008,-181.9999999999933,-738.9999999999785,1734.0000000000134,-356.9999999999993,585.0000000000022,97.9999999999981,604.0000000000045,,3894.0000000000396
2020.06.01,730.9999999999927,627.9999999999841,771.9999999999949,15.00000000000945,-738.9999999999785,1793.0000000000002,-429.00000000000205,616.0000000000055,124.00000000000189,608.0000000000085,,4119.000000000016
2020.06.01,783.9999999999958,760.0000000000051,837.9999999999943,-153.00000000000313,-738.9999999999785,1939.0000000000018,-401.00000000001046,695.0000000000011,182.00000000000438,624.0000000000023,,4529.000000000013
2020.06.01,780.9999999999984,821.9999999999894,836.9999999999989,-212.99999999999653,-733.9999999999902,1902.0000000000036,-368.9999999999998,684.0000000000068,202.0000000000022,585.9999999999976,,4498.00000000001
2020.06.01,672.9999999999902,922.0000000000006,774.9999999999924,-367.99999999999056,-670.9999999999993,1690.999999999998,-340.0000000000034,599.0000000000051,199.00000000000472,490.999999999997,,3970.9999999999945
2020.06.01,720.9999999999939,1065.999999999989,812.999999999997,-537.0000000000097,-591.9999999999925,1677.0000000000173,-368.0000000000092,634.0000000000013,243.99999999999977,479.99999999999153,,4137.999999999979
2020.06.01,791.9999999999927,1068.0000000000023,785.9999999999978,-276.00000000000955,-755.9999999999789,1760.000000000006,-444.0000000000026,579.0000000000073,170.99999999999892,425.99999999999307,,4106.000000000006
