date,EURUSD,USDCAD,EURCHF,empty,sum
2019.09.16,-18.0000000000069,453.99999999999886,-257.99999999998045,,178.00000000001154
2019.09.16,0.0,493.0000000000101,-244.9999999999841,,248.000000000026
2019.09.16,59.99999999999339,651.0000000000016,-168.99999999999693,,541.9999999999981
2019.09.16,68.00000000000139,729.0000000000018,-185.99999999999727,,611.0000000000059
2019.09.16,131.99999999999878,685.0000000000023,-196.99999999998053,,620.0000000000205
2019.09.16,110.00000000001009,696.0000000000077,-211.99999999998997,,594.0000000000279
2019.09.16,48.000000000003595,558.9999999999984,-313.99999999999204,,293.00000000001
2019.09.16,35.00000000000725,601.9999999999915,-252.99999999999213,,384.0000000000066
2019.09.16,56.99999999999594,614.0000000000034,-249.99999999999466,,421.00000000000466
2019.09.16,68.00000000000139,584.9999999999911,-197.99999999998707,,455.00000000000546
2019.09.16,41.000000000002146,557.9999999999918,-208.99999999999253,,390.0000000000015
2019.09.16,28.000000000005798,509.00000000000387,-161.99999999999548,,375.0000000000142
2019.09.16,5.000000000010552,531.9999999999991,-158.99999999999804,,378.0000000000116
2019.09.16,-14.000000000002899,547.0000000000086,-128.99999999997914,,404.00000000002655
2019.09.16,11.00000000000545,506.9999999999908,-139.00000000000023,,378.999999999996
2019.09.16,12.000000000012001,539.0000000000006,-148.99999999999915,,402.0000000000135
2019.09.16,-18.0000000000069,503.000000000009,-134.99999999999625,,350.00000000000585
2019.09.16,-32.999999999994145,510.00000000001046,-159.99999999998238,,317.00000000003394
2019.09.16,11.00000000000545,462.9999999999912,-156.99999999998494,,317.0000000000117
2019.09.16,-7.999999999985796,388.9999999999949,-181.9999999999933,,199.0000000000158
2019.09.16,28.000000000005798,261.0000000000001,-48.99999999998794,,240.00000000001796
2019.09.16,0.0,262.00000000000665,-19.999999999997797,,242.00000000000887
2019.09.16,-109.99999999998789,304.9999999999997,-42.999999999993044,,152.0000000000188
2019.09.16,-126.0000000000039,252.99999999999213,-71.99999999998319,,55.000000000005045
2019.09.16,-48.000000000003595,327.99999999999494,-63.99999999999739,,215.99999999999397
2019.09.16,-113.99999999999189,255.00000000000523,-95.999999999985,,45.000000000028365
2019.09.16,-228.99999999999034,217.0000000000005,-123.99999999999079,,-135.99999999998062
2019.09.16,-333.9999999999899,205.00000000001074,-165.9999999999995,,-294.9999999999786
2019.09.16,-336.9999999999873,324.9999999999975,-282.9999999999888,,-294.9999999999786
2019.09.16,-421.99999999998903,261.0000000000001,-246.99999999999721,,-407.99999999998613
2019.09.16,-415.99999999999415,327.00000000001063,-258.99999999998704,,-347.99999999997056
2019.09.16,-455.99999999998977,425.0000000000087,-242.99999999999324,,-273.9999999999743
2019.09.16,-512.9999999999857,289.9999999999903,-221.99999999998886,,-444.99999999998425
2019.09.16,-601.9999999999915,242.00000000000887,-136.99999999998712,,-496.99999999996976
2019.09.16,-560.9999999999893,276.00000000000955,-293.99999999999426,,-578.9999999999741
2019.09.16,-747.9999999999931,310.0000000000103,-394.9999999999898,,-832.9999999999726
2019.09.16,-746.0000000000023,343.00000000000443,-357.99999999999164,,-760.9999999999895
2019.09.16,-658.9999999999874,428.00000000000614,-412.9999999999967,,-643.999999999978
2019.09.16,-733.0000000000059,384.9999999999909,-417.99999999998505,,-766.0
2019.09.16,-695.9999999999856,392.9999999999989,-420.9999999999825,,-723.9999999999691
2019.09.16,-713.9999999999924,466.00000000001086,-447.99999999998175,,-695.9999999999633
2019.09.16,-763.0000000000026,347.9999999999928,-392.9999999999989,,-808.0000000000088
2019.09.16,-712.9999999999859,387.000000000004,-345.99999999997965,,-671.9999999999616
2019.09.16,-658.9999999999874,441.0000000000025,-375.9999999999986,,-593.9999999999834
2019.09.16,-614.9999999999877,452.99999999999227,-379.99999999998033,,-541.9999999999758
2019.09.16,-648.9999999999885,383.0,-268.9999999999859,,-534.9999999999744
2019.09.16,-700.999999999996,364.9999999999931,-323.99999999999096,,-659.9999999999939
2019.09.16,-716.9999999999899,452.00000000000796,-376.9999999999829,,-641.9999999999648
2019.09.17,-731.9999999999993,455.99999999998977,-384.9999999999909,,-661.0000000000005
2019.09.17,-726.0000000000044,459.99999999999375,-354.9999999999942,,-621.0000000000049
2019.09.17,-685.9999999999866,476.0000000000098,-329.99999999998585,,-539.9999999999627
2019.09.17,-670.9999999999993,462.9999999999912,-332.9999999999833,,-540.9999999999914
2019.09.17,-683.9999999999957,435.0000000000076,-328.9999999999793,,-577.9999999999674
2019.09.17,-689.9999999999907,425.99999999999307,-332.9999999999833,,-596.9999999999809
2019.09.17,-658.0000000000031,417.0000000000007,-376.9999999999829,,-617.9999999999852
2019.09.17,-631.9999999999882,425.99999999999307,-385.99999999999744,,-591.9999999999925
2019.09.17,-655.9999999999899,330.0000000000081,-379.99999999998033,,-705.9999999999621
2019.09.17,-649.999999999995,347.9999999999928,-403.99999999998215,,-705.9999999999843
2019.09.17,-604.9999999999889,333.9999999999899,-390.9999999999858,,-661.9999999999848
2019.09.17,-600.0000000000006,358.9999999999982,-384.9999999999909,,-625.9999999999933
2019.09.17,-611.9999999999903,319.0000000000026,-417.99999999998505,,-710.9999999999727
2019.09.17,-618.9999999999918,323.99999999999096,-402.9999999999978,,-697.9999999999986
2019.09.17,-592.9999999999991,371.99999999999454,-363.9999999999866,,-584.9999999999911
2019.09.17,-591.9999999999925,343.00000000000443,-353.99999999998766,,-602.9999999999757
2019.09.17,-594.0000000000057,327.99999999999494,-372.9999999999789,,-638.9999999999897
2019.09.17,-601.000000000007,347.0000000000084,-380.9999999999869,,-634.9999999999856
2019.09.17,-687.9999999999998,283.99999999999534,-428.9999999999905,,-832.999999999995
2019.09.17,-761.999999999996,299.99999999998914,-340.9999999999913,,-802.9999999999982
2019.09.17,-617.0000000000009,385.99999999999744,-156.99999999998494,,-387.9999999999884
