date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,NZDJPY,AUDNZD,empty,sum
2017.05.22,-61.999999999995396,0.0,-1.999999999990898,-76.99999999999375,-9.00000000000345,-46.999999999997044,-68.99999999999685,-19.999999999997797,-70.99999999999883,-70.99999999999883,-120.99999999999334,0.0,-93.99999999999409,-52.000000000007596,-63.00000000000239,-184.99999999999073,,-942.9999999999609
2017.05.22,-34.000000000000696,212.99999999999653,-2.999999999997449,-59.000000000009045,5.999999999994898,-8.999999999992347,-56.99999999999594,33.000000000005244,24.000000000001798,170.99999999998784,310.0000000000103,102.99999999998644,-7.0000000000014495,153.00000000000313,-70.00000000000739,86.0000000000083,,859.9999999999902
2017.05.22,-70.99999999999883,123.99999999999079,14.000000000002899,-60.99999999999994,-24.000000000001798,-52.000000000007596,-99.00000000000463,-24.999999999997247,-56.0000000000005,116.99999999998934,280.0000000000136,31.999999999987594,-41.000000000002146,86.99999999999264,-187.00000000001182,86.99999999999264,,124.99999999994498
2017.05.22,-63.99999999999739,177.99999999998929,19.999999999997797,-48.000000000003595,-76.0000000000094,-45.000000000006146,-95.00000000000064,-58.99999999999794,-129.9999999999968,175.99999999999838,202.9999999999976,75.99999999998718,-96.00000000000719,-92.00000000000318,-297.00000000001125,1.0000000000065512,,-348.0000000000567
2017.05.22,-14.999999999998348,204.00000000000418,39.00000000001125,-55.000000000005045,-60.00000000000449,-21.00000000000435,-70.99999999999883,-36.999999999998145,-114.00000000000298,200.99999999998454,223.00000000001762,182.99999999999983,-45.000000000006146,-76.99999999999375,-294.00000000001114,-9.999999999998899,,50.9999999999953
2017.05.22,-36.999999999998145,150.00000000000568,21.00000000000435,-18.999999999991246,-19.00000000000235,-17.000000000000348,-75.9999999999983,-12.000000000000899,-115.99999999999389,134.99999999999625,218.00000000000708,165.9999999999995,-14.000000000002899,-100.0000000000112,-318.00000000001205,-25.999999999992696,,-63.99999999999116
2017.05.22,-124.99999999999733,-45.000000000006146,-87.99999999999919,9.999999999998899,-9.00000000000345,-24.000000000001798,-92.99999999999864,-32.999999999994145,-115.99999999999389,-18.0000000000069,68.00000000000139,113.99999999999189,-69.00000000000794,-97.9999999999981,-350.0000000000085,7.0000000000014495,,-869.0000000000225
2017.05.22,-157.99999999999147,-201.00000000000674,-124.99999999999733,52.99999999999194,7.9999999999968985,-14.999999999987246,-78.99999999999574,-36.0000000000027,-107.00000000000153,-60.000000000015596,-32.999999999994145,150.00000000000568,-65.00000000000395,-72.0000000000054,-344.99999999999886,1.999999999990898,,-1083.0000000000155
2017.05.22,-188.9999999999947,-136.00000000000279,-160.99999999998892,200.00000000000017,74.99999999999174,-15.999999999993797,-67.00000000000594,-31.000000000003247,-115.99999999999389,43.999999999999595,59.000000000009045,190.00000000000128,-52.000000000007596,-102.00000000000209,-390.00000000000057,-12.999999999996348,,-704.9999999999881
2017.05.22,-173.9999999999964,-75.00000000000284,-126.0000000000039,129.00000000000134,71.99999999999429,-31.000000000003247,-83.9999999999952,-12.999999999996348,-148.0000000000037,88.99999999998354,153.00000000000313,184.99999999999073,-5.999999999994898,-137.9999999999937,-400.0000000000057,-95.00000000000064,,-662.0000000000234
2017.05.22,-184.99999999999073,-29.999999999996696,-153.9999999999875,93.00000000000975,68.99999999999685,-24.999999999986144,-121.00000000000443,-39.00000000000014,-195.9999999999962,42.999999999993044,170.00000000000347,69.9999999999923,-80.00000000001339,-279.00000000000705,-448.0000000000075,-126.99999999998823,,-1238.9999999999825
2017.05.22,-181.9999999999933,-22.0000000000109,-148.99999999999915,99.00000000000463,17.000000000000348,-7.0000000000014495,-112.000000000001,-75.9999999999983,-200.99999999999562,68.00000000000139,82.00000000000429,92.00000000000318,-150.00000000000568,-295.0000000000008,-472.0000000000084,-82.00000000000429,,-1390.0000000000052
2017.05.22,-136.99999999999824,21.00000000000435,-82.99999999998863,110.00000000001009,60.99999999999994,-11.999999999989797,-82.99999999999974,-4.999999999999449,-188.9999999999947,143.99999999998857,228.00000000000597,171.99999999999437,1.999999999990898,-253.00000000001432,-436.00000000000705,-139.00000000000023,,-598.999999999998
2017.05.22,-149.99999999999457,58.000000000002494,-75.00000000000284,83.00000000001084,29.999999999996696,-35.00000000000725,-99.00000000000463,-29.999999999996696,-226.99999999999943,166.99999999998383,236.99999999999832,170.00000000000347,-21.00000000000435,-323.0000000000066,-505.00000000000966,-177.00000000000495,,-897.0000000000355
