date,USDCAD,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.30,-25.00000000000835,-4.0000000000048885,-15.999999999991132,-34.000000000006025,-34.000000000006025,,-113.00000000001643
2016.05.30,-22.999999999995246,15.000000000000568,18.000000000000682,-16.000000000005343,1.9999999999953388,,-4.000000000004
2016.05.30,-4.000000000004,-94.99999999999886,-205.99999999998886,-168.00000000000637,-42.00000000000159,,-514.9999999999997
2016.05.30,198.99999999999363,-332.00000000000784,-620.9999999999809,-416.000000000011,-141.00000000000534,,-1311.0000000000114
2016.05.30,174.99999999999181,-376.0000000000048,-730.9999999999945,-410.0000000000108,-165.00000000000625,,-1507.0000000000246
2016.05.30,187.00000000000384,-398.00000000001035,-818.9999999999884,-450.00000000000284,-190.00000000001194,,-1670.0000000000095
2016.05.30,228.00000000000597,-365.0000000000091,-701.9999999999982,-371.0000000000093,-159.00000000000603,,-1369.0000000000168
2016.05.30,371.99999999999454,-398.00000000001035,-692.9999999999836,-383.0000000000098,-91.99999999999875,,-1194.0000000000077
2016.05.30,479.99999999999153,-395.00000000001023,-590.9999999999798,-387.00000000000045,27.000000000001023,,-865.9999999999978
2016.05.30,529.0000000000017,-442.0000000000073,-638.9999999999816,-408.00000000000125,0.0,,-959.9999999999884
2016.05.30,530.9999999999926,-551.0000000000019,-907.999999999987,-532.0000000000107,-125.0,,-1585.000000000007
2016.05.30,466.9999999999952,-549.9999999999972,-949.9999999999886,-547.0000000000113,-146.0000000000008,,-1726.0000000000027
2016.05.30,469.0000000000083,-579.9999999999983,-976.9999999999754,-579.0000000000077,-168.00000000000637,,-1834.9999999999795
2016.05.30,446.9999999999974,-543.9999999999969,-1054.9999999999784,-563.0000000000024,-145.00000000001023,,-1859.9999999999907
2016.05.30,503.000000000009,-688.0000000000024,-1325.9999999999934,-768.0000000000007,-207.00000000000784,,-2485.999999999995
2016.05.30,560.0000000000049,-695.0000000000074,-1290.9999999999968,-759.0000000000003,-207.00000000000784,,-2392.0000000000073
2016.05.30,621.0000000000049,-697.0000000000027,-1185.0000000000023,-764.00000000001,-183.00000000000693,,-2208.000000000017
2016.05.30,645.0000000000067,-804.000000000002,-1420.9999999999923,-913.0000000000109,-286.00000000000136,,-2779.0
2016.05.30,446.9999999999974,-935.0000000000023,-1578.9999999999793,-1055.0000000000068,-457.00000000000784,,-3578.9999999999986
2016.05.30,411.0000000000058,-862.000000000009,-1593.999999999994,-1076.0000000000077,-460.00000000000796,,-3581.0000000000127
2016.05.30,357.00000000000733,-856.9999999999993,-1375.9999999999764,-1089.0000000000127,-450.00000000000284,,-3414.9999999999836
2016.05.30,412.9999999999967,-969.9999999999989,-1555.9999999999832,-1204.0000000000077,-472.0000000000084,,-3789.000000000002
2016.05.30,391.9999999999924,-1029.0000000000105,-1387.9999999999768,-1195.0000000000073,-457.00000000000784,,-3677.00000000001
2016.05.30,361.0000000000113,-1099.0000000000036,-1263.9999999999816,-1195.0000000000073,-388.00000000000523,,-3584.9999999999864
2016.05.30,313.99999999999204,-987.9999999999995,-988.9999999999759,-1115.000000000009,-392.0000000000101,,-3170.0000000000027
2016.05.30,329.00000000000153,-921.0000000000065,-925.9999999999877,-1057.0000000000023,-323.0000000000075,,-2898.0000000000027
2016.05.30,296.0000000000074,-911.0000000000014,-1079.999999999984,-1122.0,-367.00000000000443,,-3183.9999999999827
2016.05.30,239.00000000001143,-904.0000000000106,-1024.9999999999773,-1117.0000000000045,-404.0000000000106,,-3210.9999999999914
2016.05.30,92.00000000000318,-900.0000000000057,-1007.9999999999814,-1095.0000000000132,-486.0000000000042,,-3397.0000000000014
2016.05.30,100.99999999999554,-923.0000000000018,-1179.000000000002,-1129.000000000005,-522.0000000000056,,-3652.0000000000186
2016.05.30,78.00000000000028,-1006.0000000000002,-1448.9999999999839,-1193.000000000012,-565.0000000000119,,-4135.000000000007
2016.05.30,119.00000000000244,-1003.0000000000001,-1365.9999999999854,-1166.000000000011,-501.0000000000048,,-3916.999999999999
2016.05.30,198.00000000000927,-1004.0000000000049,-1295.9999999999923,-1185.0000000000023,-483.0000000000041,,-3769.9999999999945
2016.05.30,348.9999999999993,-1010.0000000000051,-1271.9999999999914,-1188.0000000000023,-368.0000000000092,,-3489.0000000000086
2016.05.30,417.0000000000007,-1016.0000000000053,-1257.9999999999814,-1185.0000000000023,-331.00000000000307,,-3372.9999999999914
2016.05.30,409.99999999999926,-1004.0000000000049,-1256.9999999999766,-1179.000000000002,-323.0000000000075,,-3352.999999999992
2016.05.30,309.0000000000037,-917.0000000000016,-1185.0000000000023,-1045.0000000000018,-332.9999999999984,,-3171.0
2016.05.30,309.0000000000037,-855.000000000004,-1250.0,-1037.0000000000061,-343.0000000000035,,-3176.00000000001
