date,USDCHF,EURUSD,USDJPY,AUDUSD,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2018.06.04,-29.999999999996696,-130.99999999999224,-10.000000000005116,-78.00000000000028,-53.00000000000304,0.0,0.0,-177.99999999998929,-70.99999999999883,-270.00000000001467,-113.00000000000753,-269.9999999999925,-28.999999999996362,-19.000000000005457,-68.99999999999685,-187.9999999999993,,-1508.9999999999982
2018.06.04,-38.0000000000047,-120.00000000000898,30.000000000001137,-97.00000000000264,-43.00000000000415,9.00000000000345,40.99999999999682,-181.00000000000892,-28.999999999990145,-257.0000000000183,-106.00000000000608,-257.99999999998045,21.000000000000796,29.999999999986926,-80.99999999999774,-189.00000000000583,,-1268.000000000039
2018.06.04,-2.999999999997449,-85.00000000000173,51.00000000000193,-109.00000000000354,2.000000000002,56.0000000000005,155.00000000000114,-343.99999999998875,-197.00000000000273,-239.00000000001143,-109.00000000000354,-267.99999999997937,76.99999999999818,67.99999999999784,-91.99999999999208,-198.00000000000927,,-1234.9999999999884
2018.06.04,29.999999999996696,-76.99999999999375,88.99999999999864,-46.999999999997044,7.0000000000014495,43.00000000000415,247.99999999999045,-424.00000000000216,-310.9999999999946,-292.00000000000335,-195.00000000001182,-308.9999999999815,52.00000000000671,21.99999999999136,-48.99999999999905,-191.00000000000784,,-1404.0000000000018
2018.06.04,37.99999999999359,-103.00000000000864,57.999999999992724,-73.00000000000084,11.00000000000545,48.000000000003595,280.00000000000114,-472.00000000000574,-323.0000000000066,-299.00000000000483,-185.99999999999727,-387.99999999998835,34.000000000006025,26.999999999986812,-78.00000000000028,-186.00000000000838,,-1612.0000000000314
2018.06.04,51.000000000001044,-129.00000000000134,60.000000000002274,-80.00000000000229,14.999999999998348,67.00000000000594,252.9999999999859,-459.0000000000094,-296.0000000000074,-296.0000000000074,-156.00000000000057,-418.9999999999916,34.000000000006025,31.999999999996476,-84.99999999999064,-156.00000000000057,,-1564.0000000000155
2018.06.04,31.999999999998696,-242.00000000000887,144.99999999999602,-226.99999999999943,45.000000000006146,123.00000000000644,412.00000000000614,-472.9999999999901,-231.0000000000034,-318.00000000001825,-126.0000000000039,-428.9999999999905,127.00000000000955,137.99999999999102,-197.99999999999818,-195.00000000000074,,-1416.9999999999993
2018.06.04,53.999999999998494,-231.99999999998778,141.9999999999959,-212.99999999999653,102.99999999999754,243.00000000000432,555.0000000000068,-503.000000000009,-198.99999999999363,-314.99999999999864,-25.00000000000835,-341.99999999999784,182.00000000000216,265.00000000000057,-183.99999999999528,-218.00000000000708,,-686.9999999999883
2018.06.04,97.9999999999981,-217.0000000000005,186.9999999999976,-239.99999999999577,126.0000000000039,284.0000000000065,573.0000000000075,-479.0000000000072,-114.99999999999844,-319.0000000000026,19.999999999997797,-317.9999999999961,206.00000000000307,308.9999999999975,-230.99999999999233,-218.00000000000708,,-333.99999999998806
2018.06.04,9.00000000000345,-356.00000000000074,134.00000000000034,-417.0000000000007,124.00000000000189,206.00000000000617,600.9999999999991,-478.0000000000006,-1.999999999990898,-347.0000000000084,95.00000000000064,-265.99999999998846,233.0000000000041,343.9999999999941,-347.9999999999928,-317.0000000000006,,-784.9999999999735
2018.06.04,34.000000000000696,-353.0000000000033,170.99999999999227,-412.00000000000125,138.00000000000477,380.00000000000256,668.0000000000064,-436.9999999999985,154.0000000000097,-345.0000000000175,177.99999999998929,-156.99999999998494,283.00000000000125,473.99999999998954,-345.99999999999073,-329.00000000000153,,100.99999999999852
2018.06.04,34.000000000000696,-329.00000000000153,170.99999999999227,-425.99999999999307,121.00000000000443,382.00000000000455,621.9999999999857,-434.000000000001,234.00000000000088,-358.00000000001387,215.99999999999397,-95.999999999985,255.00000000000966,477.99999999999443,-395.0000000000009,-353.0000000000033,,121.99999999998795
2018.06.04,-9.999999999998899,-411.99999999999017,182.00000000000216,-534.9999999999966,134.0000000000008,425.0000000000087,640.9999999999911,-428.00000000000614,313.00000000000773,-381.0000000000091,289.0000000000059,-239.99999999999577,275.99999999999625,534.9999999999966,-493.99999999999443,-328.0000000000061,,-32.99999999998789
2018.06.04,-60.00000000000449,-408.00000000000836,182.00000000000216,-534.0000000000011,102.99999999999754,463.0000000000023,670.9999999999923,-418.0000000000073,466.00000000001086,-370.00000000000364,404.0000000000044,-225.99999999999287,301.00000000000193,631.9999999999908,-488.999999999995,-304.9999999999997,,411.9999999999898
2018.06.04,-72.0000000000054,-404.0000000000044,168.99999999999693,-531.0000000000036,87.99999999999919,446.00000000000193,632.000000000005,-375.9999999999986,502.00000000000244,-374.0000000000077,394.9999999999898,-218.99999999999142,290.9999999999968,619.9999999999903,-485.99999999999756,-313.00000000000773,,367.9999999999661
