date,USDCAD,AUDNZD,empty,sum
2019.07.29,-81.9999999999821,-0.9999999999843467,,-82.99999999996643
2019.07.29,-87.99999999999919,24.000000000001798,,-63.99999999999739
2019.07.29,-112.000000000001,26.999999999999247,,-85.00000000000175
2019.07.29,-82.99999999998863,48.000000000003595,,-34.999999999985036
2019.07.29,-85.99999999998609,34.000000000000696,,-51.99999999998539
2019.07.29,-99.99999999998899,-22.999999999995246,,-122.99999999998423
2019.07.29,-112.000000000001,-31.999999999987594,,-143.99999999998857
2019.07.29,-64.99999999998174,1.0000000000065512,,-63.99999999997519
2019.07.29,-48.99999999998794,25.00000000000835,,-23.999999999979593
2019.07.29,-17.000000000000348,51.000000000001044,,34.000000000000696
2019.07.29,-54.99999999998284,124.99999999999733,,70.0000000000145
2019.07.29,-76.99999999999375,121.99999999999989,,45.00000000000614
2019.07.29,-99.99999999998899,70.0000000000145,,-29.99999999997449
2019.07.29,-86.99999999999264,90.00000000001229,,3.0000000000196536
2019.07.29,-85.00000000000173,94.00000000001629,,9.000000000014552
2019.07.29,-136.99999999998712,91.00000000001884,,-45.99999999996828
2019.07.29,-156.99999999998494,84.0000000000174,,-72.99999999996754
2019.07.29,-164.99999999999292,97.00000000001374,,-67.99999999997918
2019.07.29,-190.99999999998562,96.00000000000719,,-94.99999999997843
2019.07.29,-180.0000000000024,77.00000000001594,,-102.99999999998644
2019.07.29,-225.99999999999287,72.0000000000054,,-153.99999999998747
2019.07.29,-207.00000000000162,138.0000000000159,,-68.99999999998573
2019.07.29,-222.99999999999542,143.00000000000423,,-79.99999999999119
2019.07.29,-217.99999999998488,121.99999999999989,,-95.999999999985
2019.07.29,-175.99999999999838,114.99999999999844,,-60.99999999999994
2019.07.29,-173.99999999998528,120.00000000000898,,-53.999999999976296
2019.07.29,-148.99999999999915,136.00000000000279,,-12.999999999996362
2019.07.29,-135.9999999999806,126.0000000000039,,-9.999999999976694
2019.07.29,-121.99999999999989,123.00000000000644,,1.0000000000065512
2019.07.29,-108.99999999998133,130.0000000000079,,21.000000000026574
2019.07.29,-124.99999999999733,139.00000000000023,,14.000000000002899
2019.07.29,-71.99999999998319,191.00000000000784,,119.00000000002466
2019.07.29,-20.999999999982144,167.00000000000603,,146.00000000002387
2019.07.29,-41.000000000002146,199.00000000001583,,158.0000000000137
2019.07.29,-75.99999999998718,215.00000000000963,,139.00000000002245
2019.07.29,-120.99999999999334,95.00000000000064,,-25.999999999992696
2019.07.29,-115.99999999998278,101.00000000001774,,-14.999999999965041
2019.07.29,-65.99999999998829,76.0000000000094,,10.000000000021103
2019.07.29,42.0000000000087,82.00000000000429,,124.00000000001299
2019.07.29,-17.000000000000348,96.00000000000719,,79.00000000000685
2019.07.29,43.00000000001525,74.0000000000185,,117.00000000003375
2019.07.29,40.0000000000178,48.000000000003595,,88.0000000000214
2019.07.29,32.0000000000098,47.00000000001925,,79.00000000002905
2019.07.29,-54.99999999998284,30.0000000000189,,-24.99999999996394
2019.07.29,-68.99999999998573,0.0,,-68.99999999998573
2019.07.29,-3.999999999981796,-3.999999999981796,,-7.999999999963592
2019.07.29,18.0000000000069,-10.999999999983245,,7.000000000023654
2019.07.29,-24.000000000001798,-39.999999999995595,,-63.99999999999739
2019.07.30,-34.99999999998504,-51.99999999998539,,-86.99999999997044
2019.07.30,-34.99999999998504,-34.000000000000696,,-68.99999999998573
2019.07.30,-20.999999999982144,-30.999999999981043,,-51.99999999996319
2019.07.30,-24.000000000001798,-24.999999999986144,,-48.99999999998794
2019.07.30,-60.99999999999994,-26.999999999999247,,-87.99999999999919
2019.07.30,-72.99999999998974,-22.999999999995246,,-95.999999999985
2019.07.30,-81.9999999999821,-36.999999999998145,,-118.99999999998025
2019.07.30,-47.99999999998139,15.00000000000945,,-32.99999999997194
2019.07.30,-98.99999999998244,-14.000000000002899,,-112.99999999998533
2019.07.30,-134.99999999999625,-19.999999999997797,,-154.99999999999403
2019.07.30,-119.99999999998678,24.000000000001798,,-95.999999999985
2019.07.30,-102.99999999998644,53.999999999998494,,-48.99999999998795
2019.07.30,-109.99999999998789,18.0000000000069,,-91.99999999998099
2019.07.30,-117.99999999999588,-9.999999999998899,,-127.99999999999477
2019.07.30,-130.99999999999224,-17.999999999984695,,-148.99999999997692
2019.07.30,-140.99999999999113,-34.99999999998504,,-175.99999999997618
2019.07.30,-148.99999999999915,-19.999999999997797,,-168.99999999999693
2019.07.30,-157.99999999999147,0.0,,-157.99999999999147
2019.07.30,-171.99999999999437,-19.999999999997797,,-191.99999999999216
2019.07.30,-117.99999999999588,7.0000000000014495,,-110.99999999999443
2019.07.30,-129.99999999998568,11.00000000000545,,-118.99999999998022
2019.07.30,-109.99999999998789,39.00000000001125,,-70.99999999997664
2019.07.30,-139.00000000000023,36.0000000000138,,-102.99999999998643
2019.07.30,-193.99999999998306,-8.999999999992347,,-202.99999999997542
2019.07.30,-171.99999999999437,-29.999999999996696,,-201.99999999999108
2019.07.30,-218.99999999999142,-31.999999999987594,,-250.99999999997902
