date,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.09.18,-114.0000000000141,-18.0000000000069,-6.0000000000060005,-85.99999999998609,-72.00000000000273,-42.999999999993044,-116.00000000000499,-49.99999999999449,-256.99999999999613,-135.99999999999568,-8.999999999992347,-103.00000000000864,-7.999999999995566,-19.99999999999602,-34.99999999999659,-50.0000000000056,0.0,,-1122.999999999995
2017.09.18,-120.00000000000898,-5.000000000010552,-24.000000000001798,-102.00000000000209,-36.000000000001364,-86.99999999999264,89.99999999999008,70.99999999999883,-448.9999999999883,-259.9999999999909,49.99999999999449,-82.99999999998863,-76.99999999999818,-84.00000000000318,33.00000000000125,15.999999999993797,63.99999999999739,,-1003.0000000000106
2017.09.18,-271.0000000000212,-21.00000000000435,-95.00000000000064,-153.9999999999875,17.000000000010118,-88.99999999999464,114.99999999999844,233.00000000001654,-455.0000000000054,-330.0000000000125,160.99999999998892,-51.000000000001044,-88.99999999999864,-97.99999999999898,106.99999999999932,121.99999999999989,92.00000000000318,,-806.0000000000085
2017.09.18,-266.0000000000107,-22.999999999995246,-90.99999999999665,-116.99999999998934,103.9999999999992,-60.99999999999994,118.99999999999133,187.00000000000384,-431.99999999998795,-301.9999999999925,180.0000000000024,-59.99999999999339,-83.99999999998897,-87.0000000000033,132.99999999999557,158.0000000000026,118.00000000001809,,-523.999999999945
2017.09.18,-231.0000000000034,-28.000000000005798,-92.00000000000318,-110.99999999999443,112.00000000000898,-62.99999999999084,144.99999999999514,198.00000000000927,-401.99999999999125,-299.0000000000066,194.99999999998963,-1.999999999990898,-110.99999999999,-97.99999999999898,174.99999999999716,176.99999999999383,135.00000000001845,,-299.9999999999628
2017.09.18,-206.00000000001728,15.999999999993797,-77.00000000000485,-134.99999999999625,161.00000000000136,-60.99999999999994,156.99999999999602,192.99999999999872,-404.0000000000044,-343.9999999999941,209.9999999999991,-26.999999999999247,-125.99999999999056,-143.00000000000068,203.99999999999352,200.00000000000017,124.99999999999733,,-257.00000000002717
2017.09.18,-210.0000000000213,75.00000000000284,-70.0000000000034,-144.99999999999514,159.00000000000603,-54.999999999993946,141.99999999999767,294.0000000000165,-390.0000000000015,-338.99999999999864,256.99999999999613,-25.999999999992696,-100.99999999999909,-147.99999999999613,207.9999999999984,209.9999999999991,120.00000000000898,,-18.999999999976126
2017.09.18,-220.00000000002018,52.99999999999194,-77.00000000000485,-190.99999999998562,185.00000000000227,-78.00000000000028,129.9999999999968,294.0000000000165,-414.00000000000324,-432.00000000001637,285.00000000000193,-35.999999999991594,-145.99999999998658,-210.00000000000796,221.9999999999942,214.99999999999852,104.99999999999955,,-315.000000000015
2017.09.18,-251.00000000000122,-36.999999999998145,-180.0000000000024,-213.99999999998087,200.00000000000284,-120.99999999999334,188.9999999999947,188.00000000001037,-322.00000000000006,-475.9999999999991,209.9999999999991,-4.999999999988347,-240.99999999999966,-331.00000000000307,281.9999999999965,225.99999999999287,43.00000000001525,,-839.9999999999546
2017.09.18,-263.00000000001324,-96.00000000000719,-250.00000000000577,-243.99999999999977,186.9999999999976,-173.9999999999964,227.99999999999488,156.00000000000057,-113.99999999999189,-473.0000000000132,168.99999999999693,59.000000000009045,-250.99999999999056,-374.00000000000944,331.00000000000307,221.99999999999997,19.00000000001345,,-868.000000000012
