date,GBPUSD,NZDUSD,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,NZDJPY,empty,sum
2019.05.27,0.0,-26.000000000003798,0.0,-27.999999999994696,-40.99999999999682,-24.000000000001798,-11.00000000000545,-2.999999999997449,-146.00000000000168,-37.00000000000614,-40.00000000000625,,-356.0000000000141
2019.05.27,42.0000000000087,-29.000000000001247,8.000000000008,21.999999999999797,25.999999999982037,7.0000000000014495,-73.00000000001194,7.0000000000014495,-75.00000000000284,-37.00000000000614,-40.00000000000625,,-142.000000000027
2019.05.27,46.999999999997044,-48.99999999999905,-34.99999999999615,36.0000000000027,7.000000000005002,10.999999999983245,-56.99999999999594,-14.000000000002899,-112.000000000001,-48.00000000000182,-65.00000000001194,,-279.0000000000208
2019.05.27,-12.999999999996348,-69.00000000000794,-65.99999999999939,4.000000000004,-144.00000000000546,-43.999999999999595,-117.00000000001154,-2.999999999997449,-154.99999999999403,-109.99999999999943,-111.0000000000042,,-828.0000000000114
2019.05.27,-5.000000000010552,-72.0000000000054,-62.99999999999084,12.000000000000899,-144.00000000000546,-26.999999999999247,-83.00000000001084,-35.00000000000725,-156.99999999998494,-131.00000000000023,-135.00000000000512,,-840.000000000019
2019.05.27,-4.000000000004,-67.00000000000594,-58.99999999999794,16.0000000000049,-123.00000000001887,-6.000000000017103,-53.999999999998494,-42.0000000000087,-146.99999999998602,-124.00000000000944,-126.00000000000477,,-736.0000000000464
2019.05.27,42.999999999993044,-28.000000000005798,-34.000000000000696,2.000000000002,-123.00000000001887,3.999999999981796,-168.0000000000126,-68.00000000000139,-106.99999999999044,-138.9999999999958,-90.00000000000341,,-708.0000000000522
2019.05.27,-18.999999999991246,-45.000000000006146,-64.99999999999284,-17.999999999995797,-254.0000000000191,-46.0000000000127,-73.99999999999629,-90.00000000001229,-156.99999999998494,-192.00000000000728,-154.00000000001057,,-1114.000000000029
2019.05.27,-62.000000000006494,-26.999999999999247,-39.999999999995595,-22.999999999995246,-237.99999999999955,-104.99999999999955,-146.00000000000168,-36.0000000000138,-58.99999999998684,-162.00000000000614,-118.99999999999977,,-1017.0000000000039
2019.05.27,-52.99999999999194,-30.000000000007798,-22.999999999995246,-17.999999999995797,-225.9999999999991,-113.00000000000753,-202.9999999999976,-14.000000000002899,-24.000000000001798,-144.00000000000546,-105.00000000000398,,-953.0000000000092
2019.05.27,-85.00000000000173,-40.00000000000669,-57.99999999999139,-15.999999999993797,-283.00000000001546,-146.00000000000168,-97.9999999999981,5.999999999994898,-35.999999999991594,-155.00000000000114,-131.00000000000023,,-1042.0000000000068
2019.05.27,-63.99999999999739,-19.00000000000235,-54.999999999993946,-9.999999999998899,-274.0000000000009,-158.0000000000137,-144.99999999999514,54.99999999998284,5.999999999994898,-135.99999999999568,-112.00000000000898,,-912.0000000000293
2019.05.27,-49.00000000001015,-14.000000000002899,-48.99999999999905,0.0,-295.0000000000159,-186.0000000000195,-155.00000000001623,79.99999999999119,14.000000000002899,-144.00000000000546,-127.00000000000955,,-925.0000000000846
2019.05.27,-86.99999999999264,-35.00000000000725,-71.99999999999429,-5.999999999994898,-302.99999999999727,-175.00000000001404,-141.99999999999767,72.99999999998974,8.000000000008,-150.00000000000568,-133.00000000000978,,-1022.0000000000159
2019.05.27,-113.00000000000753,-47.00000000000814,-83.9999999999952,-32.999999999994145,-323.0000000000075,-212.00000000001216,-174.00000000000747,76.99999999999375,-26.999999999999247,-132.000000000005,-141.00000000000534,,-1209.0000000000482
2019.05.27,-116.00000000000499,-46.00000000000159,-86.99999999999264,-37.99999999999359,-340.0000000000034,-228.00000000000597,-185.99999999999727,17.999999999984695,-76.99999999999375,-147.00000000000557,-149.0000000000009,,-1396.000000000015
2019.05.27,-170.00000000000347,-65.00000000000395,-132.99999999999423,-90.99999999999665,-403.00000000002,-270.99999999999903,-195.9999999999962,11.999999999989797,-133.00000000000534,-161.00000000000136,-174.0000000000066,,-1785.000000000037
2019.05.27,-160.00000000000458,-73.00000000000084,-153.99999999999858,-92.99999999999864,-401.00000000001046,-264.0000000000198,-165.00000000001512,-33.00000000001635,-167.00000000000603,-179.00000000000205,-184.0000000000117,,-1873.0000000000837
2019.05.27,-208.00000000000819,-74.00000000000739,-224.9999999999974,-134.0000000000008,-531.0000000000059,-238.0000000000049,-303.0000000000088,-124.00000000001299,-184.00000000000637,-255.00000000000966,-227.00000000000387,,-2503.0000000000664
2019.05.27,-174.00000000000747,-32.0000000000098,-149.99999999999457,-144.99999999999514,-525.0000000000057,-206.00000000001728,-285.00000000000193,-147.00000000000824,-146.00000000000168,-269.00000000000546,-198.0000000000075,,-2277.0000000000546
2019.05.27,-171.99999999999437,-30.000000000007798,-139.00000000000023,-159.9999999999935,-519.0000000000055,-248.00000000000378,-302.0000000000023,-168.0000000000126,-163.00000000000205,-257.000000000005,-188.0000000000024,,-2346.0000000000296
2019.05.27,-83.9999999999952,2.999999999997449,-156.00000000000057,-126.99999999999933,-402.00000000001523,-142.0000000000199,-239.99999999999577,-177.00000000000495,-136.00000000000279,-228.9999999999992,-142.00000000001012,,-1832.0000000000455
2019.05.27,34.000000000000696,37.99999999999359,-214.99999999999852,-69.9999999999923,-286.00000000000136,-37.00000000002035,-192.99999999999872,-172.0000000000166,-113.99999999999189,-213.99999999999864,-114.00000000000432,,-1343.0000000000284
2019.05.27,79.99999999999119,48.99999999999905,-232.99999999999432,-60.99999999999994,-200.9999999999934,-34.000000000000696,-151.9999999999966,-139.00000000000023,-92.00000000000318,-171.00000000000648,-88.99999999999864,,-1043.0000000000032
2019.05.27,202.9999999999976,48.99999999999905,-201.99999999999108,16.0000000000049,-18.000000000000682,107.99999999999699,7.0000000000014495,-129.00000000000134,-96.99999999999153,-128.0000000000001,-57.00000000000216,,-247.99999999998693
2019.05.27,180.0000000000024,43.999999999999595,-192.99999999999872,41.000000000002146,-43.00000000000637,123.99999999999079,-7.0000000000014495,-109.00000000000354,-68.00000000000139,-135.00000000000512,-62.00000000001182,,-228.00000000003348
2019.05.27,326.0000000000041,51.000000000001044,-166.99999999999494,121.99999999999989,151.9999999999868,293.99999999999426,171.99999999999437,-116.00000000000499,-76.99999999999375,-102.00000000000387,-35.0000000000108,,619.999999999972
2019.05.27,402.9999999999978,47.9999999999925,-157.99999999999147,157.00000000000713,210.00000000000796,334.9999999999964,287.9999999999994,-87.00000000001484,-96.99999999999153,-87.0000000000033,-47.000000000011255,,964.9999999999886
2019.05.27,333.9999999999899,47.9999999999925,-173.00000000000094,118.00000000000699,110.99999999999,230.9999999999812,211.99999999998997,-97.00000000001374,-106.99999999999044,-108.00000000000409,-59.00000000001171,,509.9999999999296
2019.05.27,327.99999999999494,53.999999999998494,-147.99999999999258,142.00000000000878,126.99999999998113,245.99999999999068,243.99999999999977,-74.0000000000185,-56.99999999999594,-108.00000000000409,-57.00000000000216,,696.9999999999604
2019.05.27,331.999999999999,56.0000000000005,-176.99999999999383,143.00000000000423,151.9999999999868,248.99999999998812,268.0000000000016,-78.00000000000028,-42.999999999993044,-105.00000000000398,-41.00000000001103,,755.9999999999781
2019.05.27,384.9999999999909,49.99999999999449,-173.00000000000094,173.00000000000094,199.99999999998863,341.99999999999784,285.99999999998624,-119.00000000000244,-43.999999999999595,-144.00000000000546,-63.00000000000239,,892.9999999999483
2019.05.27,434.000000000001,31.999999999998696,-192.99999999999872,223.00000000000654,225.9999999999991,525.999999999982,380.00000000000256,-232.00000000000998,-146.99999999998602,-177.0000000000067,-76.99999999999818,,994.99999999999
2019.05.27,507.9999999999973,46.999999999997044,-159.9999999999935,220.00000000000907,313.99999999999295,562.9999999999802,432.9999999999945,-218.00000000000708,-136.99999999998712,-153.99999999999636,-60.000000000002274,,1355.999999999985
2019.05.27,530.9999999999926,46.999999999997044,-154.99999999999403,247.00000000000833,330.99999999998886,626.9999999999998,438.00000000000506,-192.99999999999872,-126.99999999998823,-150.99999999999625,-65.00000000001194,,1530.0000000000027
2019.05.27,451.0000000000014,68.99999999999685,-100.00000000000009,190.00000000000128,204.00000000000773,479.99999999999153,185.99999999999727,-236.99999999999832,-82.00000000000429,-192.99999999999784,-55.00000000000682,,912.9999999999885
2019.05.27,462.9999999999912,67.9999999999903,-98.99999999999353,197.00000000000273,217.9999999999893,479.99999999999153,204.99999999998852,-229.00000000001253,-66.99999999999484,-197.00000000000273,-63.00000000000239,,975.9999999999476
2019.05.27,504.9999999999999,66.99999999999484,-87.99999999999919,225.00000000000853,256.0000000000002,578.9999999999961,241.99999999998667,-230.00000000001907,-66.99999999999484,-201.99999999999818,-63.00000000000239,,1223.9999999999727
2019.05.27,495.000000000001,90.99999999999665,-54.999999999993946,206.00000000000617,213.99999999999864,577.9999999999897,214.00000000000307,-243.00000000001543,-25.999999999992696,-210.99999999999852,-45.000000000001705,,1217.9999999999927
