date,USDCHF,EURGBP,GBPJPY,empty,sum
2020.08.31,-51.99999999999649,-46.999999999997044,-131.00000000000023,,-229.99999999999375
2020.08.31,-95.00000000000064,-54.999999999993946,-169.00000000001114,,-319.00000000000574
2020.08.31,-51.99999999999649,-32.999999999994145,-538.9999999999873,,-623.999999999978
2020.08.31,-33.000000000005244,9.00000000000345,-550.9999999999877,,-574.9999999999895
2020.08.31,-33.000000000005244,-2.000000000002,-399.0000000000009,,-434.0000000000082
2020.08.31,-80.00000000000229,1.0000000000065512,-378.9999999999907,,-457.9999999999864
2020.08.31,-146.99999999999713,9.00000000000345,-348.99999999998954,,-486.99999999998323
2020.08.31,-65.99999999999939,12.999999999996348,-235.99999999999,,-288.99999999999307
2020.08.31,-56.99999999999594,26.000000000003798,-243.99999999999977,,-274.9999999999919
2020.08.31,39.00000000000014,21.999999999999797,-272.99999999999613,,-211.9999999999962
2020.08.31,17.999999999995797,19.999999999997797,-246.00000000000932,,-208.00000000001575
2020.08.31,-34.000000000000696,26.000000000003798,-299.0000000000066,,-307.00000000000347
2020.08.31,-62.000000000006494,21.00000000000435,-301.9999999999925,,-342.99999999999466
2020.08.31,-48.99999999999905,-15.999999999993797,-326.9999999999982,,-391.999999999991
2020.08.31,-33.000000000005244,-9.999999999998899,-402.9999999999916,,-445.99999999999574
2020.08.31,-7.9999999999968985,12.000000000000899,-408.9999999999918,,-404.99999999998784
2020.08.31,-26.999999999999247,26.000000000003798,-361.99999999999477,,-362.9999999999902
2020.08.31,-63.99999999999739,1.0000000000065512,-342.9999999999893,,-405.99999999998016
2020.08.31,-119.00000000000244,14.999999999998348,-318.9999999999884,,-422.9999999999925
2020.08.31,-101.00000000000664,43.999999999999595,-296.99999999999704,,-354.0000000000041
2020.08.31,-121.00000000000443,60.00000000000449,-431.99999999998795,,-492.9999999999879
2020.08.31,-97.9999999999981,119.99999999999788,-359.00000000000887,,-337.0000000000091
2020.08.31,-46.999999999997044,141.99999999999767,-292.0000000000016,,-197.00000000000097
2020.08.31,-133.00000000000534,134.0000000000008,-430.0000000000068,,-429.00000000001137
2020.08.31,-160.00000000000458,202.9999999999976,-419.9999999999875,,-376.99999999999443
2020.08.31,-41.000000000002146,299.00000000000483,-432.9999999999927,,-174.99999999999005
2020.08.31,26.999999999999247,263.0000000000021,-509.00000000001455,,-219.0000000000132
2020.08.31,19.999999999997797,263.99999999999756,-538.0000000000109,,-254.00000000001558
2020.08.31,-139.00000000000023,280.9999999999979,-709.0000000000032,,-567.0000000000055
2020.08.31,-219.99999999999798,304.9999999999997,-715.0000000000034,,-630.0000000000017
2020.08.31,-209.9999999999991,362.00000000000676,-646.9999999999914,,-494.9999999999837
2020.08.31,-161.00000000000003,351.99999999999676,-637.0000000000005,,-446.00000000000375
2020.08.31,-263.99999999999756,339.99999999999585,-826.9999999999982,,-750.9999999999999
2020.08.31,-219.99999999999798,339.0000000000004,-703.000000000003,,-584.0000000000006
2020.08.31,-280.9999999999979,234.99999999999633,-995.0000000000045,,-1041.0000000000061
2020.08.31,-428.00000000000614,100.00000000000009,-1438.999999999993,,-1766.999999999999
2020.08.31,-383.0,104.99999999999955,-1450.9999999999934,,-1728.9999999999939
2020.08.31,-356.00000000000074,129.9999999999968,-1036.0000000000014,,-1262.0000000000052
2020.08.31,-317.0000000000006,94.00000000000519,-1009.9999999999909,,-1232.9999999999864
2020.08.31,-192.99999999999872,84.0000000000063,-1024.000000000001,,-1132.9999999999934
2020.08.31,-180.99999999999784,87.99999999999919,-1008.0000000000098,,-1101.0000000000084
2020.08.31,-163.99999999999747,87.99999999999919,-1042.0000000000016,,-1117.9999999999998
2020.08.31,-141.00000000000225,75.9999999999983,-1009.0000000000146,,-1074.0000000000184
2020.08.31,-126.0000000000039,29.999999999996696,-1043.0000000000064,,-1139.0000000000136
2020.08.31,-92.00000000000318,34.000000000000696,-1037.0000000000061,,-1095.0000000000086
2020.08.31,-45.000000000006146,31.000000000003247,-1021.9999999999914,,-1035.9999999999943
2020.08.31,-48.000000000003595,56.0000000000005,-1001.0000000000048,,-993.0000000000078
2020.08.31,-48.99999999999905,75.00000000000284,-1036.0000000000014,,-1009.9999999999976
2020.09.01,-212.99999999999653,33.000000000005244,-1036.0000000000014,,-1215.9999999999927
2020.09.01,-112.000000000001,51.000000000001044,-997.9999999999905,,-1058.9999999999905
2020.09.01,-87.00000000000374,73.99999999999629,-965.0000000000034,,-978.0000000000109
2020.09.01,-41.000000000002146,109.99999999999899,-925.9999999999877,,-856.9999999999909
2020.09.01,-36.0000000000027,121.00000000000443,-995.0000000000045,,-910.0000000000028
2020.09.01,-34.99999999999615,126.0000000000039,-1080.9999999999889,,-989.9999999999811
2020.09.01,-60.00000000000449,129.00000000000134,-1152.0000000000152,,-1083.0000000000184
2020.09.01,-41.000000000002146,141.00000000000225,-984.0000000000089,,-884.0000000000088
