date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,empty,sum
2015.08.24,-12.000000000000899,-101.99999999997988,-58.9999999999975,-14.000000000002899,-0.999999999995449,-15.999999999993797,-114.99999999999844,-54.999999999993946,0.0,-4.999999999999449,-75.00000000000284,-199.99999999997797,-99.00000000002684,-183.9999999999975,-185.99999999999727,-11.999999999989797,-101.00000000001774,-10.99999999999568,-24.999999999997247,,-1271.999999999965
2015.08.24,60.99999999999994,-99.99999999998899,-123.99999999999523,-7.0000000000014495,21.999999999999797,129.00000000000134,-217.0000000000005,-178.00000000000037,115.99999999999389,65.99999999999939,-70.99999999999883,-201.99999999999108,-5.000000000032756,-186.00000000000705,-188.9999999999947,-14.999999999987246,-97.9999999999981,88.00000000000807,-3.999999999992898,,-913.9999999999868
2015.08.24,14.999999999998348,-107.99999999999699,-158.00000000000125,-18.999999999991246,-14.000000000002899,114.0000000000141,-147.99999999999258,-178.00000000000037,13.999999999991797,129.00000000000134,-53.00000000000304,-361.99999999997345,-14.000000000002899,-198.0000000000075,-252.99999999999213,-216.99999999997831,35.999999999991594,-18.000000000000682,-9.00000000000345,,-1440.9999999999495
2015.08.24,14.999999999998348,-173.99999999998528,-22.00000000000557,82.00000000000429,-346.0000000000019,26.0000000000149,-181.00000000000892,-29.999999999996696,-297.00000000000284,-178.00000000000037,-147.00000000000824,-444.9999999999843,330.9999999999924,-167.0000000000016,-507.9999999999973,-998.9999999999943,-890.9999999999974,-606.9999999999993,-361.0000000000002,,-4898.999999999974
2015.08.24,-61.999999999995396,-207.99999999998596,207.9999999999984,160.99999999998892,-485.99999999999756,-219.99999999999798,-150.00000000000568,29.999999999996696,-487.99999999999955,-536.9999999999986,-213.00000000000762,-871.9999999999839,981.999999999994,114.99999999998067,-913.9999999999926,-1387.9999999999893,-1815.0000000000111,-1072.0000000000027,-464.9999999999932,,-7394.000000000002
2015.08.24,17.000000000000348,-117.99999999999588,-82.99999999999841,365.99999999999966,-458.00000000000284,-56.99999999999594,-160.00000000000458,41.9999999999976,-334.00000000000097,-324.00000000000205,-152.00000000000767,-710.999999999995,1015.9999999999947,-81.99999999999363,-608.9999999999928,-1081.999999999983,-1294.0000000000173,-679.000000000002,-358.0000000000028,,-5060.000000000003
2015.08.24,136.00000000000279,-68.99999999998573,-63.00000000000239,364.9999999999931,-485.99999999999756,46.999999999997044,-187.99999999998818,9.999999999998899,-353.99999999999875,-340.9999999999913,-136.00000000000279,-588.9999999999951,1122.9999999999852,-55.00000000000682,-547.999999999993,-1144.999999999996,-1391.0000000000089,-719.9999999999989,-385.99999999999744,,-4789.999999999985
2015.08.24,104.00000000000409,-117.99999999999588,-39.00000000000148,381.99999999999346,-534.9999999999966,-21.999999999988695,-226.99999999999943,60.00000000000449,-391.000000000008,-365.99999999999966,-200.00000000000017,-605.9999999999732,1248.9999999999668,-52.99999999999727,-709.9999999999884,-1207.9999999999868,-1489.000000000007,-728.9999999999992,-426.9999999999996,,-5324.999999999973
2015.08.24,-151.9999999999966,-646.9999999999976,191.99999999999307,390.0000000000015,-487.99999999999955,-334.9999999999964,-434.000000000001,123.00000000000644,-546.000000000002,-585.0000000000022,-478.0000000000006,-761.9999999999739,1215.9999999999727,-341.0000000000082,-1382.9999999999786,-1920.999999999995,-2380.0000000000045,-929.9999999999926,-346.9999999999973,,-9807.999999999973
2015.08.24,-175.00000000000293,-798.9999999999942,337.0000000000033,485.0000000000021,-613.9999999999924,-397.0000000000029,-513.0000000000078,289.0000000000059,-692.9999999999992,-626.9999999999998,-578.0000000000007,-913.9999999999926,1377.9999999999682,-328.00000000000296,-1624.9999999999875,-2290.9999999999986,-2527.0000000000127,-1237.9999999999995,-468.00000000000176,,-11298.000000000016
2015.08.24,-375.0000000000031,-727.9999999999953,513.0000000000052,470.9999999999992,-639.0000000000007,-645.999999999991,-414.9999999999876,309.99999999999915,-844.0000000000003,-678.9999999999962,-529.0000000000017,-848.0000000000043,1323.9999999999695,-140.00000000001478,-1570.999999999989,-2421.999999999991,-2427.0000000000014,-1289.999999999992,-497.000000000003,,-11432.0
2015.08.24,-939.9999999999964,-1206.9999999999802,599.0000000000038,506.9999999999908,-975.9999999999991,-1395.9999999999973,-195.9999999999962,539.0000000000006,-1512.0000000000023,-1324.9999999999984,-770.9999999999994,-1312.9999999999864,1768.9999999999984,-313.99999999999295,-2395.999999999998,-3765.9999999999804,-4041.000000000006,-2010.9999999999957,-805.9999999999956,,-19555.99999999993
2015.08.24,-783.9999999999958,-1239.9999999999966,947.9999999999933,580.0000000000027,-895.9999999999968,-1237.9999999999836,-339.0000000000004,729.0000000000018,-1378.0000000000014,-1228.9999999999911,-809.9999999999997,-1221.9999999999675,2359.0,-331.0000000000173,-2383.9999999999864,-3554.9999999999973,-3859.999999999997,-1878.0,-708.999999999993,,-17236.999999999927
2015.08.24,-687.9999999999998,-1042.9999999999939,734.9999999999994,544.9999999999955,-795.0000000000013,-1095.0000000000016,-333.0000000000055,534.0000000000011,-1208.000000000009,-1122.9999999999961,-709.9999999999995,-1114.999999999977,2034.9999999999645,-164.99999999999204,-2119.9999999999886,-3189.999999999982,-3610.0000000000023,-1694.0000000000027,-663.0000000000025,,-15702.99999999999
2015.08.24,-390.99999999999693,-837.9999999999832,602.9999999999944,493.99999999999443,-787.9999999999998,-648.0000000000041,-371.99999999999454,465.9999999999998,-1000.0000000000009,-927.9999999999955,-573.0000000000013,-981.999999999994,2258.999999999967,-180.00000000000682,-1779.9999999999816,-2887.9999999999795,-3256.0000000000146,-1566.0000000000025,-661.0000000000005,,-13029.0
2015.08.24,-343.9999999999999,-834.9999999999858,670.0000000000017,543.0000000000045,-783.9999999999958,-527.9999999999951,-472.00000000000574,407.99999999999727,-960.0000000000053,-905.0000000000002,-564.000000000009,-1087.999999999978,2312.999999999965,-185.00000000000227,-1806.999999999981,-2900.999999999998,-3266.000000000013,-1518.0000000000007,-675.0000000000034,,-12898.000000000005
2015.08.24,-402.9999999999978,-946.9999999999867,718.0000000000035,578.9999999999961,-773.0000000000015,-686.9999999999932,-432.9999999999945,514.9999999999987,-996.000000000008,-934.0000000000015,-631.9999999999992,-1119.9999999999654,2087.9999999999563,-176.00000000001614,-1967.999999999992,-2964.9999999999955,-3405.9999999999977,-1611.9999999999948,-629.0000000000018,,-13780.99999999999
