date,AUDUSD,GBPCHF,EURCHF,EURJPY,AUDJPY,empty,sum
2018.06.11,-31.000000000003247,25.999999999992696,14.000000000002899,86.00000000001273,84.00000000000318,,179.00000000000827
2018.06.11,-72.0000000000054,45.000000000006146,19.999999999997797,15.999999999991132,76.00000000000762,,84.9999999999973
2018.06.11,-53.00000000000304,97.9999999999981,42.0000000000087,195.99999999999795,185.00000000000227,,468.000000000004
2018.06.11,-52.000000000007596,69.9999999999923,34.000000000000696,110.00000000001364,144.99999999999602,,306.99999999999505
2018.06.11,-85.00000000000173,137.00000000000932,76.0000000000094,110.99999999999,159.9999999999966,,399.0000000000036
2018.06.11,-145.00000000000622,154.99999999999403,165.00000000001512,300.00000000001137,277.000000000001,,752.0000000000153
2018.06.11,-83.00000000001084,188.9999999999947,205.00000000001074,224.99999999999432,176.00000000000193,,711.9999999999908
2018.06.11,-191.00000000000784,184.99999999999073,275.000000000003,435.0000000000023,317.99999999999784,,1021.999999999986
2018.06.11,-185.00000000000182,141.99999999999767,236.00000000001398,391.9999999999959,296.0000000000065,,881.0000000000122
2018.06.11,-218.00000000000708,147.99999999999258,287.000000000015,489.0000000000043,344.0000000000083,,1050.0000000000132
2018.06.11,-190.00000000000128,191.99999999999218,317.0000000000117,455.99999999998886,328.00000000000296,,1102.9999999999945
2018.06.11,-199.00000000000472,262.999999999991,388.0000000000106,725.9999999999991,522.0000000000056,,1700.0000000000014
2018.06.11,-180.0000000000024,218.99999999999142,336.00000000000296,712.9999999999939,519.999999999996,,1607.9999999999818
2018.06.11,-193.00000000000983,194.99999999998963,310.9999999999946,715.0000000000034,537.9999999999967,,1565.9999999999745
2018.06.11,-163.00000000000205,157.99999999999147,285.00000000000193,739.0000000000043,522.9999999999961,,1541.9999999999918
2018.06.11,-192.00000000000327,209.9999999999991,354.9999999999942,848.9999999999895,581.0000000000031,,1802.9999999999827
2018.06.11,-190.00000000000128,185.99999999999727,353.0000000000033,823.0000000000075,558.9999999999975,,1731.0000000000043
2018.06.11,-162.0000000000066,197.00000000000273,364.00000000000875,769.0000000000055,531.0000000000059,,1699.0000000000164
