date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.09.13,-53.999999999998494,126.0000000000039,-12.999999999996348,-16.000000000005343,30.999999999981043,47.00000000000814,178.99999999999582,-75.00000000000284,156.99999999998226,215.99999999999397,418.0000000000073,-49.99999999998295,38.0000000000047,-151.9999999999966,-161.00000000001114,64.99999999999773,93.00000000000352,,848.9999999999847
2021.09.13,-51.99999999999649,111.00000000001664,-11.999999999989797,-20.000000000010232,-9.000000000014552,55.000000000005045,124.99999999999733,-149.99999999999457,143.00000000000068,85.00000000000173,408.00000000000836,-19.99999999998181,-39.999999999995595,-148.99999999999915,-253.00000000001432,72.99999999999329,55.999999999997385,,351.00000000002393
2021.09.13,-80.99999999999774,119.00000000000244,-58.000000000002494,-76.00000000000762,24.999999999986144,143.00000000000423,160.00000000000458,-134.99999999999625,250.0,177.99999999998929,224.000000000002,-45.99999999999227,-34.99999999998504,33.00000000001635,-140.0000000000068,212.99999999999386,110.99999999999,,885.0000000000007
2021.09.13,-56.99999999999594,114.99999999999844,-25.00000000000835,-42.00000000000159,36.999999999998145,194.0000000000053,127.00000000001043,-156.00000000000057,197.99999999997908,201.00000000000674,99.00000000000463,-38.99999999998727,19.00000000001345,97.9999999999981,-85.00000000000173,241.99999999999022,137.00000000000045,,1063.0000000000095
2021.09.13,-60.99999999999994,170.00000000000347,-25.00000000000835,-54.000000000002046,14.999999999987246,180.0000000000024,181.00000000000892,-127.99999999999478,266.9999999999959,231.0000000000034,228.00000000000597,-48.99999999997817,-9.999999999998899,43.00000000001525,-151.9999999999966,233.99999999999466,111.99999999999477,,1182.0000000000334
2021.09.13,-75.9999999999983,156.00000000000057,-28.000000000005798,-89.00000000001285,0.9999999999843467,170.00000000000347,192.99999999999872,-131.00000000000333,302.99999999999727,198.99999999999363,243.00000000001543,-86.99999999998909,-31.999999999987594,26.0000000000149,-202.9999999999976,245.9999999999951,116.99999999999022,,1007.9999999999991
2021.09.13,-131.00000000000333,102.00000000000209,-66.99999999999484,-109.99999999999943,91.99999999998099,103.00000000000864,204.00000000000418,-151.00000000000114,262.9999999999768,235.99999999999176,320.00000000000915,-67.99999999998363,26.0000000000149,-70.99999999999883,-371.00000000001023,186.9999999999976,24.999999999991473,,588.999999999986
2021.09.13,-139.00000000000023,117.00000000001154,-89.00000000000574,-140.00000000000057,44.99999999998394,124.00000000000189,241.00000000000233,-115.99999999999389,330.99999999998886,200.00000000000017,297.9999999999983,-80.99999999998886,-61.99999999998429,7.0000000000014495,-292.00000000000335,233.99999999999466,66.99999999999307,,744.9999999999994
2021.09.13,-149.99999999999457,43.00000000001525,-113.99999999999189,-131.00000000000023,64.99999999998174,100.00000000000009,181.00000000000892,-146.00000000000168,232.99999999997567,136.00000000000279,262.00000000000665,-42.999999999977945,-63.99999999999739,-17.000000000000348,-398.00000000000944,200.00000000000284,-5.000000000009663,,152.0000000000108
2021.09.13,-151.9999999999966,70.99999999999883,-112.000000000001,-111.0000000000042,96.99999999999153,95.00000000000064,212.00000000001216,-127.99999999999478,235.99999999999,215.00000000000963,309.0000000000037,-21.99999999999136,-25.999999999992696,-25.999999999992696,-344.00000000001097,180.99999999999739,7.999999999995566,,503.0000000000152
