date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.09.13,-75.00000000000284,0.0,-25.00000000000835,-56.000000000011596,-1.0000000000065512,-2.999999999997449,0.0,-160.00000000000458,0.0,0.0,0.0,-197.99999999997908,-10.999999999983245,-151.9999999999966,-229.00000000001253,-28.000000000005798,0.0,,-938.0000000000086
2021.09.13,-85.00000000000173,12.000000000012001,-28.000000000005798,-48.00000000000182,-41.000000000002146,-8.999999999992347,-38.0000000000047,-166.99999999999494,32.99999999998704,-60.99999999999994,338.0000000000161,-64.99999999999773,-39.999999999995595,-302.0000000000023,-280.9999999999979,-19.000000000005457,-4.0000000000048885,,-804.9999999999922
2021.09.13,-93.99999999999409,79.00000000000685,-59.99999999999339,-94.0000000000083,3.999999999981796,46.00000000000159,97.9999999999981,-168.99999999999693,131.99999999997658,66.99999999999484,224.000000000002,-85.99999999998431,-63.99999999999739,-225.99999999999287,-253.99999999999866,58.9999999999975,33.999999999991815,,-304.00000000001484
2021.09.13,-78.99999999999574,107.00000000001265,-58.000000000002494,-79.00000000000773,17.000000000000348,138.00000000000477,119.00000000000244,-161.99999999999548,186.9999999999834,177.99999999998929,96.00000000000719,-60.99999999997863,-36.999999999998145,-0.9999999999843467,-148.99999999999915,189.99999999999773,107.99999999998988,,514.0000000000259
2021.09.13,-68.99999999999685,116.00000000000499,-31.000000000003247,-61.00000000000705,8.999999999992347,152.00000000000767,127.99999999999478,-160.00000000000458,194.99999999999318,188.9999999999947,107.00000000001265,-54.9999999999784,-17.999999999984695,-17.000000000000348,-168.99999999999693,189.99999999999773,109.99999999999943,,616.0000000000255
2021.09.13,-83.9999999999952,137.00000000000932,-38.99999999998904,-99.00000000000375,-26.999999999999247,147.00000000000824,153.00000000000313,-139.99999999999568,245.9999999999809,167.00000000000603,175.99999999999838,-96.99999999997999,-57.99999999998029,-11.999999999989797,-204.00000000000418,222.99999999999898,102.99999999999443,,592.0000000000622
2021.09.13,-131.00000000000333,95.00000000000064,-68.00000000000139,-137.00000000000045,-43.00000000001525,102.00000000000209,163.00000000000205,-154.99999999999403,250.99999999997635,143.00000000000423,188.00000000001037,-126.00000000000477,-71.99999999998319,-73.99999999999629,-388.9999999999949,186.9999999999976,16.999999999995907,,-49.00000000000432
2021.09.13,-146.00000000000168,79.00000000000685,-96.00000000000719,-149.0000000000009,17.000000000000348,82.00000000000429,204.00000000000418,-149.99999999999457,260.9999999999957,178.99999999999582,219.00000000001364,-97.99999999998477,-85.00000000000173,-95.999999999985,-425.0000000000087,174.99999999999716,0.999999999990564,,-27.99999999997607
2021.09.13,-156.00000000000057,38.0000000000047,-116.99999999998934,-146.0000000000008,-7.0000000000014495,91.00000000000774,181.00000000000892,-151.9999999999966,212.99999999999386,106.99999999999044,200.00000000000017,-87.99999999999386,-112.000000000001,-58.99999999998684,-483.99999999999557,183.9999999999975,-39.00000000000148,,-345.9999999999642
2021.09.13,-156.00000000000057,33.00000000001635,-120.00000000000898,-131.00000000000023,17.000000000000348,84.0000000000063,165.9999999999995,-160.00000000000458,195.99999999999795,103.99999999999298,185.00000000001293,-54.000000000002046,-92.99999999998754,-59.99999999999339,-442.00000000000904,170.0000000000017,-27.000000000001023,,-287.9999999999793
2021.09.13,-158.0000000000026,52.000000000007596,-119.00000000000244,-142.00000000001012,15.999999999993797,64.0000000000085,195.00000000001182,-136.00000000000279,191.99999999997885,116.99999999998934,280.0000000000136,-66.0000000000025,-108.99999999998133,-90.99999999999665,-397.0000000000029,137.00000000000045,-26.00000000001046,,-191.00000000000784
2021.09.13,-136.00000000000279,79.00000000000685,-123.00000000000644,-132.000000000005,-41.000000000002146,101.00000000000664,195.00000000001182,-127.99999999999478,260.9999999999957,114.99999999999844,295.0000000000008,-60.99999999997863,-184.99999999999073,-26.999999999999247,-311.0000000000168,188.99999999999295,34.99999999999659,,126.00000000001319
2021.09.13,-124.99999999999733,151.00000000001222,-113.00000000000753,-123.00000000000466,-143.00000000000423,103.00000000000864,236.99999999999832,-90.99999999999665,314.9999999999977,62.99999999999084,333.0000000000055,-51.9999999999925,-262.999999999991,-12.999999999996348,-243.00000000001543,183.9999999999975,57.00000000000216,,277.00000000000716
2021.09.13,-109.00000000000354,172.0000000000166,-92.99999999998754,-125.0,-137.00000000000932,65.99999999999939,238.0000000000049,-82.99999999999974,344.99999999999886,85.00000000000173,402.0000000000135,-66.0000000000025,-263.99999999999756,-122.99999999998423,-187.00000000000384,149.0000000000009,93.99999999999409,,364.0000000000416
2021.09.13,-114.00000000000298,118.00000000001809,-103.99999999999298,-136.0000000000099,-77.00000000001594,53.00000000000304,190.00000000000128,-105.99999999999498,268.99999999997704,51.000000000001044,367.0000000000062,-72.00000000000273,-214.99999999998744,-144.99999999999514,-214.00000000000307,141.9999999999959,87.99999999999386,,94.99999999999127
2021.09.13,-173.00000000000094,-4.999999999988347,-204.00000000000418,-150.00000000000568,-63.000000000013046,-60.99999999999994,154.99999999999403,-109.99999999999899,173.99999999997817,42.0000000000087,379.0000000000182,-20.999999999986585,-234.99999999998522,-255.99999999998957,-192.00000000001438,21.99999999999136,39.99999999999204,,-658.0000000000043
2021.09.13,-209.00000000000364,-62.99999999999084,-262.999999999991,-193.00000000001205,45.99999999999049,-120.99999999999334,124.99999999999733,-129.00000000000134,131.99999999997658,17.000000000000348,554.00000000001,13.00000000000523,-230.9999999999812,-332.9999999999833,-300.00000000001137,-42.00000000000159,-37.9999999999967,,-1034.9999999999864
