date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCAD,EURJPY,NZDJPY,empty,sum
2015.09.28,-185.99999999999727,5.999999999994898,10.99999999999568,49.99999999999449,-21.00000000000435,5.999999999994898,54.9999999999784,49.000000000006594,,-30.000000000036664
2015.09.28,-182.99999999999983,8.000000000008,-2.0000000000095497,29.999999999996696,-60.00000000000449,-121.99999999999989,81.99999999999363,63.00000000000239,,-184.00000000001302
2015.09.28,-292.00000000000335,-15.00000000000945,-85.00000000000796,52.99999999999194,-143.00000000000423,14.000000000002899,125.0,165.00000000000625,,-178.00000000002393
2015.09.28,-289.0000000000059,11.00000000000545,-36.000000000001364,46.999999999997044,-84.0000000000063,4.999999999988347,104.99999999998977,129.99999999999545,,-111.00000000003752
2015.09.28,-285.00000000000193,39.00000000001125,22.999999999996135,-11.00000000000545,-36.999999999998145,-30.0000000000189,75.9999999999934,16.000000000005343,,-209.0000000000183
2015.09.28,-299.00000000000483,79.00000000000685,104.99999999998977,-43.00000000001525,-78.00000000000028,-185.00000000001293,36.000000000001364,31.00000000000591,,-354.00000000002944
2015.09.28,-206.00000000000617,164.99999999999292,191.99999999999307,0.9999999999843467,-89.00000000000574,-99.99999999998899,36.99999999997772,-109.99999999999943,,-110.00000000005228
2015.09.28,-258.9999999999981,43.999999999999595,59.99999999998806,20.999999999982144,5.999999999994898,-38.99999999998904,42.00000000000159,141.00000000000534,,15.999999999984482
2015.09.28,-221.99999999999997,25.999999999992696,99.99999999999432,-4.000000000004,9.999999999998899,-24.999999999986144,-25.000000000005684,109.00000000000887,,-31.000000000001023
2015.09.28,-316.0000000000052,-70.99999999999883,123.99999999999523,-42.0000000000087,26.999999999999247,-148.99999999999915,-167.0000000000016,147.00000000000557,,-447.0000000000133
2015.09.28,-282.99999999999994,5.999999999994898,179.9999999999926,15.999999999993797,17.999999999995797,-18.999999999991246,-137.00000000000045,195.0000000000074,,-24.000000000007162
2015.09.28,-267.00000000000614,83.9999999999952,179.9999999999926,60.99999999999994,88.99999999999464,-57.00000000001815,-44.00000000001114,271.0000000000008,,316.99999999994776
2015.09.28,-302.0000000000023,25.999999999992696,167.0000000000016,68.00000000000139,29.000000000001247,-62.000000000006494,-98.00000000001319,283.00000000000125,,110.99999999997624
2015.09.28,-331.0000000000035,-14.000000000002899,140.00000000000057,71.99999999998319,27.999999999994696,-19.999999999997797,-116.00000000001387,304.00000000000205,,62.9999999999624
2015.09.28,-340.00000000000693,-70.99999999999883,184.99999999998806,55.99999999998939,-58.000000000002494,-28.000000000005798,-237.99999999999955,152.00000000000102,,-342.00000000003513
2015.09.28,-314.0000000000032,-72.0000000000054,191.99999999999307,129.99999999998568,-43.00000000000415,46.999999999997044,-245.00000000000455,168.99999999999693,,-136.00000000004457
2015.09.28,-351.0000000000013,-147.00000000000824,250.0,42.999999999993044,-145.00000000000622,72.99999999998974,-399.0000000000009,55.00000000000682,,-621.0000000000271
2015.09.28,-358.9999999999982,-80.99999999999774,206.99999999999363,29.999999999996696,-68.00000000000139,8.000000000008,-276.00000000001046,141.9999999999959,,-397.0000000000134
2015.09.28,-433.0000000000056,-211.00000000000563,209.99999999999375,48.99999999998794,-23.00000000000635,173.00000000002314,-435.0000000000023,233.0000000000041,,-437.0000000000109
