date,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURJPY,EURNZD,NZDJPY,empty,sum
2019.05.06,92.00000000000318,88.00000000001029,-100.99999999999554,28.999999999990145,-82.00000000000784,2.0000000000131024,75.00000000000284,,103.00000000001617
2019.05.06,153.99999999999858,114.00000000000298,-266.999999999995,-76.0000000000094,-76.00000000000762,-21.999999999988695,102.99999999999443,,-70.00000000000466
2019.05.06,202.9999999999976,132.0000000000099,-232.99999999999432,-35.00000000000725,-323.0000000000075,-151.9999999999966,209.00000000000318,,-198.999999999995
2019.05.06,282.99999999999994,216.0000000000051,-313.00000000000773,-73.00000000000084,-477.00000000000387,-7.999999999985796,358.0000000000041,,-13.999999999989143
2019.05.06,290.00000000000136,207.00000000000162,-253.99999999999866,-51.000000000001044,-484.99999999999943,-46.999999999997044,350.9999999999991,,11.000000000005855
2019.05.06,65.99999999999939,19.00000000000235,-168.99999999999693,10.999999999994348,-177.99999999999727,-378.999999999996,24.999999999991473,,-605.0000000000026
2019.05.06,-15.999999999993797,-29.999999999996696,-93.99999999999409,45.99999999999049,-61.00000000000705,-442.9999999999934,-67.99999999999784,,-665.9999999999924
2019.05.06,-24.999999999997247,-11.999999999989797,-43.999999999999595,111.99999999998988,189.99999999999773,-466.9999999999952,-227.00000000000387,,-472.9999999999981
2019.05.06,109.00000000000354,69.00000000000794,-5.999999999994898,76.99999999999375,-13.00000000000523,-331.999999999999,-48.00000000000182,,-143.99999999999568
2019.05.06,136.00000000000279,76.0000000000094,-110.00000000001009,42.999999999993044,-129.0000000000049,-348.9999999999993,15.000000000000568,,-318.0000000000085
2019.05.06,60.00000000000449,26.999999999999247,-1.999999999990898,84.99999999999064,-82.99999999999841,-432.9999999999945,-49.99999999999716,,-395.9999999999866
2019.05.06,78.99999999999574,57.00000000000705,83.9999999999952,73.00000000000084,-137.00000000000045,-356.9999999999851,15.999999999991132,,-184.99999999999562
2019.05.06,70.0000000000034,67.00000000000594,232.00000000000998,82.99999999999974,-204.00000000000773,-351.99999999999676,57.00000000000216,,-46.99999999998323
2019.05.06,84.0000000000063,95.00000000000064,253.99999999999866,106.99999999999044,-204.00000000000773,-329.99999999998585,69.00000000000261,,75.00000000000506
2019.05.06,117.00000000000044,132.0000000000099,297.9999999999983,123.99999999999079,-228.9999999999992,-246.99999999999721,118.99999999999977,,314.0000000000028
2019.05.06,228.00000000000597,194.0000000000053,219.99999999999798,41.9999999999976,-471.00000000000364,-34.99999999998504,352.00000000000387,,530.000000000022
2019.05.06,177.00000000000495,148.0000000000037,270.99999999999903,71.99999999999429,-409.000000000006,-89.99999999999008,292.0000000000016,,461.0000000000075
2019.05.06,211.00000000000563,187.9999999999993,158.99999999999804,70.99999999999883,-405.00000000000114,-49.99999999999449,304.9999999999926,,478.9999999999988
2019.05.06,206.00000000000617,196.00000000000728,226.99999999999943,151.9999999999966,-344.0000000000083,-7.999999999985796,287.9999999999967,,717.000000000012
2019.05.06,185.99999999999727,181.00000000000892,148.99999999999915,100.99999999999554,-274.0000000000009,-34.000000000000696,233.99999999999466,,542.999999999994
2019.05.06,239.0000000000003,171.00000000001003,136.00000000000279,17.000000000000348,-356.9999999999993,-35.999999999991594,287.9999999999967,,458.0000000000193
2019.05.06,221.00000000000452,170.00000000000347,110.00000000001009,-4.999999999999449,-314.00000000000716,-36.999999999998145,256.9999999999908,,402.0000000000041
2019.05.06,246.00000000000176,180.0000000000024,86.0000000000083,-32.0000000000098,-331.00000000000307,-72.99999999998974,251.00000000000477,,327.00000000001467
2019.05.06,207.00000000000162,125.00000000000844,134.99999999999625,-32.0000000000098,-253.0000000000001,-102.00000000000209,194.00000000000261,,273.99999999999693
2019.05.06,239.0000000000003,168.00000000000148,73.99999999999629,-52.000000000007596,-325.00000000000284,-86.99999999999264,246.9999999999999,,263.9999999999949
2019.05.06,228.00000000000597,143.9999999999997,123.99999999999079,-84.0000000000063,-400.99999999999625,-197.99999999998707,239.00000000000432,,52.00000000001117
2019.05.06,195.00000000000074,94.00000000000519,11.00000000000545,-123.00000000000644,-368.9999999999998,-261.0000000000001,192.99999999999784,,-259.9999999999971
2019.05.06,229.00000000000142,121.99999999999989,-29.999999999996696,-160.00000000000458,-483.0000000000041,-323.99999999999096,237.99999999999955,,-407.99999999999545
2019.05.06,243.99999999999977,111.00000000000554,99.00000000000463,-118.00000000000699,-516.9999999999959,-409.99999999999926,218.00000000000352,,-372.99999999998863
2019.05.06,236.00000000000287,81.00000000000884,106.99999999999044,-132.0000000000099,-552.9999999999973,-427.99999999998397,228.9999999999992,,-459.99999999998977
2019.05.06,229.00000000000142,62.000000000006494,113.00000000000753,-113.00000000000753,-612.000000000009,-438.9999999999894,262.999999999991,,-496.99999999999943
2019.05.06,180.99999999999784,0.0,82.00000000000429,-134.0000000000008,-463.0000000000081,-414.9999999999876,185.00000000000227,,-563.999999999992
2019.05.06,170.99999999999892,-2.999999999997449,89.99999999999008,-111.00000000000554,-427.0000000000067,-463.9999999999977,143.00000000000068,,-601.0000000000177
2019.05.06,251.00000000000122,71.00000000000995,45.000000000006146,-204.00000000000418,-549.9999999999972,-360.9999999999891,259.00000000000034,,-488.99999999997283
2019.05.06,221.99999999999997,11.00000000000545,73.99999999999629,-173.00000000000094,-501.99999999999534,-514.9999999999987,162.9999999999967,,-719.9999999999966
