date,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.03,-82.99999999999841,0.0,-217.0000000000005,-137.9999999999937,-69.00000000000794,-425.99999999999307,-121.99999999999989,-85.99999999999852,-219.00000000001364,-197.00000000000273,,-1557.0000000000086
2016.10.03,37.9999999999967,1850.0000000000182,-236.99999999999832,-78.00000000000028,-21.999999999999797,-363.9999999999866,48.00000000000182,67.00000000000728,-144.99999999999514,-239.99999999999577,,917.0000000000481
2016.10.03,96.00000000000364,1976.0,-290.00000000001245,-92.99999999999864,-26.999999999999247,-512.9999999999857,114.99999999999488,197.00000000000273,-178.99999999999582,-329.999999999997,,952.000000000012
2016.10.03,158.00000000000125,2149.000000000001,-287.9999999999994,-107.99999999999699,-13.00000000000745,-448.9999999999883,131.00000000000023,212.0000000000033,-178.00000000001148,-305.99999999999517,,1308.000000000007
2016.10.03,144.99999999999602,1985.0000000000146,-259.0000000000092,-40.99999999999105,-91.00000000000774,-505.99999999998425,69.99999999999318,141.9999999999959,-150.00000000000568,-264.999999999993,,1030.0000000000086
2016.10.03,201.00000000000762,2045.000000000008,-256.00000000001177,11.00000000000545,-51.000000000001044,-510.99999999999477,48.00000000000182,105.00000000000398,-151.00000000001222,-226.99999999999943,,1214.0000000000073
2016.10.03,234.99999999999943,2120.000000000011,-260.0000000000158,-31.999999999998696,-24.000000000001798,-452.99999999999227,72.99999999999329,34.000000000006025,-12.999999999996348,-87.99999999999919,,1592.0000000000055
2016.10.03,88.99999999999864,2116.000000000007,-239.99999999999577,-91.99999999999208,-21.00000000000435,-236.99999999999832,43.99999999999693,-22.00000000000557,-79.00000000000685,-9.999999999998899,,1548.0000000000007
2016.10.03,-1.0000000000047748,2083.0000000000127,-249.00000000001032,-52.99999999999194,-36.999999999998145,-278.9999999999848,-109.00000000000887,-99.00000000000375,-36.0000000000138,-25.999999999992696,,1194.0000000000039
2016.10.03,40.99999999999682,2133.0000000000073,-267.0000000000172,-46.999999999997044,-29.000000000001247,-312.9999999999855,-31.00000000000591,-85.99999999999852,-43.999999999999595,-31.999999999998696,,1325.0000000000005
2016.10.03,146.0000000000008,2061.000000000002,-309.0000000000037,-108.99999999999244,-89.00000000000574,-340.9999999999913,72.99999999999329,30.000000000001137,-56.000000000011596,-17.999999999995797,,1387.9999999999964
