date,USDJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,CADJPY,AUDJPY,NZDJPY,empty,sum
2015.05.04,-36.000000000001364,-81.00000000000884,-155.00000000000114,0.0,-92.00000000000318,-22.00000000000557,0.0,-27.000000000001023,,-413.00000000002115
2015.05.04,-54.000000000002046,-81.00000000000884,-176.9999999999925,-133.00000000000534,2.0000000000131024,-124.00000000000944,9.000000000000341,-28.000000000005798,,-586.0000000000106
2015.05.04,-84.99999999999375,-42.0000000000087,-67.99999999998363,-285.00000000000193,-259.9999999999936,-79.00000000000773,-13.00000000000523,-111.99999999999477,,-943.9999999999893
2015.05.04,-84.00000000000318,47.9999999999925,72.00000000000273,-253.99999999999866,-258.0000000000027,-54.000000000002046,-28.000000000005798,-100.99999999999909,,-659.0000000000163
2015.05.04,-94.99999999999886,25.999999999992696,15.999999999991132,-297.9999999999983,-350.00000000000585,-79.00000000000773,-57.999999999992724,-28.000000000005798,,-866.0000000000254
2015.05.04,-97.99999999999898,6.999999999990347,-131.00000000000023,-232.00000000000998,-323.0000000000066,-121.99999999999989,-108.00000000000409,-108.99999999999466,,-1116.000000000024
2015.05.04,-135.00000000000512,-1.0000000000065512,-195.99999999999795,-286.99999999999284,-509.00000000000387,-207.9999999999984,-228.9999999999992,-272.00000000000557,,-1837.0000000000095
2015.05.04,-114.00000000000432,4.999999999999449,-150.00000000000568,-330.0000000000081,-683.9999999999957,-207.00000000000784,-299.99999999999716,-304.00000000000205,,-2084.000000000022
2015.05.04,-120.00000000000455,-16.0000000000049,-61.00000000000705,-397.0000000000029,-655.9999999999899,-165.99999999999682,-277.000000000001,-284.9999999999966,,-1978.0000000000034
2015.05.04,-128.0000000000001,-4.000000000004,-49.99999999998295,-492.0000000000035,-943.000000000005,-218.00000000000352,-391.00000000000534,-242.999999999995,,-2468.9999999999995
2015.05.04,-138.00000000000523,-3.0000000000085514,-126.00000000000477,-490.0000000000126,-770.000000000004,-262.00000000000045,-322.00000000000273,-173.99999999999238,,-2285.0000000000305
2015.05.04,-206.99999999999363,37.99999999999359,-161.00000000000136,-497.99999999999847,-530.0000000000082,-302.0000000000067,-272.00000000000557,-274.0000000000009,,-2206.0000000000214
2015.05.04,-239.00000000000432,42.999999999993044,-158.99999999999181,-509.00000000000387,-506.0000000000064,-307.00000000000216,-236.0000000000042,-260.0000000000051,,-2173.0000000000246
2015.05.04,-219.99999999999886,58.99999999999794,-112.99999999999955,-513.0000000000078,-395.99999999999636,-284.9999999999966,-179.00000000000205,-230.00000000000398,,-1877.0000000000073
2015.05.04,-185.00000000000227,58.99999999999794,-91.00000000000819,-486.00000000000864,-391.9999999999924,-239.00000000000432,-165.00000000000625,-179.9999999999926,,-1679.0000000000168
2015.05.04,-185.00000000000227,3.999999999992898,-128.99999999999068,-455.0000000000054,-458.00000000000284,-216.00000000000819,-197.9999999999933,-164.99999999999204,,-1802.0000000000016
2015.05.04,-176.00000000000193,-15.00000000000945,-157.99999999998704,-341.99999999999784,-466.9999999999952,-183.00000000000693,-212.0000000000033,-146.0000000000008,,-1699.0000000000023
2015.05.04,-222.99999999999898,-81.00000000000884,-168.99999999998272,-313.00000000000773,-380.00000000000256,-180.99999999999739,-183.9999999999975,-57.00000000000216,,-1587.9999999999977
2015.05.04,-239.99999999999488,-101.00000000000664,-179.00000000000205,-347.9999999999928,-310.9999999999946,-168.00000000000637,-102.99999999999443,-34.000000000006025,,-1483.9999999999977
2015.05.04,-224.99999999999432,-48.000000000003595,-408.9999999999918,-212.00000000001216,-262.999999999991,-176.00000000000193,-230.99999999999454,-93.00000000000352,,-1656.9999999999932
2015.05.04,-179.9999999999926,-33.000000000005244,-402.9999999999916,-133.00000000000534,-226.99999999999943,-198.0000000000075,-254.99999999999545,-111.0000000000042,,-1540.0000000000014
2015.05.04,-121.99999999999989,83.9999999999952,-293.9999999999827,-100.0000000000112,-313.99999999999204,-72.00000000000273,-167.0000000000016,-150.00000000000568,,-1135.0000000000007
2015.05.04,-131.00000000000023,195.9999999999962,-234.99999999998522,-148.99999999999915,-289.9999999999903,-79.00000000000773,-162.9999999999967,-137.00000000000045,,-987.9999999999835
2015.05.04,-185.99999999999284,240.99999999999122,-239.00000000000432,-66.00000000001049,-221.00000000000452,-64.99999999999773,-87.99999999999386,-31.999999999996476,,-656.000000000009
2015.05.04,-134.00000000000034,223.99999999999088,-191.0000000000025,55.000000000005045,-190.00000000000128,60.000000000002274,-69.99999999999318,37.00000000000614,,-208.99999999999295
2015.05.04,-90.99999999999397,227.99999999999488,-389.00000000001,397.0000000000029,-180.0000000000024,143.99999999999125,-94.99999999999886,13.999999999995794,,27.999999999979593
2015.05.04,-84.99999999999375,180.99999999999784,-521.9999999999914,558.9999999999984,143.00000000000423,162.9999999999967,-57.999999999992724,-4.9999999999954525,,376.0000000000239
2015.05.04,-39.00000000000148,161.00000000000003,-472.99999999998477,646.9999999999976,168.0000000000126,188.0000000000024,-45.000000000001705,4.9999999999954525,,612.0000000000201
2015.05.04,-34.99999999999659,119.99999999999788,-477.00000000000387,777.9999999999898,49.99999999999449,307.9999999999927,-49.99999999999716,10.99999999999568,,704.9999999999729
2015.05.04,-4.9999999999954525,113.99999999999189,-549.0000000000066,865.999999999989,185.99999999999727,280.00000000000114,-49.99999999999716,-13.999999999995794,,827.9999999999843
2015.05.04,-93.99999999999409,43.999999999999595,-588.9999999999986,838.0000000000055,276.00000000000955,240.99999999999966,10.99999999999568,-7.999999999995566,,719.0000000000216
2015.05.04,-140.00000000000057,14.999999999998348,-311.9999999999834,809.9999999999997,-21.00000000000435,375.0,3.0000000000001137,-31.999999999996476,,698.0000000000133
2015.05.04,-144.00000000000546,-21.00000000000435,-305.0000000000068,753.9999999999881,62.000000000006494,356.9999999999993,-24.00000000000091,16.999999999995907,,695.9999999999723
2015.05.04,-115.99999999999966,10.999999999994348,-391.9999999999959,758.9999999999985,117.00000000001154,296.99999999999704,-34.000000000006025,58.000000000006935,,700.0000000000068
2015.05.04,-185.99999999999284,8.999999999992347,-561.000000000007,848.0000000000043,287.9999999999994,277.9999999999916,-1.0000000000047748,67.00000000000728,,741.9999999999902
2015.05.04,-129.0000000000049,35.999999999991594,-502.00000000000955,780.000000000003,361.0000000000113,230.00000000000398,22.999999999996135,-6.000000000000227,,792.9999999999912
2015.05.04,-82.99999999999841,30.999999999992145,-462.99999999999386,814.999999999988,412.9999999999967,301.9999999999925,73.99999999999807,49.000000000006594,,1137.9999999999816
2015.05.04,-24.00000000000091,90.99999999999665,-394.00000000000546,784.0000000000069,337.99999999999386,379.99999999999545,93.00000000000352,25.99999999999625,,1293.9999999999864
2015.05.04,-66.99999999999307,65.99999999999939,-362.99999999999955,897.9999999999987,374.999999999992,394.999999999996,90.99999999999397,-13.999999999995794,,1380.9999999999918
2015.05.04,-91.99999999999875,68.99999999999685,-368.9999999999998,887.9999999999999,455.0000000000054,367.999999999995,134.00000000000034,-63.00000000000239,,1389.9999999999968
2015.05.04,-97.99999999999898,62.99999999999084,-447.00000000000273,873.999999999997,504.9999999999999,323.99999999999807,114.99999999999488,-57.999999999992724,,1277.9999999999864
2015.05.04,-100.99999999999909,64.99999999999284,-442.99999999998363,879.0000000000075,503.99999999999335,329.9999999999983,121.99999999999989,-15.000000000000568,,1341.0000000000086
2015.05.04,-155.00000000000114,90.0000000000012,-568.9999999999884,919.9999999999875,516.0000000000053,265.99999999999113,52.99999999999727,-93.00000000000352,,1027.999999999989
2015.05.04,-168.99999999999693,157.99999999999147,-643.0000000000007,994.000000000006,526.0000000000042,259.00000000000034,-1.9999999999953388,-143.00000000000068,,980.0000000000084
2015.05.04,-152.00000000000102,167.9999999999904,-521.9999999999914,1085.999999999987,489.0000000000061,355.000000000004,64.99999999999773,-90.00000000000341,,1398.9999999999893
2015.05.04,-159.00000000000603,139.00000000000023,-442.0000000000073,1150.0000000000066,456.00000000001194,429.00000000000205,72.00000000000273,-51.9999999999925,,1593.0000000000177
2015.05.04,-153.99999999999636,117.99999999999588,-465.0000000000034,1153.9999999999884,350.00000000000585,426.9999999999925,0.0,-132.000000000005,,1297.999999999978
2015.05.04,-135.00000000000512,151.00000000000114,-463.99999999999864,1222.9999999999964,249.00000000001032,460.9999999999985,-36.000000000001364,-87.0000000000033,,1361.9999999999982
2015.05.05,-156.99999999999648,139.99999999999568,-508.99999999998613,1227.0000000000002,300.99999999999574,411.00000000000136,-54.000000000002046,-84.99999999999375,,1274.0000000000146
2015.05.05,-115.99999999999966,139.00000000000023,-420.99999999999227,1231.9999999999886,256.00000000001177,460.9999999999985,-10.000000000005116,-12.000000000000455,,1529.0000000000018
2015.05.05,-134.00000000000034,134.0000000000008,-461.9999999999891,1200.0000000000011,262.00000000000665,433.9999999999975,-25.99999999999625,-4.0000000000048885,,1404.0000000000155
2015.05.05,-117.00000000000443,139.00000000000023,-468.9999999999941,1215.9999999999948,380.00000000000256,444.0000000000026,16.000000000005343,27.000000000001023,,1636.0000000000082
2015.05.05,-135.99999999999568,139.99999999999568,-475.9999999999991,1200.0000000000011,425.0000000000087,420.0000000000017,25.000000000005684,51.00000000000193,,1649.00000000002
2015.05.05,-135.99999999999568,134.99999999999625,-468.9999999999941,1180.0000000000032,377.0000000000051,429.9999999999926,13.00000000000523,37.00000000000614,,1567.0000000000186
