names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['USDCAD', 'EURCAD', 'CADCHF']",100.0,0.88,S
EURUSD,10,"['USDCAD', 'EURCAD', 'CADCHF']",100.0,-0.9,B
USDJPY,10,"['EURNZD', 'NZDUSD', 'NZDCHF', 'GBPUSD']",100.0,0.94,S
USDCAD,10,['EURCHF'],80.0,0.41637301587301623,S
AUDUSD,20,"['AUDCAD', 'NZDUSD', 'GBPAUD', 'EURCAD', 'NZDCHF', 'GBPUSD']",80.0,-0.9,B
CHFJPY,50,"['NZDJPY', 'GBPJPY', 'NZDCHF']",80.0,0.15688888888888888,S
EURGBP,50,"['USDJPY', 'AUDJPY', 'CADJPY', 'EURUSD']",80.0,0.9806666666666668,S
GBPCAD,10,['NZDJPY'],80.0,0.7181111111111111,S
GBPAUD,10,['GBPAUD'],80.0,-0.3357380952380952,B
EURJPY,20,"['NZDUSD', 'NZDCHF', 'GBPUSD']",80.0,-0.5364567099567099,B
EURCAD,50,"['AUDUSD', 'AUDCAD']",80.0,0.5396803751803755,S
EURAUD,10,['USDCAD'],80.0,-0.5629126984126986,B
AUDCAD,20,['NZDCHF'],80.0,0.4609983072483071,S
NZDCAD,10,['AUDUSD'],80.0,-0.9460000000000001,B
AUDNZD,10,"['USDCAD', 'CADCHF', 'EURNZD']",100.0,0.66,S
