date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2015.07.20,-120.99999999999334,-26.999999999999247,-115.0000000000091,-64.99999999999284,-21.999999999999797,-1.0000000000065512,-183.00000000002115,-21.999999999999797,-21.999999999999797,-51.99999999999649,-228.00000000000864,0.0,-98.00000000001319,-45.000000000006146,-221.99999999998886,-76.00000000000762,-82.99999999999841,-36.99999999999193,-66.99999999999484,,-1486.000000000028
2015.07.20,-96.00000000000719,-19.999999999997797,-103.9999999999992,-87.99999999999919,2.000000000002,-38.0000000000047,-120.00000000000455,-2.000000000002,-36.0000000000027,-54.999999999993946,-200.9999999999934,130.0000000000079,-117.00000000001864,-120.00000000000898,-249.99999999999466,-52.00000000000671,-84.00000000000318,31.00000000000591,-88.99999999999464,,-1309.0000000000155
2015.07.20,-35.00000000000725,-102.00000000000209,-103.00000000000864,-68.99999999999685,9.999999999998899,17.999999999984695,-198.0000000000075,4.000000000004,-24.000000000001798,-66.99999999999484,-251.00000000000477,326.0000000000041,-185.00000000000227,-182.0000000000155,-329.00000000000153,-52.99999999999727,-55.00000000000682,34.000000000006025,-34.99999999999615,,-1296.0000000000457
2015.07.20,-14.999999999987246,-85.99999999998609,-73.99999999999807,-39.999999999995595,60.99999999999994,-23.00000000001745,-201.00000000002183,7.0000000000014495,-19.00000000000235,-70.99999999999883,-243.99999999999977,249.99999999999466,-171.0000000000207,-148.00000000001478,-302.0000000000023,-55.00000000000682,-17.000000000010118,115.0000000000091,-21.999999999999797,,-1055.0000000000566
2015.07.20,36.0000000000138,-52.99999999999194,-97.00000000000841,-83.9999999999952,31.000000000003247,13.999999999980695,-217.00000000001296,4.999999999999449,-59.000000000009045,-55.99999999998939,-271.99999999999136,314.00000000001427,-131.00000000000023,-143.00000000000423,-347.9999999999928,-54.000000000002046,-57.00000000000216,84.00000000000318,-68.99999999999685,,-1155.9999999999818
2015.07.20,-24.999999999986144,-24.000000000001798,-130.00000000000966,-117.00000000000044,-39.00000000000014,114.99999999999844,-161.00000000000136,24.000000000001798,-11.00000000000545,-53.999999999998494,-283.9999999999918,450.00000000001705,-118.00000000002342,-154.0000000000097,-356.9999999999851,-31.999999999996476,-100.00000000000853,6.000000000000227,-70.99999999999883,,-1081.9999999999998
2015.07.20,2.0000000000131024,-5.999999999994898,-118.99999999999977,-119.99999999999788,-56.0000000000005,78.00000000000028,-168.00000000000637,0.0,-43.999999999999595,-34.99999999999615,-258.0000000000098,452.99999999999227,-124.00000000002365,-190.00000000000128,-340.9999999999913,-13.999999999995794,-94.99999999999886,-7.999999999995566,-49.99999999999449,,-1095.0
2015.07.20,46.999999999997044,-0.9999999999843467,-96.00000000000364,-100.00000000000009,-39.00000000000014,145.99999999997948,-141.00000000001955,19.00000000000235,-24.000000000001798,-12.999999999996348,-276.00000000001046,448.000000000004,-70.0000000000216,-133.00000000000534,-302.9999999999866,-13.00000000000523,-79.00000000000773,1.0000000000047748,-33.9999999999896,,-661.0000000000448
2015.07.20,-35.00000000000725,-19.999999999997797,-125.0,-102.99999999999754,46.999999999997044,88.99999999998354,-146.000000000015,34.000000000000696,-17.000000000000348,-50.99999999998994,-235.00000000001364,330.00000000003024,-112.99999999999955,-147.00000000000824,-286.99999999999284,-40.99999999999682,-59.00000000001171,99.00000000000375,-30.999999999992145,,-811.0000000000076
2015.07.20,-123.99999999999079,39.999999999995595,-128.0000000000001,-271.9999999999945,-43.00000000000415,51.000000000001044,-106.00000000002296,21.00000000000435,-124.00000000000189,-55.99999999998939,-192.00000000000728,351.0000000000346,-63.0000000000166,-133.00000000000534,-543.0000000000045,-33.00000000000125,-260.0000000000051,5.000000000009663,-227.99999999999488,,-1836.9999999999936
2015.07.20,-113.99999999999189,39.00000000001125,-135.00000000000512,-263.99999999999756,-32.999999999994145,101.99999999997988,-73.0000000000075,75.00000000000284,-126.99999999999933,-50.99999999998994,-157.0000000000107,538.0000000000163,-82.99999999999841,-121.99999999999989,-513.9999999999923,-39.00000000000148,-248.00000000000466,37.9999999999967,-243.99999999999977,,-1411.9999999999857
2015.07.20,-173.99999999998528,36.999999999998145,-157.0000000000107,-425.99999999999307,-95.00000000000064,127.99999999999478,-36.000000000001364,70.99999999999883,-270.0000000000036,-61.999999999995396,-141.9999999999959,565.0000000000155,-76.99999999999818,-152.0000000000188,-846.9999999999977,-18.000000000000682,-439.00000000000716,-36.99999999999193,-426.9999999999996,,-2557.9999999999927
2015.07.20,-180.0000000000024,85.00000000000173,-152.00000000000102,-495.9999999999964,-110.99999999999443,139.00000000000023,-24.00000000000091,73.00000000000084,-307.0000000000017,-55.99999999998939,-137.00000000000045,1024.0000000000027,-46.999999999997044,-117.00000000001154,-966.0000000000002,0.999999999990564,-520.0000000000102,-51.00000000000193,-475.99999999999864,,-2318.0000000000105
2015.07.20,-112.000000000001,85.00000000000173,-157.0000000000107,-426.9999999999996,-104.00000000000409,166.99999999998383,-52.00000000002092,53.999999999998494,-258.0000000000027,-34.99999999999615,-169.00000000001114,1200.0000000000011,-52.00000000002092,-136.00000000000279,-872.9999999999905,-4.0000000000048885,-441.0000000000025,-36.000000000001364,-412.9999999999967,,-1763.0000000000805
2015.07.20,-123.99999999999079,55.000000000005045,-158.00000000000125,-412.9999999999967,-46.00000000000159,196.99999999998053,-33.00000000001546,68.99999999999685,-215.00000000000963,-58.99999999999794,-203.00000000000296,878.0000000000232,-79.00000000000773,-135.00000000001845,-807.9999999999865,-39.00000000000148,-410.0000000000108,43.99999999999693,-393.9999999999944,,-1873.000000000033
2015.07.20,-123.00000000000644,39.999999999995595,-127.00000000000955,-309.99999999999915,226.00000000000398,187.99999999998818,1.999999999981128,85.00000000000173,-135.00000000000733,-59.99999999999339,-134.9999999999909,648.0000000000264,-69.00000000001683,-136.00000000000279,-636.9999999999986,-61.00000000000705,-309.0000000000117,353.00000000000864,-266.999999999995,,-827.0000000000331
2015.07.20,-73.99999999999629,42.0000000000087,-147.00000000000557,-271.9999999999945,456.9999999999963,236.99999999999832,-4.000000000019099,126.0000000000039,-85.00000000000173,-47.9999999999925,-194.99999999999318,581.9999999999936,-79.00000000000773,-99.00000000000463,-597.9999999999874,-70.99999999999795,-261.0000000000099,632.9999999999956,-258.9999999999981,,-115.00000000001222
2015.07.20,-103.99999999999298,38.0000000000047,-149.0000000000009,-212.00000000000108,472.00000000000574,231.99999999998778,-14.000000000010004,161.00000000000003,-16.0000000000049,-55.99999999998939,-189.99999999999773,565.0000000000155,-82.99999999999841,-28.000000000005798,-456.9999999999963,-87.0000000000033,-175.00000000001137,662.0000000000061,-213.99999999999199,,345.00000000001575
