date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2015.07.20,-28.999999999990145,24.000000000001798,-43.00000000000637,-58.99999999999794,28.000000000005798,57.99999999998029,-58.000000000021146,23.00000000000635,-3.0000000000085514,-18.999999999991246,-51.9999999999925,191.00000000000784,-14.000000000010004,-2.0000000000131024,-143.99999999998857,-15.000000000000568,-49.000000000006594,60.000000000002274,-40.99999999999105,,-144.00000000001342
2015.07.20,5.000000000010552,16.000000000016,-97.00000000000841,-39.999999999995595,19.00000000000235,29.999999999996696,-116.00000000001387,12.000000000000899,-1.0000000000065512,-19.999999999997797,-195.99999999999795,330.9999999999924,-92.00000000001296,-87.99999999999919,-181.9999999999933,-25.000000000005684,9.000000000000341,82.99999999999841,3.0000000000085514,,-349.0000000000052
2015.07.20,80.99999999999774,-82.00000000000429,-61.99999999999761,6.0000000000060005,80.99999999999774,57.99999999998029,-198.0000000000075,29.999999999996696,21.999999999999797,-56.99999999999594,-236.99999999999477,343.0000000000266,-170.00000000001592,-140.0000000000068,-238.99999999998923,-51.00000000000193,45.99999999999227,137.00000000000045,17.000000000000348,,-415.00000000001603
2015.07.20,49.00000000001015,-49.99999999999449,-54.000000000002046,-0.999999999995449,100.99999999999554,31.999999999987594,-192.00000000000728,14.999999999998348,13.999999999991797,-54.999999999993946,-177.99999999999727,324.9999999999975,-118.00000000002342,-130.0000000000079,-214.00000000000307,-21.000000000000796,18.999999999991246,156.0000000000059,20.0000000000089,,-282.00000000003865
2015.07.20,69.00000000000794,16.000000000016,-94.99999999999886,-62.99999999999084,34.99999999999615,129.00000000000134,-156.0000000000059,26.999999999999247,-4.999999999999449,-2.999999999997449,-271.99999999999136,538.0000000000163,-84.00000000000318,-108.00000000001918,-252.99999999999213,-19.99999999999602,-22.00000000000557,102.00000000000387,-8.999999999992347,,-173.99999999995148
2015.07.20,28.000000000005798,38.0000000000047,-106.99999999999932,-92.99999999999864,-17.000000000000348,259.9999999999936,-25.000000000005684,99.00000000000463,42.999999999993044,-7.9999999999968985,-234.00000000000887,572.0000000000169,-67.00000000000728,-103.00000000000864,-285.99999999998624,-10.99999999999568,-50.00000000001137,45.000000000001705,-34.99999999999615,,49.000000000005215
2015.07.20,49.99999999999449,33.00000000001635,-76.99999999999818,-86.99999999999264,-26.999999999999247,149.9999999999835,-111.00000000001842,28.000000000005798,-15.00000000000945,-1.999999999990898,-211.00000000001273,584.0000000000067,-40.000000000020464,-120.00000000000898,-279.99999999999136,18.999999999991246,-68.00000000001205,12.000000000000455,-21.999999999999797,,-184.00000000005568
2015.07.20,66.99999999999484,7.0000000000014495,-70.00000000000739,-51.000000000001044,48.000000000003595,153.9999999999875,-116.00000000001387,50.0000000000056,26.999999999999247,-11.999999999989797,-225.9999999999991,499.00000000002717,-70.0000000000216,-101.00000000001774,-237.99999999998266,-12.000000000000455,-26.00000000001046,100.00000000000853,-5.999999999994898,,23.9999999999889
2015.07.20,-31.000000000003247,73.99999999999629,-96.00000000000364,-93.99999999999409,116.00000000000499,114.99999999999844,-97.00000000000841,45.000000000006146,2.999999999997449,-11.999999999989797,-147.99999999999613,487.99999999999955,-8.000000000009777,-70.0000000000145,-231.99999999998778,9.999999999990905,-58.000000000006935,203.00000000000296,-22.999999999995246,,184.99999999998712
2015.07.20,-112.99999999998533,114.0000000000141,-125.0,-251.99999999999667,-24.999999999997247,95.999999999985,-73.0000000000075,75.00000000000284,-121.99999999999989,-21.999999999999797,-90.00000000000341,832.0000000000327,7.999999999981355,-16.000000000016,-495.000000000001,-16.999999999995907,-231.99999999999932,46.00000000000648,-227.99999999999488,,-638.9999999999745
2015.07.20,-72.99999999998974,77.00000000001594,-112.99999999999955,-188.9999999999947,90.0000000000012,238.99999999998923,25.999999999982037,138.00000000000477,-9.999999999998899,-28.999999999990145,-121.00000000000932,703.9999999999935,-25.000000000005684,-50.0000000000167,-419.9999999999982,-19.000000000005457,-164.00000000000148,180.99999999999739,-157.99999999999147,,83.99999999998272
2015.07.20,-160.99999999998892,97.9999999999981,-146.0000000000008,-383.0,-71.99999999999429,139.00000000000023,-24.00000000000091,82.00000000000429,-207.00000000000162,-52.99999999999194,-58.9999999999975,1141.0000000000143,-30.000000000001137,-107.00000000001265,-773.0000000000015,15.000000000000568,-382.000000000005,3.0000000000001137,-350.9999999999902,,-1269.9999999999686
2015.07.20,-104.99999999999955,95.00000000000064,-146.0000000000008,-383.0,-39.00000000000014,210.99999999998343,-9.000000000014552,95.00000000000064,-198.00000000000927,-32.999999999994145,-129.99999999999545,1225.0000000000316,-40.000000000020464,-103.00000000000864,-784.9999999999912,9.000000000000341,-380.00000000000966,40.00000000000625,-354.9999999999942,,-1031.0000000000155
2015.07.20,-102.99999999998644,121.99999999999989,-155.00000000000114,-395.0000000000009,-26.999999999999247,236.99999999999832,3.9999999999906777,107.99999999999699,-198.00000000000927,-10.999999999994348,-146.99999999999136,1259.9999999999945,-16.000000000019554,-69.00000000000794,-773.0000000000015,0.0,-389.00000000001,67.00000000000728,-371.99999999999454,,-857.0000000000285
2015.07.20,-114.99999999999844,87.99999999999919,-114.00000000000432,-270.99999999999903,297.00000000000284,247.99999999998158,54.9999999999784,129.9999999999968,-69.00000000000794,-41.9999999999976,-69.99999999999318,884.0000000000181,-14.000000000010004,-91.00000000001884,-567.9999999999907,16.999999999995907,-266.00000000000534,438.0000000000024,-227.99999999999488,,308.99999999995487
2015.07.20,-51.99999999998539,45.000000000006146,-103.9999999999992,-192.99999999999872,465.0000000000043,255.99999999998957,30.99999999997749,151.00000000000114,-15.00000000000945,-40.99999999999105,-134.9999999999909,743.000000000027,-56.000000000011596,-60.000000000015596,-470.9999999999992,-31.999999999996476,-175.00000000001137,641.9999999999959,-184.99999999999073,,814.0000000000018
2015.07.20,-62.000000000006494,76.0000000000094,-134.00000000000034,-184.99999999999073,485.99999999999756,265.99999999998846,15.999999999991132,168.00000000000148,1.999999999990898,-24.999999999997247,-168.00000000000637,705.0000000000001,-56.000000000011596,-7.0000000000014495,-411.99999999999017,-64.00000000000716,-142.00000000001012,688.0000000000024,-180.99999999999784,,970.9999999999617
2015.07.20,-62.000000000006494,46.999999999997044,-123.00000000000466,-151.00000000000114,526.0000000000042,303.9999999999932,60.99999999997863,192.00000000000327,44.99999999999504,-40.99999999999105,-147.99999999999613,615.9999999999943,-75.00000000001705,-6.000000000017103,-381.99999999999346,-73.0000000000075,-109.00000000000887,719.9999999999989,-159.9999999999935,,1180.999999999928
2015.07.20,-21.00000000000435,19.00000000001345,-111.0000000000042,-34.000000000000696,651.999999999997,349.99999999998363,73.99999999998386,255.00000000000523,168.99999999999693,-42.999999999993044,-181.99999999998795,333.0000000000055,-94.99999999999886,44.99999999998394,-191.99999999999218,-131.00000000000023,27.000000000001023,875.0,-72.99999999998974,,1916.9999999999993
