date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.11.09,-165.00000000000404,-56.99999999999594,-19.00000000001345,-44.999999999987494,-21.999999999999797,-8.999999999992347,-241.99999999998667,0.0,-173.00000000000094,0.0,-123.99999999999523,-49.99999999999449,-356.00000000000074,-29.999999999996696,-25.000000000005684,-49.000000000006594,-14.999999999998348,-14.000000000002899,-24.000000000001798,,-1418.9999999999832
2020.11.09,-243.00000000000432,-34.99999999998504,-19.00000000001345,6.000000000000227,-9.999999999998899,-21.999999999999797,-343.99999999998875,-28.000000000005798,-209.9999999999991,0.999999999995449,-156.0000000000059,-56.99999999999594,-369.99999999998147,-12.999999999996348,-79.9999999999983,-93.00000000000352,9.999999999998899,-31.999999999998696,89.00000000000574,,-1605.999999999975
2020.11.09,-184.00000000000637,41.000000000002146,-36.999999999998145,-6.999999999990791,-36.999999999998145,1.0000000000065512,-359.99999999998255,96.9999999999942,-280.00000000000244,86.99999999999264,-12.000000000000455,39.999999999995595,-434.000000000001,-143.00000000000423,-40.00000000000625,-33.00000000000125,-27.999999999994696,-12.999999999996348,60.99999999999994,,-1280.9999999999916
2020.11.09,-170.00000000000347,188.00000000001037,21.00000000000435,-6.000000000000227,80.00000000000229,102.00000000000209,-412.9999999999967,177.99999999999727,-302.9999999999977,180.99999999999784,175.99999999998772,63.99999999999739,-349.99999999998363,-150.00000000000568,144.00000000000546,72.00000000000273,45.000000000006146,30.000000000007798,73.99999999999629,,-36.9999999999697
2020.11.09,-226.00000000000398,129.00000000000134,-85.00000000000173,-34.99999999999659,12.000000000000899,52.000000000007596,-436.9999999999985,165.00000000000625,-323.0000000000066,174.99999999999181,155.9999999999775,29.00000000001235,-502.9999999999868,-182.99999999999983,155.00000000000114,57.999999999992724,-56.0000000000005,-12.000000000000899,18.999999999991246,,-910.0000000000126
2020.11.09,-251.00000000000122,158.99999999999804,-46.0000000000127,-68.9999999999884,-68.99999999999685,42.0000000000087,-471.9999999999835,147.99999999999613,-341.99999999999784,184.99999999999073,186.9999999999834,45.000000000006146,-678.0000000000008,-184.00000000000637,161.00000000000136,51.00000000000193,-141.99999999999767,-12.999999999996348,-63.99999999999739,,-1351.999999999993
2020.11.09,-256.0000000000007,185.99999999999727,-50.0000000000167,-113.99999999999011,-50.99999999998994,74.00000000000739,-559.9999999999827,177.0000000000067,-399.0000000000049,202.9999999999976,243.99999999999977,41.000000000002146,-703.9999999999935,-306.9999999999906,195.99999999999795,95.99999999998943,-182.99999999999983,-17.999999999995797,-133.00000000000534,,-1557.9999999999718
2020.11.09,-252.0000000000078,243.99999999999977,-14.000000000002899,-43.99999999999693,1.0000000000065512,141.00000000000225,-554.9999999999944,168.99999999999693,-397.99999999999835,245.99999999999068,289.99999999999204,42.0000000000087,-632.9999999999947,-290.9999999999968,228.9999999999992,149.0000000000009,-114.99999999999844,51.000000000001044,-103.00000000000864,,-843.0000000000009
2020.11.09,-223.00000000000654,242.00000000000887,-4.000000000004,-59.99999999998806,42.0000000000087,184.00000000000637,-503.99999999999335,206.99999999999363,-385.99999999999744,297.9999999999983,305.9999999999832,24.000000000001798,-523.9999999999911,-279.00000000000705,233.99999999999466,209.00000000000318,-74.99999999999174,82.00000000000429,-158.99999999999804,,-385.9999999999745
2020.11.09,-214.00000000000307,242.00000000000887,17.999999999984695,-110.99999999999,59.000000000009045,241.00000000000233,-514.9999999999987,233.0000000000041,-395.0000000000009,337.99999999999386,338.99999999999864,-31.000000000003247,-499.9999999999893,-283.99999999999534,272.00000000000557,274.0000000000009,-66.99999999999484,141.99999999999767,-177.00000000000495,,-135.9999999999747
