date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.11.13,-21.00000000000435,-137.9999999999937,21.00000000000435,-48.00000000000182,59.99999999999339,-121.00000000000443,-210.99999999998343,144.00000000000546,-24.999999999997247,-3.0000000000085514,58.000000000002494,-221.99999999998,-191.99999999999218,-99.99999999998899,-131.00000000000023,191.99999999999218,-14.000000000002899,-168.99999999999693,-124.00000000000944,67.99999999999784,100.99999999999909,90.0000000000012,-200.00000000000017,-25.999999999992696,,-1010.9999999999611
2017.11.13,-94.00000000000519,-31.999999999987594,-1.999999999990898,-105.99999999999454,-1.0000000000065512,-76.0000000000094,-251.99999999998556,123.99999999999523,-78.99999999999574,-14.000000000002899,7.0000000000014495,-179.00000000000205,-156.00000000000057,-139.9999999999846,-173.00000000000182,271.99999999998334,-127.99999999999478,-292.00000000000335,-136.0000000000099,57.00000000000216,123.00000000000466,82.00000000000429,-190.00000000000128,-48.000000000003595,,-1432.9999999999893
2017.11.13,-99.00000000000463,94.00000000001629,48.000000000003595,-189.99999999999773,-12.000000000000899,-82.99999999999974,-322.9999999999844,233.0000000000041,-107.00000000000153,-19.00000000000235,-128.00000000000588,-145.99999999998658,19.00000000001345,2.0000000000131024,-322.00000000000273,301.99999999998005,-222.00000000001108,-361.9999999999957,-219.99999999999886,112.99999999999955,185.00000000000227,65.99999999999939,-194.0000000000053,-35.999999999991594,,-1400.9999999999575
2017.11.13,-122.99999999999534,452.00000000000796,35.00000000000725,-212.0000000000033,-21.00000000000435,-108.00000000000809,-331.999999999999,227.00000000000387,-103.99999999999298,-24.000000000001798,-358.9999999999982,241.00000000001387,422.00000000001125,440.00000000001813,-330.0000000000125,323.99999999999096,-229.00000000001253,-280.9999999999979,-213.99999999999864,118.99999999999977,234.99999999999943,84.0000000000063,-248.00000000000378,18.0000000000069,,12.000000000037339
2017.11.13,-158.0000000000026,448.000000000004,-89.99999999999008,-138.00000000000523,-18.0000000000069,-43.00000000000415,-259.9999999999936,112.99999999999955,-132.99999999999423,-62.000000000006494,-261.99999999999557,331.0000000000173,409.99999999999926,441.0000000000025,-103.00000000000864,175.99999999999838,-62.000000000006494,-258.0000000000027,-150.00000000000568,63.00000000000239,112.99999999999955,92.00000000000318,-173.00000000000094,-89.99999999999008,,187.00000000001265
2017.11.13,-133.00000000000534,436.9999999999985,-89.00000000000574,-155.00000000000114,3.999999999992898,-117.00000000000044,-234.00000000000088,165.99999999999682,-122.99999999999534,-65.99999999999939,-255.00000000000523,293.00000000000637,418.9999999999916,482.00000000000466,-126.00000000000477,152.99999999998093,-15.999999999993797,-79.99999999999119,-176.00000000000193,105.00000000000398,206.99999999999363,104.00000000000409,-252.0000000000078,-8.999999999992347,,538.9999999999683
2017.11.13,-138.00000000000477,459.0000000000094,-66.99999999999484,-162.00000000000614,-12.000000000000899,-86.0000000000083,-256.99999999999613,165.99999999999682,-136.00000000000279,-53.00000000000304,-285.9999999999974,308.9999999999975,463.9999999999977,470.00000000001484,-161.00000000000136,164.99999999999292,-75.00000000000284,-185.99999999999727,-193.00000000001205,91.99999999999875,176.00000000000193,78.00000000000028,-204.00000000000418,-31.999999999987594,,330.9999999999907
2017.11.13,-133.00000000000534,451.0000000000014,-73.99999999999629,-158.00000000000125,19.999999999997797,-79.00000000000685,-243.99999999999977,165.99999999999682,-124.00000000000189,-79.00000000000685,-282.0000000000045,308.9999999999975,443.99999999999994,536.0000000000032,-146.000000000015,169.99999999998127,-2.999999999997449,-194.0000000000053,-181.0000000000116,125.0,165.00000000000625,124.00000000000189,-203.00000000000873,-87.99999999999919,,521.9999999999259
2017.11.13,-134.99999999999625,443.99999999999994,-45.000000000006146,-188.0000000000024,47.9999999999925,-103.00000000000864,-273.9999999999965,197.00000000000273,-137.9999999999937,-108.00000000000809,-292.9999999999988,260.0000000000193,456.9999999999963,585.0000000000133,-212.99999999999386,185.99999999999727,14.999999999987246,-178.99999999999582,-219.0000000000083,180.00000000000682,213.99999999999864,143.00000000000423,-221.99999999999997,-88.99999999998354,,523.0000000000264
2017.11.13,-150.00000000000568,449.0000000000105,-78.00000000000028,-177.0000000000067,25.999999999992696,-87.00000000000374,-261.9999999999845,165.99999999999682,-139.00000000000023,-97.00000000000264,-273.9999999999965,280.00000000000114,442.9999999999934,545.0000000000177,-161.00000000000136,164.99999999999292,15.999999999993797,-170.00000000000347,-197.00000000000273,144.99999999999602,189.00000000000716,131.99999999999878,-212.00000000000108,-89.99999999999008,,462.00000000000193
