date,AUDUSD,EURCHF,CADCHF,EURAUD,AUDCAD,NZDCAD,empty,sum
2020.04.27,-761.999999999996,-357.00000000000733,-317.0000000000006,-1325.9999999999827,-884.9999999999914,-655.0000000000056,,-4301.999999999984
2020.04.27,-785.0000000000024,-411.0000000000058,-352.9999999999922,-1444.9999999999852,-947.9999999999933,-692.9999999999992,,-4634.999999999978
2020.04.27,-885.0000000000025,-465.99999999998863,-387.99999999999943,-1648.9999999999893,-1053.9999999999993,-706.0000000000066,,-5147.999999999985
2020.04.27,-817.9999999999965,-534.9999999999966,-415.99999999999415,-1591.9999999999934,-1044.999999999996,-646.0000000000022,,-5051.999999999978
2020.04.27,-736.9999999999987,-546.000000000002,-502.00000000000244,-1529.0000000000025,-897.9999999999987,-504.00000000000443,,-4716.000000000009
2020.04.27,-827.0,-536.0000000000032,-580.9999999999982,-1716.9999999999907,-900.0000000000008,-487.0000000000041,,-5047.999999999996
2020.04.27,-817.9999999999965,-470.9999999999992,-561.9999999999958,-1733.9999999999911,-881.9999999999939,-489.0000000000061,,-4955.999999999983
2020.04.27,-785.9999999999978,-418.9999999999916,-602.0000000000025,-1795.9999999999975,-814.9999999999991,-443.99999999999994,,-4861.999999999989
2020.04.27,-733.0000000000059,-402.9999999999978,-585.0000000000022,-1793.9999999999845,-822.0000000000005,-453.99999999999886,,-4790.99999999999
2020.04.27,-722.9999999999959,-424.00000000000216,-566.9999999999953,-1750.9999999999914,-837.9999999999943,-500.9999999999959,,-4803.9999999999745
2020.04.27,-738.0000000000053,-412.9999999999967,-568.9999999999973,-1701.9999999999814,-800.0000000000007,-458.9999999999983,,-4680.99999999998
2020.04.27,-780.000000000003,-425.99999999999307,-558.9999999999984,-1778.9999999999973,-868.9999999999975,-516.0000000000053,,-4928.9999999999945
2020.04.27,-766.0,-418.9999999999916,-554.9999999999944,-1746.9999999999875,-846.9999999999977,-500.00000000000045,,-4833.999999999971
2020.04.27,-841.9999999999983,-434.000000000001,-603.9999999999934,-1888.0000000000007,-870.9999999999995,-499.000000000005,,-5137.999999999998
2020.04.27,-836.9999999999989,-411.99999999999017,-612.9999999999969,-1895.0000000000023,-842.9999999999937,-463.0000000000023,,-5062.999999999984
2020.04.27,-826.0000000000045,-424.00000000000216,-627.9999999999952,-1896.9999999999932,-830.9999999999928,-417.0000000000007,,-5022.999999999989
2020.04.27,-773.0000000000015,-398.9999999999938,-609.9999999999994,-1830.9999999999827,-786.9999999999933,-365.99999999999966,,-4765.999999999971
2020.04.27,-831.000000000004,-392.9999999999989,-613.9999999999924,-1966.0000000000011,-805.9999999999956,-314.99999999999864,,-4924.999999999991
2020.04.28,-773.0000000000015,-400.00000000000034,-692.9999999999992,-1918.9999999999818,-656.000000000001,-114.00000000000298,,-4554.999999999986
2020.04.28,-822.9999999999959,-370.00000000000364,-595.9999999999966,-1912.999999999987,-744.9999999999957,-141.99999999999767,,-4588.999999999976
2020.04.28,-831.9999999999994,-373.00000000000114,-656.9999999999965,-1949.999999999985,-771.9999999999949,-148.0000000000037,,-4731.99999999998
2020.04.28,-778.9999999999964,-405.9999999999952,-673.9999999999968,-1785.9999999999986,-695.9999999999966,-77.00000000000485,,-4417.999999999988
2020.04.28,-663.0000000000025,-398.00000000000944,-681.9999999999937,-1550.9999999999914,-537.9999999999941,49.99999999999449,,-3781.9999999999964
2020.04.28,-687.9999999999998,-394.00000000000546,-640.9999999999916,-1613.999999999982,-625.9999999999932,-4.999999999999449,,-3967.999999999972
2020.04.28,-763.9999999999981,-405.9999999999952,-657.9999999999919,-1691.9999999999825,-670.9999999999993,-6.0000000000060005,,-4196.999999999973
2020.04.28,-797.0000000000033,-401.00000000000693,-629.9999999999973,-1756.9999999999864,-739.0000000000008,-36.999999999998145,,-4360.999999999993
2020.04.28,-797.0000000000033,-402.9999999999978,-585.0000000000022,-1743.99999999999,-788.9999999999952,49.99999999999449,,-4267.999999999994
2020.04.28,-573.0000000000013,-392.9999999999989,-524.0000000000023,-1315.9999999999839,-622.0000000000003,205.99999999999508,,-3221.999999999992
2020.04.28,-577.0000000000052,-398.9999999999938,-509.9999999999993,-1329.0000000000025,-650.9999999999905,273.000000000001,,-3192.9999999999905
2020.04.28,-595.9999999999966,-411.0000000000058,-515.9999999999942,-1320.9999999999943,-656.000000000001,197.00000000000273,,-3302.999999999989
2020.04.28,-619.9999999999983,-401.00000000000693,-531.9999999999991,-1397.9999999999882,-668.9999999999974,163.99999999999747,,-3455.9999999999927
2020.04.28,-626.0000000000043,-401.00000000000693,-546.9999999999975,-1451.9999999999866,-669.9999999999928,170.99999999999892,,-3524.999999999989
2020.04.28,-617.9999999999964,-370.00000000000364,-502.9999999999979,-1472.999999999991,-715.9999999999944,156.99999999999602,,-3522.9999999999877
2020.04.28,-623.0000000000069,-387.99999999998835,-519.9999999999983,-1480.999999999999,-711.9999999999905,210.99999999999451,,-3512.9999999999886
2020.04.28,-695.0000000000011,-397.0000000000029,-532.9999999999945,-1641.999999999988,-788.9999999999952,192.99999999999872,,-3862.999999999983
2020.04.28,-758.0000000000031,-397.0000000000029,-556.0000000000009,-1770.9999999999893,-839.0000000000009,112.000000000001,,-4208.999999999996
2020.04.28,-714.0000000000035,-543.999999999989,-681.9999999999937,-1817.9999999999864,-827.9999999999955,112.99999999999643,,-4472.999999999972
2020.04.28,-736.0000000000033,-719.000000000003,-822.0000000000005,-1907.9999999999986,-844.9999999999958,90.99999999999665,,-4939.000000000005
2020.04.28,-941.000000000003,-669.0000000000085,-759.999999999994,-2168.9999999999986,-1023.9999999999916,-75.9999999999983,,-5638.999999999994
2020.04.28,-1061.000000000001,-794.9999999999901,-881.9999999999939,-2347.9999999999945,-1057.9999999999923,-97.9999999999981,,-6241.999999999969
2020.04.28,-1036.0000000000036,-619.9999999999983,-707.000000000002,-2096.999999999993,-1010.9999999999952,-104.99999999999955,,-5575.999999999991
2020.04.28,-1019.0000000000032,-722.0000000000005,-817.000000000001,-2068.9999999999877,-940.9999999999918,-18.0000000000069,,-5585.999999999992
2020.04.28,-1170.0000000000043,-739.0000000000008,-910.9999999999951,-2057.9999999999823,-823.9999999999914,7.0000000000014495,,-5694.999999999971
2020.04.28,-1138.0000000000057,-655.9999999999899,-887.9999999999999,-1974.9999999999934,-737.9999999999942,97.00000000000264,,-5297.999999999981
2020.04.28,-1134.0000000000016,-631.0000000000038,-859.9999999999941,-1878.0000000000018,-702.9999999999981,129.00000000000134,,-5076.999999999999
2020.04.28,-1183.9999999999961,-629.9999999999973,-824.0000000000025,-1995.9999999999977,-810.9999999999951,-4.999999999999449,,-5449.999999999988
2020.04.28,-1314.9999999999995,-655.9999999999899,-836.9999999999989,-2288.0000000000014,-973.999999999997,-170.00000000000347,,-6239.99999999999
2020.04.28,-1236.0000000000039,-669.9999999999928,-809.9999999999997,-2069.999999999994,-900.9999999999962,-106.00000000000608,,-5792.999999999994
2020.04.28,-1228.0000000000068,-565.9999999999999,-814.9999999999991,-2170.9999999999895,-852.9999999999926,-78.00000000000028,,-5710.999999999988
2020.04.28,-1189.0000000000068,-543.999999999989,-856.0000000000013,-2200.9999999999864,-791.9999999999927,-6.0000000000060005,,-5587.999999999983
2020.04.28,-1133.0000000000061,-428.00000000000614,-849.9999999999952,-2082.9999999999905,-654.9999999999944,58.000000000002494,,-5090.99999999999
2020.04.28,-1056.9999999999968,-400.00000000000034,-812.999999999997,-2272.999999999992,-630.9999999999927,82.99999999999974,,-5090.999999999979
2020.04.28,-1099.0000000000055,-404.9999999999887,-831.9999999999994,-2244.0000000000014,-745.9999999999911,29.000000000001247,,-5296.9999999999845
2020.04.28,-1085.0000000000027,-381.99999999999346,-778.0000000000009,-2505.000000000002,-935.9999999999924,-156.00000000000057,,-5841.999999999993
2020.04.28,-1170.0000000000043,-371.99999999999454,-744.9999999999957,-2617.999999999987,-1036.999999999999,-273.9999999999965,,-6215.999999999977
2020.04.28,-1175.0000000000039,-347.0000000000084,-749.9999999999951,-2684.999999999982,-1039.0000000000011,-273.9999999999965,,-6269.999999999986
2020.04.28,-1128.0000000000068,-339.0000000000004,-766.0,-2662.999999999993,-1001.9999999999918,-229.99999999999687,,-6127.999999999989
2020.04.28,-1156.9999999999968,-350.00000000000585,-778.9999999999964,-2705.9999999999864,-1017.9999999999967,-250.00000000000577,,-6259.999999999987
2020.04.28,-1266.0000000000005,-309.99999999998806,-819.9999999999985,-2991.9999999999945,-1079.999999999992,-277.000000000005,,-6744.999999999978
2020.04.28,-1239.9999999999966,-283.99999999999534,-710.999999999995,-2861.999999999987,-1133.9999999999907,-334.9999999999964,,-6565.999999999961
2020.04.28,-1216.000000000006,-295.0000000000008,-744.0000000000002,-2797.9999999999895,-1067.9999999999911,-258.9999999999981,,-6379.999999999985
2020.04.28,-1185.9999999999982,-314.99999999999864,-773.9999999999969,-2720.9999999999955,-1005.0000000000003,-224.000000000002,,-6224.999999999991
2020.04.28,-1189.0000000000068,-304.9999999999997,-800.0000000000007,-2739.999999999987,-966.0000000000002,-185.99999999999727,,-6185.999999999992
2020.04.28,-1163.9999999999984,-323.99999999999096,-774.9999999999924,-2712.9999999999877,-1002.9999999999983,-238.0000000000049,,-6216.999999999972
2020.04.28,-1153.9999999999995,-283.99999999999534,-830.9999999999928,-2811.9999999999923,-946.9999999999978,-199.00000000000472,,-6226.999999999983
2020.04.28,-1089.0000000000066,-245.0000000000063,-770.9999999999994,-2781.9999999999955,-957.9999999999922,-219.99999999999798,,-6064.999999999997
2020.04.29,-1063.9999999999982,-218.00000000000708,-712.0000000000015,-2699.9999999999914,-918.999999999992,-129.9999999999968,,-5742.999999999986
2020.04.29,-1083.0000000000007,-214.00000000000307,-707.9999999999975,-2735.9999999999827,-952.9999999999927,-223.00000000000654,,-5916.999999999983
2020.04.29,-1117.0000000000014,-259.0000000000092,-754.9999999999945,-2726.9999999999905,-973.999999999997,-236.99999999999832,,-6068.999999999991
2020.04.29,-1129.0000000000023,-255.99999999998957,-729.9999999999973,-2736.9999999999895,-1012.9999999999973,-285.9999999999974,,-6150.999999999973
2020.04.29,-1207.0000000000025,-265.99999999998846,-768.000000000002,-2869.999999999995,-1044.999999999996,-334.00000000000097,,-6489.9999999999845
2020.04.29,-1214.0000000000039,-252.0000000000078,-761.0000000000006,-2847.999999999984,-1027.0000000000002,-407.99999999999727,,-6509.999999999994
2020.04.29,-1285.9999999999982,-256.99999999999613,-807.0000000000022,-3014.99999999999,-1058.9999999999989,-456.9999999999963,,-6880.999999999982
2020.04.29,-1385.9999999999984,-259.9999999999936,-817.000000000001,-3123.9999999999936,-1117.9999999999968,-526.9999999999997,,-7231.999999999984
2020.04.29,-1339.9999999999968,-292.00000000000335,-830.9999999999928,-3054.9999999999854,-975.9999999999991,-404.0000000000044,,-6897.999999999982
2020.04.29,-1378.0000000000014,-280.9999999999979,-856.9999999999967,-3050.9999999999814,-1033.9999999999905,-495.9999999999964,,-7096.999999999964
2020.04.29,-1461.0000000000011,-295.0000000000008,-849.9999999999952,-3159.999999999985,-1122.9999999999961,-477.0000000000052,,-7365.999999999984
2020.04.29,-1478.999999999997,-312.00000000000114,-870.9999999999995,-3232.999999999997,-1152.999999999993,-482.00000000000466,,-7529.999999999992
2020.04.29,-1458.999999999999,-285.00000000000193,-874.9999999999925,-3279.999999999994,-1146.999999999998,-451.0000000000014,,-7496.999999999987
2020.04.29,-1541.0000000000034,-283.99999999999534,-875.999999999999,-3457.999999999983,-1245.9999999999916,-499.000000000005,,-7903.999999999978
2020.04.29,-1509.0000000000048,-303.9999999999932,-885.999999999998,-3397.99999999999,-1208.9999999999934,-423.0000000000067,,-7728.999999999985
2020.04.29,-1497.0000000000039,-306.00000000000625,-866.9999999999956,-3296.9999999999945,-1179.9999999999923,-443.99999999999994,,-7590.999999999993
2020.04.29,-1546.9999999999984,-313.00000000000773,-883.0000000000005,-3397.99999999999,-1214.9999999999993,-499.000000000005,,-7855.0
2020.04.29,-1607.000000000003,-313.00000000000773,-907.0000000000023,-3498.000000000001,-1241.9999999999986,-495.000000000001,,-8062.000000000014
2020.04.29,-1550.0000000000068,-341.99999999999784,-907.0000000000023,-3522.9999999999873,-1286.9999999999936,-531.0000000000036,,-8139.999999999992
2020.04.29,-1548.000000000005,-353.0000000000033,-895.0000000000014,-3405.9999999999977,-1257.9999999999925,-500.9999999999959,,-7960.999999999996
2020.04.29,-1597.9999999999993,-381.0000000000091,-862.9999999999916,-3322.9999999999873,-1273.9999999999973,-548.9999999999995,,-7987.999999999984
2020.04.29,-1560.000000000006,-411.0000000000058,-847.9999999999932,-3144.9999999999977,-1218.9999999999923,-539.999999999996,,-7722.999999999991
2020.04.29,-1504.0000000000052,-398.9999999999938,-840.9999999999917,-3013.999999999983,-1146.999999999998,-475.0000000000032,,-7379.999999999976
2020.04.29,-1460.0000000000057,-390.0000000000015,-868.000000000002,-2951.999999999999,-1057.9999999999923,-414.00000000000324,,-7142.000000000004
2020.04.29,-1450.0000000000068,-391.000000000008,-871.999999999995,-2864.0,-1008.9999999999932,-358.0000000000028,,-6944.000000000006
2020.04.29,-1302.9999999999986,-458.00000000000284,-963.9999999999982,-2707.999999999999,-867.999999999991,-234.00000000000088,,-6534.99999999999
2020.04.29,-1305.9999999999961,-446.9999999999974,-925.9999999999935,-2700.9999999999977,-909.9999999999997,-265.99999999999955,,-6555.999999999985
2020.04.29,-1312.9999999999975,-506.0000000000064,-971.9999999999951,-2814.9999999999895,-955.9999999999902,-221.99999999999997,,-6783.999999999979
2020.04.29,-1305.0000000000007,-476.9999999999941,-983.0000000000006,-2798.999999999996,-908.9999999999932,-248.99999999999923,,-6721.999999999983
2020.04.29,-1283.000000000001,-458.00000000000284,-993.9999999999949,-2867.999999999982,-911.9999999999906,-275.99999999999847,,-6790.999999999969
2020.04.29,-1331.0000000000043,-432.9999999999945,-918.999999999992,-3094.999999999981,-939.9999999999964,-290.9999999999968,,-7008.999999999965
2020.04.29,-1446.0000000000027,-469.0000000000083,-1024.9999999999982,-3057.999999999983,-989.9999999999909,-297.9999999999983,,-7285.999999999982
2020.04.29,-1456.0000000000018,-339.0000000000004,-879.9999999999919,-2966.000000000002,-1016.9999999999901,-375.9999999999986,,-7033.9999999999845
2020.04.29,-1534.000000000002,-390.0000000000015,-956.9999999999967,-3176.000000000001,-1058.9999999999989,-389.000000000006,,-7505.000000000007
2020.04.29,-1446.0000000000027,-378.999999999996,-998.9999999999943,-3203.9999999999845,-1022.9999999999961,-392.00000000000347,,-7442.999999999977
2020.04.29,-1544.000000000001,-421.0000000000047,-1008.9999999999932,-3384.9999999999936,-1146.999999999998,-502.9999999999979,,-8008.999999999989
2020.04.29,-1522.0000000000011,-465.99999999998863,-1074.9999999999927,-3315.9999999999854,-1063.9999999999982,-419.9999999999982,,-7862.9999999999645
2020.04.29,-1551.9999999999977,-561.9999999999958,-1080.9999999999986,-3388.9999999999977,-1181.999999999994,-502.00000000000244,,-8267.999999999985
2020.04.29,-1566.9999999999961,-629.9999999999973,-1141.9999999999986,-3406.9999999999823,-1157.9999999999923,-487.0000000000041,,-8390.99999999997
2020.04.29,-1544.9999999999964,-675.0000000000034,-1227.0000000000002,-3458.99999999999,-1122.9999999999961,-517.0000000000008,,-8545.999999999987
2020.04.29,-1588.0000000000005,-733.0000000000059,-1200.9999999999966,-3367.999999999993,-1149.0,-597.9999999999985,,-8636.999999999995
2020.04.29,-1436.0000000000039,-670.9999999999993,-1168.0000000000023,-3058.9999999999895,-861.0000000000007,-340.00000000000693,,-7535.000000000003
2020.04.29,-1626.0000000000052,-775.9999999999989,-1234.0000000000018,-3206.9999999999823,-1056.9999999999968,-529.9999999999972,,-8429.999999999982
2020.04.29,-1607.000000000003,-818.9999999999919,-1312.000000000002,-3247.999999999984,-1015.9999999999947,-578.0000000000007,,-8579.999999999976
2020.04.29,-1665.0000000000055,-780.000000000003,-1331.9999999999998,-3359.9999999999854,-1020.9999999999941,-573.9999999999967,,-8731.999999999984
2020.04.29,-1656.0000000000018,-760.9999999999894,-1330.9999999999934,-3322.9999999999873,-984.9999999999915,-526.9999999999997,,-8582.999999999964
2020.04.29,-1668.9999999999982,-757.0000000000076,-1290.0000000000023,-3349.9999999999864,-1036.999999999999,-592.9999999999991,,-8695.999999999993
2020.04.29,-1751.999999999998,-638.0000000000052,-1279.9999999999923,-3694.999999999982,-1090.9999999999975,-561.0000000000003,,-9016.999999999975
2020.04.30,-1772.0000000000068,-646.9999999999976,-1251.000000000002,-3674.9999999999836,-1135.9999999999925,-592.9999999999991,,-9073.999999999982
2020.04.30,-1761.0000000000014,-651.0000000000016,-1261.9999999999964,-3649.9999999999977,-1116.9999999999902,-587.9999999999997,,-9028.999999999987
2020.04.30,-1758.000000000004,-737.9999999999942,-1317.0000000000016,-3603.999999999985,-1122.9999999999961,-633.0000000000058,,-9172.999999999987
2020.04.30,-1687.0000000000052,-717.9999999999964,-1312.000000000002,-3399.999999999981,-1001.9999999999918,-584.0000000000067,,-8702.999999999984
2020.04.30,-1721.000000000006,-693.9999999999947,-1288.0000000000002,-3472.9999999999927,-1058.9999999999989,-678.0000000000008,,-8912.999999999993
2020.04.30,-1736.9999999999995,-699.0000000000052,-1312.000000000002,-3481.999999999985,-1044.999999999996,-636.0000000000032,,-8910.99999999999
2020.04.30,-1627.0000000000007,-693.9999999999947,-1315.999999999995,-3366.0000000000023,-964.9999999999936,-563.0000000000024,,-8530.999999999989
2020.04.30,-1570.0000000000048,-672.9999999999902,-1330.9999999999934,-3359.000000000001,-905.9999999999957,-478.0000000000006,,-8316.999999999985
2020.04.30,-1526.0000000000052,-656.9999999999965,-1319.9999999999989,-3223.9999999999823,-820.999999999994,-397.99999999999835,,-7945.999999999975
2020.04.30,-1627.0000000000007,-658.0000000000031,-1339.9999999999968,-3362.9999999999827,-901.9999999999917,-451.9999999999969,,-8341.999999999973
2020.04.30,-1629.0000000000027,-683.9999999999957,-1375.9999999999995,-3366.0000000000023,-879.9999999999919,-441.99999999999795,,-8376.999999999989
2020.04.30,-1588.0000000000005,-682.9999999999892,-1366.0000000000005,-3338.999999999981,-869.999999999993,-431.99999999999903,,-8277.999999999962
2020.04.30,-1636.000000000004,-690.9999999999972,-1406.9999999999916,-3490.9999999999995,-912.9999999999972,-472.00000000000574,,-8609.999999999996
2020.04.30,-1749.999999999996,-658.0000000000031,-1405.0000000000007,-3742.000000000001,-1022.9999999999961,-572.0000000000058,,-9150.000000000002
2020.04.30,-1780.9999999999993,-636.9999999999986,-1439.0000000000014,-3892.999999999991,-1052.9999999999927,-556.9999999999964,,-9359.99999999998
2020.04.30,-1829.9999999999982,-611.9999999999903,-1407.9999999999982,-3993.9999999999864,-1116.9999999999902,-675.9999999999989,,-9636.999999999962
2020.04.30,-1833.0000000000068,-604.9999999999889,-1373.9999999999975,-3942.000000000001,-1130.9999999999932,-678.0000000000008,,-9562.999999999987
2020.04.30,-1858.9999999999995,-669.9999999999928,-1417.0000000000016,-4001.9999999999945,-1150.999999999991,-700.999999999996,,-9799.999999999975
2020.04.30,-1760.000000000006,-622.9999999999958,-1322.000000000001,-3769.0,-1118.9999999999923,-692.0000000000038,,-9284.999999999998
2020.04.30,-1726.0000000000052,-680.9999999999983,-1269.9999999999934,-3410.000000000002,-1042.9999999999939,-624.9999999999977,,-8754.99999999999
2020.04.30,-1617.9999999999973,-636.9999999999986,-1283.9999999999964,-3298.9999999999854,-925.9999999999935,-504.00000000000443,,-8267.999999999976
2020.04.30,-1651.0000000000025,-537.0000000000097,-1166.0000000000005,-3177.999999999992,-920.9999999999941,-456.9999999999963,,-7909.9999999999945
2020.04.30,-1619.9999999999993,-455.0000000000054,-1125.9999999999936,-3232.999999999997,-944.9999999999958,-446.9999999999974,,-7825.999999999987
2020.04.30,-1636.000000000004,-432.9999999999945,-1074.9999999999927,-3116.999999999992,-903.9999999999937,-367.0000000000062,,-7531.999999999984
2020.04.30,-1624.0000000000032,-435.0000000000076,-1088.9999999999955,-3116.999999999992,-906.9999999999911,-390.0000000000015,,-7561.999999999991
2020.04.30,-1592.0000000000045,-358.9999999999982,-1207.0000000000025,-3355.9999999999814,-810.9999999999951,-326.9999999999995,,-7651.999999999982
2020.04.30,-1651.999999999998,-401.00000000000693,-1212.9999999999975,-3249.9999999999973,-796.9999999999922,-309.0000000000037,,-7621.999999999995
2020.04.30,-1658.0000000000039,-313.00000000000773,-1095.999999999997,-3311.999999999982,-906.9999999999911,-414.00000000000324,,-7699.999999999985
2020.04.30,-1634.9999999999975,-357.00000000000733,-1054.9999999999948,-3232.999999999997,-949.9999999999953,-516.0000000000053,,-7745.999999999997
2020.04.30,-1673.9999999999977,-319.0000000000026,-1139.9999999999966,-3473.999999999999,-940.9999999999918,-568.0000000000018,,-8115.99999999999
2020.04.30,-1626.0000000000052,-306.00000000000625,-1044.999999999996,-3457.999999999983,-863.9999999999981,-500.9999999999959,,-7799.999999999985
2020.04.30,-1395.0000000000018,-415.99999999999415,-1093.999999999995,-2641.9999999999886,-628.9999999999907,-550.000000000006,,-6725.999999999977
2020.04.30,-1309.0000000000045,-375.9999999999986,-1220.9999999999943,-2813.999999999983,-526.9999999999997,-575.0000000000033,,-6821.999999999984
2020.04.30,-1353.000000000004,-269.00000000000813,-1049.0,-2790.9999999999877,-640.9999999999916,-665.0000000000044,,-6767.999999999996
2020.04.30,-1453.0000000000043,-343.99999999998875,-846.9999999999977,-2522.9999999999864,-823.9999999999914,-817.9999999999965,,-6808.999999999965
2020.04.30,-1658.9999999999993,-422.9999999999956,-563.0000000000024,-2122.000000000002,-1027.9999999999957,-1104.000000000005,,-6899.0
2020.04.30,-1592.0000000000045,-531.9999999999991,-712.9999999999969,-2095.0000000000023,-930.999999999993,-953.0000000000039,,-6815.999999999999
2020.04.30,-1424.9999999999984,-502.00000000000244,-646.0000000000022,-1832.9999999999957,-846.9999999999977,-978.9999999999966,,-6231.999999999993
2020.04.30,-1358.999999999999,-504.9999999999999,-514.9999999999987,-1608.9999999999939,-890.9999999999974,-944.0000000000003,,-5822.999999999989
2020.04.30,-1429.999999999998,-458.00000000000284,-500.9999999999959,-1788.9999999999961,-969.9999999999931,-1017.9999999999967,,-6165.999999999982
2020.04.30,-1436.0000000000039,-462.9999999999912,-446.00000000000193,-1676.9999999999952,-980.9999999999985,-1070.0000000000043,,-6072.9999999999945
2020.04.30,-1358.0000000000036,-473.99999999999665,-327.99999999999494,-1456.9999999999973,-1025.9999999999936,-1117.9999999999968,,-5760.999999999982
2020.04.30,-1402.0000000000032,-499.9999999999893,-470.9999999999992,-1518.9999999999816,-897.9999999999987,-983.0000000000006,,-5772.999999999974
2020.04.30,-1405.9999999999961,-541.9999999999981,-483.99999999999557,-1498.9999999999836,-908.9999999999932,-929.000000000002,,-5768.999999999968
2020.04.30,-1407.0000000000027,-557.9999999999918,-507.9999999999973,-1448.999999999989,-848.9999999999998,-900.0000000000008,,-5670.999999999982
2020.04.30,-1350.0000000000068,-550.9999999999903,-473.0000000000012,-1295.9999999999861,-818.9999999999919,-822.0000000000005,,-5310.999999999976
2020.04.30,-1365.000000000005,-526.0000000000042,-485.99999999999756,-1390.9999999999866,-817.000000000001,-802.9999999999982,,-5387.999999999993
2020.04.30,-1280.0000000000034,-499.000000000005,-343.9999999999999,-1271.9999999999843,-867.999999999991,-895.0000000000014,,-5157.999999999985
