date,EURCHF,empty,sum
2020.01.20,-22.999999999995246,,-22.999999999995246
2020.01.20,-35.999999999991594,,-35.999999999991594
2020.01.20,-59.99999999999339,,-59.99999999999339
2020.01.20,-92.99999999998754,,-92.99999999998754
2020.01.20,-92.00000000000318,,-92.00000000000318
2020.01.20,-58.99999999998684,,-58.99999999998684
2020.01.20,-61.99999999998429,,-61.99999999998429
2020.01.20,-78.00000000000028,,-78.00000000000028
2020.01.20,-82.99999999998863,,-82.99999999998863
2020.01.20,-66.99999999999484,,-66.99999999999484
2020.01.20,-96.99999999999153,,-96.99999999999153
2020.01.20,-116.99999999998934,,-116.99999999998934
2020.01.20,-93.99999999999409,,-93.99999999999409
2020.01.20,-75.99999999998718,,-75.99999999998718
2020.01.20,-82.99999999998863,,-82.99999999998863
2020.01.20,-137.9999999999937,,-137.9999999999937
2020.01.20,-147.99999999999258,,-147.99999999999258
2020.01.20,-170.99999999998784,,-170.99999999998784
2020.01.20,-137.9999999999937,,-137.9999999999937
2020.01.20,-69.9999999999923,,-69.9999999999923
2020.01.20,-99.99999999998899,,-99.99999999998899
2020.01.20,-102.99999999998644,,-102.99999999998644
2020.01.20,-48.99999999998794,,-48.99999999998794
2020.01.20,-34.99999999998504,,-34.99999999998504
2020.01.20,-51.99999999998539,,-51.99999999998539
2020.01.20,-109.00000000000354,,-109.00000000000354
2020.01.20,-76.99999999999375,,-76.99999999999375
2020.01.20,-100.99999999999554,,-100.99999999999554
2020.01.20,-100.99999999999554,,-100.99999999999554
2020.01.20,-62.99999999999084,,-62.99999999999084
2020.01.20,-26.999999999999247,,-26.999999999999247
2020.01.20,-60.99999999999994,,-60.99999999999994
2020.01.20,-68.99999999998573,,-68.99999999998573
2020.01.20,-49.99999999999449,,-49.99999999999449
2020.01.20,-62.99999999999084,,-62.99999999999084
2020.01.20,-114.99999999999844,,-114.99999999999844
2020.01.20,-95.00000000000064,,-95.00000000000064
2020.01.20,-72.99999999998974,,-72.99999999998974
2020.01.20,-95.999999999985,,-95.999999999985
2020.01.20,-82.00000000000429,,-82.00000000000429
2020.01.20,-80.99999999999774,,-80.99999999999774
2020.01.20,-104.99999999999955,,-104.99999999999955
2020.01.20,-89.99999999999008,,-89.99999999999008
2020.01.20,-104.99999999999955,,-104.99999999999955
2020.01.20,-89.99999999999008,,-89.99999999999008
2020.01.20,-106.99999999999044,,-106.99999999999044
2020.01.20,-89.99999999999008,,-89.99999999999008
2020.01.20,-85.00000000000173,,-85.00000000000173
2020.01.21,-80.99999999999774,,-80.99999999999774
2020.01.21,-70.99999999999883,,-70.99999999999883
2020.01.21,-114.99999999999844,,-114.99999999999844
2020.01.21,-134.99999999999625,,-134.99999999999625
2020.01.21,-133.00000000000534,,-133.00000000000534
2020.01.21,-133.99999999998968,,-133.99999999998968
2020.01.21,-70.99999999999883,,-70.99999999999883
2020.01.21,-18.999999999991246,,-18.999999999991246
2020.01.21,-48.000000000003595,,-48.000000000003595
2020.01.21,-21.00000000000435,,-21.00000000000435
2020.01.21,-58.99999999998684,,-58.99999999998684
2020.01.21,-58.99999999998684,,-58.99999999998684
2020.01.21,-26.999999999999247,,-26.999999999999247
2020.01.21,-75.99999999998718,,-75.99999999998718
2020.01.21,-92.99999999998754,,-92.99999999998754
2020.01.21,-58.99999999998684,,-58.99999999998684
2020.01.21,-86.99999999999264,,-86.99999999999264
2020.01.21,-41.000000000002146,,-41.000000000002146
2020.01.21,-70.99999999999883,,-70.99999999999883
2020.01.21,-17.999999999984695,,-17.999999999984695
2020.01.21,-28.000000000005798,,-28.000000000005798
2020.01.21,-52.99999999999194,,-52.99999999999194
2020.01.21,-76.99999999999375,,-76.99999999999375
2020.01.21,-46.999999999997044,,-46.999999999997044
2020.01.21,-106.00000000000608,,-106.00000000000608
2020.01.21,-82.00000000000429,,-82.00000000000429
2020.01.21,-95.999999999985,,-95.999999999985
2020.01.21,-137.9999999999937,,-137.9999999999937
2020.01.21,-146.00000000000168,,-146.00000000000168
2020.01.21,-112.99999999998533,,-112.99999999998533
2020.01.21,-127.99999999999478,,-127.99999999999478
2020.01.21,-139.9999999999846,,-139.9999999999846
2020.01.21,-180.0000000000024,,-180.0000000000024
2020.01.21,-97.9999999999981,,-97.9999999999981
2020.01.21,-63.99999999999739,,-63.99999999999739
2020.01.21,-73.99999999999629,,-73.99999999999629
2020.01.21,-93.99999999999409,,-93.99999999999409
2020.01.21,-116.99999999998934,,-116.99999999998934
2020.01.21,-78.99999999998464,,-78.99999999998464
2020.01.21,-78.99999999998464,,-78.99999999998464
2020.01.21,-62.99999999999084,,-62.99999999999084
2020.01.21,-34.000000000000696,,-34.000000000000696
2020.01.21,-58.000000000002494,,-58.000000000002494
2020.01.21,-82.00000000000429,,-82.00000000000429
2020.01.21,-70.99999999999883,,-70.99999999999883
2020.01.21,-76.99999999999375,,-76.99999999999375
2020.01.21,-45.99999999999049,,-45.99999999999049
2020.01.21,-34.99999999998504,,-34.99999999998504
2020.01.22,-7.999999999985796,,-7.999999999985796
2020.01.22,4.000000000004,,4.000000000004
2020.01.22,-45.000000000006146,,-45.000000000006146
2020.01.22,-75.00000000000284,,-75.00000000000284
2020.01.22,-112.99999999998533,,-112.99999999998533
2020.01.22,-116.00000000000499,,-116.00000000000499
2020.01.22,-123.99999999999079,,-123.99999999999079
2020.01.22,-117.99999999999588,,-117.99999999999588
2020.01.22,-119.00000000000244,,-119.00000000000244
2020.01.22,-153.00000000000313,,-153.00000000000313
2020.01.22,-160.00000000000458,,-160.00000000000458
2020.01.22,-161.99999999999548,,-161.99999999999548
2020.01.22,-141.99999999999767,,-141.99999999999767
2020.01.22,-137.9999999999937,,-137.9999999999937
2020.01.22,-171.99999999999437,,-171.99999999999437
2020.01.22,-168.99999999999693,,-168.99999999999693
2020.01.22,-171.99999999999437,,-171.99999999999437
2020.01.22,-184.99999999999073,,-184.99999999999073
2020.01.22,-124.99999999999733,,-124.99999999999733
2020.01.22,-425.99999999999307,,-425.99999999999307
2020.01.22,-268.9999999999859,,-268.9999999999859
2020.01.22,-390.9999999999858,,-390.9999999999858
2020.01.22,-497.99999999999847,,-497.99999999999847
2020.01.22,-412.9999999999967,,-412.9999999999967
2020.01.22,-368.9999999999971,,-368.9999999999971
2020.01.22,-364.9999999999931,,-364.9999999999931
2020.01.22,-334.9999999999964,,-334.9999999999964
2020.01.22,-319.999999999987,,-319.999999999987
2020.01.22,-299.00000000000483,,-299.00000000000483
2020.01.22,-270.99999999999903,,-270.99999999999903
2020.01.22,-229.99999999999687,,-229.99999999999687
2020.01.22,-219.99999999999798,,-219.99999999999798
2020.01.22,-130.99999999999224,,-130.99999999999224
2020.01.22,-79.99999999999119,,-79.99999999999119
2020.01.22,-129.00000000000134,,-129.00000000000134
2020.01.22,-117.99999999999588,,-117.99999999999588
2020.01.22,-165.9999999999995,,-165.9999999999995
2020.01.22,-160.00000000000458,,-160.00000000000458
2020.01.22,-156.99999999998494,,-156.99999999998494
2020.01.22,-113.99999999999189,,-113.99999999999189
2020.01.22,-112.99999999998533,,-112.99999999998533
2020.01.22,-82.00000000000429,,-82.00000000000429
2020.01.22,-93.99999999999409,,-93.99999999999409
2020.01.22,-86.99999999999264,,-86.99999999999264
2020.01.22,-65.00000000000395,,-65.00000000000395
2020.01.22,-36.999999999998145,,-36.999999999998145
2020.01.22,-55.000000000005045,,-55.000000000005045
2020.01.22,-38.99999999998904,,-38.99999999998904
2020.01.23,-25.999999999992696,,-25.999999999992696
2020.01.23,-45.000000000006146,,-45.000000000006146
2020.01.23,-42.999999999993044,,-42.999999999993044
2020.01.23,-22.999999999995246,,-22.999999999995246
2020.01.23,-28.999999999990145,,-28.999999999990145
2020.01.23,4.000000000004,,4.000000000004
2020.01.23,-22.999999999995246,,-22.999999999995246
2020.01.23,-4.999999999988347,,-4.999999999988347
2020.01.23,-15.999999999993797,,-15.999999999993797
2020.01.23,-15.999999999993797,,-15.999999999993797
2020.01.23,2.0000000000131024,,2.0000000000131024
2020.01.23,11.00000000000545,,11.00000000000545
2020.01.23,9.000000000014552,,9.000000000014552
2020.01.23,-5.999999999994898,,-5.999999999994898
2020.01.23,4.000000000004,,4.000000000004
2020.01.23,-15.999999999993797,,-15.999999999993797
2020.01.23,-0.9999999999843467,,-0.9999999999843467
2020.01.23,-35.999999999991594,,-35.999999999991594
2020.01.23,-60.99999999999994,,-60.99999999999994
2020.01.23,-56.99999999999594,,-56.99999999999594
2020.01.23,-15.999999999993797,,-15.999999999993797
2020.01.23,-70.99999999999883,,-70.99999999999883
2020.01.23,-45.000000000006146,,-45.000000000006146
2020.01.23,-85.00000000000173,,-85.00000000000173
2020.01.23,-93.99999999999409,,-93.99999999999409
2020.01.23,-112.99999999998533,,-112.99999999998533
2020.01.23,-119.00000000000244,,-119.00000000000244
2020.01.23,-92.99999999998754,,-92.99999999998754
2020.01.23,-72.0000000000054,,-72.0000000000054
2020.01.23,-28.000000000005798,,-28.000000000005798
2020.01.23,25.00000000000835,,25.00000000000835
2020.01.23,87.00000000001484,,87.00000000001484
2020.01.23,180.0000000000024,,180.0000000000024
2020.01.23,198.00000000000927,,198.00000000000927
2020.01.23,226.99999999999943,,226.99999999999943
2020.01.23,265.0000000000041,,265.0000000000041
2020.01.23,287.000000000015,,287.000000000015
2020.01.23,235.00000000000742,,235.00000000000742
2020.01.23,195.00000000001182,,195.00000000001182
2020.01.23,215.99999999999397,,215.99999999999397
2020.01.23,208.00000000000819,,208.00000000000819
2020.01.23,165.00000000001512,,165.00000000001512
2020.01.23,124.00000000001299,,124.00000000001299
2020.01.23,134.99999999999625,,134.99999999999625
2020.01.23,163.00000000000205,,163.00000000000205
2020.01.23,153.00000000000313,,153.00000000000313
2020.01.23,147.00000000000824,,147.00000000000824
2020.01.23,222.99999999999542,,222.99999999999542
2020.01.24,225.00000000000853,,225.00000000000853
2020.01.24,168.99999999999693,,168.99999999999693
2020.01.24,148.00000000001478,,148.00000000001478
2020.01.24,130.0000000000079,,130.0000000000079
2020.01.24,138.0000000000159,,138.0000000000159
2020.01.24,144.99999999999514,,144.99999999999514
2020.01.24,127.99999999999478,,127.99999999999478
2020.01.24,144.0000000000108,,144.0000000000108
2020.01.24,130.0000000000079,,130.0000000000079
2020.01.24,158.99999999999804,,158.99999999999804
2020.01.24,173.00000000000094,,173.00000000000094
2020.01.24,170.00000000000347,,170.00000000000347
2020.01.24,161.99999999999548,,161.99999999999548
2020.01.24,150.00000000000568,,150.00000000000568
2020.01.24,160.00000000000458,,160.00000000000458
2020.01.24,141.99999999999767,,141.99999999999767
2020.01.24,154.99999999999403,,154.99999999999403
2020.01.24,104.00000000001519,,104.00000000001519
2020.01.24,154.0000000000097,,154.0000000000097
2020.01.24,168.0000000000126,,168.0000000000126
2020.01.24,165.00000000001512,,165.00000000001512
2020.01.24,164.00000000000858,,164.00000000000858
2020.01.24,161.00000000001114,,161.00000000001114
2020.01.24,185.00000000001293,,185.00000000001293
2020.01.24,212.00000000001216,,212.00000000001216
2020.01.24,198.00000000000927,,198.00000000000927
2020.01.24,205.00000000001074,,205.00000000001074
2020.01.24,184.00000000000637,,184.00000000000637
2020.01.24,133.00000000000534,,133.00000000000534
2020.01.24,198.00000000000927,,198.00000000000927
2020.01.24,238.0000000000049,,238.0000000000049
2020.01.24,278.00000000000045,,278.00000000000045
2020.01.24,263.99999999999756,,263.99999999999756
2020.01.24,256.99999999999613,,256.99999999999613
2020.01.24,293.0000000000099,,293.0000000000099
2020.01.24,290.00000000001245,,290.00000000001245
2020.01.24,236.00000000001398,,236.00000000001398
2020.01.24,226.00000000001506,,226.00000000001506
2020.01.24,239.99999999999577,,239.99999999999577
2020.01.24,273.0000000000121,,273.0000000000121
2020.01.24,266.0000000000107,,266.0000000000107
2020.01.24,256.99999999999613,,256.99999999999613
2020.01.24,276.9999999999939,,276.9999999999939
2020.01.24,249.00000000001032,,249.00000000001032
2020.01.24,239.99999999999577,,239.99999999999577
2020.01.24,229.99999999999687,,229.99999999999687
2020.01.24,239.99999999999577,,239.99999999999577
2020.01.24,256.00000000001177,,256.00000000001177
