date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,GBPAUD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.02.01,-17.000000000000348,-96.99999999999153,-20.999999999993246,-34.000000000000696,-126.99999999999933,-219.99999999999798,-27.000000000001023,0.0,-34.99999999999659,,-577.9999999999807
2021.02.01,-53.999999999998494,-97.9999999999981,-8.999999999992347,65.00000000000395,-114.00000000000298,-263.00000000001324,19.99999999999602,33.00000000000125,82.00000000000784,,-337.99999999999613
2021.02.01,-92.00000000000318,-351.0000000000124,-154.99999999999403,-49.99999999999449,-185.00000000000182,-527.9999999999951,-123.99999999999523,-135.99999999999568,-51.00000000000193,,-1671.9999999999936
2021.02.01,-73.99999999999629,-297.9999999999983,-108.99999999999244,-0.999999999995449,-217.99999999999596,-453.99999999999886,-121.99999999999989,-111.0000000000042,-25.000000000005684,,-1411.999999999987
2021.02.01,-83.00000000001084,-191.99999999999218,-12.999999999996348,77.00000000000485,-239.0000000000003,-199.00000000001583,-79.9999999999983,-37.9999999999967,31.00000000000591,,-735.9999999999998
2021.02.01,-39.999999999995595,-178.00000000001148,16.0000000000049,129.00000000000134,-234.00000000000088,-175.99999999999838,-87.0000000000033,-33.00000000000125,63.00000000000239,,-540.0000000000023
2021.02.01,89.00000000000574,-96.99999999999153,109.00000000000354,197.00000000000273,-260.00000000000466,-131.00000000001444,-36.000000000001364,72.00000000000273,141.9999999999959,,84.99999999999864
2021.02.01,137.00000000000932,-56.99999999999594,123.00000000000644,282.99999999999994,-270.99999999999903,-229.99999999999687,-13.00000000000523,69.00000000000261,212.0000000000033,,253.00000000002456
2021.02.01,178.99999999999582,-41.000000000002146,156.00000000000057,307.0000000000017,-304.00000000000426,-134.00000000001188,12.000000000000455,125.99999999999056,260.0000000000051,,560.9999999999759
2021.02.01,198.99999999999363,-49.00000000001015,158.0000000000026,306.00000000000625,-326.9999999999995,-143.00000000000423,22.999999999996135,144.99999999999602,272.00000000000557,,583.9999999999862
2021.02.01,228.99999999999034,7.0000000000014495,204.00000000000418,343.00000000000443,-367.0000000000062,-92.00000000000318,52.99999999999727,185.99999999999284,311.9999999999976,,874.9999999999787
2021.02.01,289.9999999999903,72.99999999998974,258.0000000000027,402.9999999999978,-365.99999999999966,-31.000000000003247,76.00000000000762,221.00000000000364,347.999999999999,,1271.9999999999877
2021.02.01,307.99999999999716,86.99999999999264,278.00000000000045,401.00000000000693,-370.00000000000364,-21.00000000000435,75.00000000000284,234.99999999999943,343.0000000000035,,1335.999999999995
2021.02.01,282.9999999999888,78.00000000000028,267.00000000000614,384.00000000000654,-380.00000000000256,-12.999999999996348,64.99999999999773,221.9999999999942,338.99999999999864,,1244.9999999999936
2021.02.01,273.9999999999965,103.99999999999298,291.0000000000079,357.00000000000733,-407.0000000000018,52.99999999999194,108.99999999999466,256.0000000000002,302.99999999999727,,1339.9999999999868
2021.02.01,289.9999999999903,126.99999999998823,293.0000000000099,361.0000000000002,-414.9999999999987,19.999999999997797,108.00000000000409,259.00000000000034,307.00000000000216,,1349.9999999999945
2021.02.01,373.00000000000114,161.99999999999548,342.000000000009,396.00000000000745,-414.9999999999987,31.999999999987594,128.0000000000001,311.9999999999976,347.999999999999,,1677.9999999999986
2021.02.01,357.00000000000733,144.99999999999514,354.0000000000099,399.0000000000049,-397.99999999999835,92.99999999998754,111.0000000000042,313.99999999999295,341.99999999999875,,1717.0000000000023
2021.02.01,215.00000000000963,60.99999999999994,258.0000000000027,335.0000000000075,-443.0000000000045,48.99999999998794,64.00000000000716,224.00000000000375,284.000000000006,,1047.0000000000202
2021.02.01,221.99999999998886,72.0000000000054,248.99999999999923,322.00000000000006,-424.00000000000216,-69.00000000000794,121.99999999999989,271.99999999999136,316.0000000000025,,1081.9999999999773
2021.02.01,236.99999999999832,-21.00000000000435,178.00000000000037,265.0000000000041,-429.0000000000016,-226.99999999999943,75.00000000000284,194.99999999999318,256.0000000000002,,528.9999999999936
2021.02.01,197.00000000000273,-182.99999999999983,55.000000000005045,214.00000000000307,-480.0000000000027,-446.0000000000131,18.000000000000682,155.9999999999917,254.0000000000049,,-215.0000000000075
2021.02.01,117.99999999999588,-208.99999999999253,45.000000000006146,199.00000000000472,-538.0000000000051,-395.000000000012,46.999999999997044,149.99999999999147,281.0000000000059,,-302.0000000000085
2021.02.01,243.99999999999977,-146.00000000000168,145.00000000000622,221.99999999999997,-512.0000000000014,-326.0000000000041,85.00000000000796,250.99999999999056,299.0000000000066,,262.000000000004
2021.02.01,95.00000000000064,-175.99999999999838,81.00000000000884,194.0000000000053,-536.0000000000032,-238.0000000000049,85.00000000000796,203.00000000000296,284.000000000006,,-7.9999999999747615
2021.02.01,-49.99999999999449,-246.00000000001288,-8.999999999992347,121.99999999999989,-556.9999999999964,-354.9999999999942,66.0000000000025,144.99999999999602,246.9999999999999,,-636.999999999992
2021.02.01,59.99999999999339,-226.99999999999943,52.000000000007596,158.0000000000026,-580.0000000000027,-347.0000000000084,75.00000000000284,179.00000000000205,271.0000000000008,,-359.00000000000136
2021.02.01,-36.999999999998145,-283.99999999999534,42.0000000000087,136.99999999999824,-551.0000000000015,-137.00000000000932,36.000000000001364,186.9999999999976,240.99999999999966,,-365.99999999999864
2021.02.01,48.000000000003595,-228.00000000000597,89.00000000000574,148.99999999999915,-483.0000000000001,-191.00000000000784,43.00000000000637,215.0000000000034,243.99999999999977,,-113.99999999999591
