date,USDCAD,EURCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.04,0.0,0.0,-345.99999999999073,-15.00000000000945,-103.99999999999298,-92.00000000000318,-211.00000000001273,-160.99999999998892,-121.00000000000932,-85.00000000000796,0.0,,-1135.0000000000152
2021.10.04,5.999999999994898,15.00000000000945,-369.99999999999255,-63.00000000000195,-123.00000000000644,-87.99999999999919,-195.99999999999795,-261.0000000000001,-109.99999999999943,-10.000000000005116,134.00000000000034,,-1065.9999999999977
2021.10.04,0.0,-42.999999999993044,-300.0000000000003,-44.0000000000107,-134.99999999999625,-86.99999999999264,-163.0000000000109,-268.0000000000016,-71.00000000001216,-14.000000000010004,129.0000000000049,,-996.0000000000229
2021.10.04,218.00000000000708,-59.99999999999339,-283.99999999999534,-4.000000000004,-109.99999999998789,-29.999999999996696,43.99999999998272,-192.99999999999872,132.99999999999557,205.99999999998886,316.0000000000025,,236.00000000000068
2021.10.04,184.99999999999073,-69.9999999999923,-271.9999999999945,10.999999999994348,4.000000000004,106.99999999999044,49.99999999998295,-209.9999999999991,93.99999999999409,185.99999999999284,311.00000000000705,,395.99999999997056
2021.10.04,137.00000000000932,-66.99999999999484,-273.9999999999965,2.999999999997449,36.999999999998145,96.99999999999153,10.99999999999568,-275.000000000003,27.999999999991587,153.99999999999636,260.9999999999957,,111.99999999998147
2021.10.04,130.0000000000079,-72.0000000000054,-252.99999999999213,-2.000000000002,56.000000000011596,78.00000000000028,-2.0000000000095497,-353.99999999998766,12.999999999991019,123.99999999999523,215.99999999999397,,-65.9999999999967
2021.10.04,-8.000000000008,-69.9999999999923,-191.99999999999218,-25.00000000000835,124.99999999999733,187.00000000000384,-79.00000000000773,-451.0000000000014,-84.00000000000318,30.9999999999917,123.00000000000466,,-443.0000000000157
2021.10.04,-42.999999999993044,-63.99999999999739,-220.99999999999343,-73.00000000000084,-36.999999999998145,116.99999999998934,-48.00000000000182,-429.99999999999704,-85.00000000000796,-4.0000000000048885,152.00000000000102,,-736.0000000000042
2021.10.04,-100.99999999999554,-83.9999999999952,-225.99999999999287,-105.00000000001064,-42.0000000000087,107.99999999999699,-67.00000000000728,-434.000000000001,-93.00000000000352,-63.00000000000239,138.9999999999958,,-968.0000000000242
