date,USDCHF,GBPUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2015.04.13,0.0,-117.00000000001154,0.0,-168.99999999999693,-7.0000000000014495,-28.000000000005798,0.0,-73.00000000000084,-53.00000000000304,-70.0000000000034,0.0,-8.000000000009777,-178.99999999999582,-222.99999999999542,-58.9999999999975,-140.99999999999113,-121.99999999999989,,-1249.0000000000127
2015.04.13,18.0000000000069,-90.99999999999665,84.99999999999064,-151.9999999999966,-75.00000000000284,-54.0000000000207,19.99999999999602,-135.99999999999167,-95.00000000000064,-124.00000000000189,35.999999999991594,24.00000000000091,-216.00000000001617,-133.00000000000534,-51.00000000000193,-122.99999999999045,-70.0000000000145,,-1137.0000000000532
2015.04.13,43.999999999999595,-29.00000000001235,10.999999999994348,-125.99999999999278,4.000000000004,-34.000000000000696,-27.000000000001023,-108.99999999999244,-65.00000000000395,-97.00000000000264,9.999999999998899,78.99999999997931,-261.0000000000001,-168.99999999999693,-19.000000000005457,-103.9999999999992,-118.00000000001809,,-1010.0000000000495
2015.04.13,11.00000000000545,-8.000000000008,41.9999999999976,-135.99999999999167,35.999999999991594,44.99999999998394,0.999999999990564,-83.9999999999952,-92.00000000000318,-85.99999999999719,-24.000000000001798,57.999999999992724,-263.99999999999756,-290.00000000001245,-22.00000000000557,-134.00000000000034,-86.0000000000083,,-1033.0000000000596
2015.04.13,0.0,71.99999999998319,39.999999999995595,-132.99999999999423,38.0000000000047,66.99999999999484,-26.00000000001046,-52.99999999999194,-101.00000000000664,-121.00000000000443,-43.00000000000415,128.99999999999068,-239.99999999999577,-407.0000000000018,9.000000000000341,-149.99999999999147,-129.00000000000134,,-1048.000000000033
2015.04.13,9.00000000000345,37.99999999998249,60.99999999999994,-74.99999999999174,28.999999999990145,52.99999999999194,-11.00000000000989,-76.99999999999375,-156.00000000000057,-58.000000000002494,-25.00000000000835,77.99999999997453,-266.0000000000107,-280.9999999999979,-34.000000000006025,-89.9999999999892,-32.0000000000098,,-837.0000000000779
2015.04.13,-71.99999999999429,61.99999999998429,81.9999999999932,-87.99999999999919,-17.000000000000348,25.999999999992696,-70.00000000000739,-95.00000000000064,-259.0000000000092,-109.00000000000354,-35.00000000000725,-4.000000000019099,-310.0000000000103,-320.00000000000915,-97.00000000000841,-125.0,37.99999999998249,,-1393.0000000001162
2015.04.13,-71.99999999999429,36.999999999998145,134.99999999999625,-136.99999999999824,-83.9999999999952,-29.00000000001235,-136.0000000000099,-200.00000000000017,-302.0000000000023,-157.00000000000713,-50.0000000000056,43.99999999998272,-466.00000000001086,-365.0000000000153,-120.00000000000455,-165.99999999999682,119.99999999998678,,-1948.0000000000887
2015.04.13,-97.9999999999981,80.99999999999774,140.99999999999113,-90.99999999999665,-70.0000000000145,-31.000000000003247,-141.00000000000534,-217.99999999999596,-274.00000000000756,-135.00000000000733,-24.000000000001798,92.99999999998931,-480.99999999999807,-306.00000000000625,-132.000000000005,-103.9999999999992,112.99999999998533,,-1677.0000000000755
2015.04.13,-83.9999999999952,59.99999999999339,107.99999999999699,-107.00000000000153,-63.99999999999739,-29.00000000001235,-143.00000000000068,-219.00000000000253,-260.00000000000466,-136.99999999999824,-20.0000000000089,139.99999999998636,-504.9999999999999,-292.00000000000335,-128.0000000000001,-96.9999999999942,45.99999999999049,,-1731.0000000000518
2015.04.13,-34.000000000000696,-175.99999999999838,139.00000000000023,-590.0000000000016,-29.999999999996696,-43.00000000001525,-137.00000000000045,-256.99999999999613,-710.0000000000106,-480.0000000000027,-21.00000000000435,2.999999999985903,-666.000000000011,-930.0000000000086,-218.00000000000352,-610.99999999999,95.999999999985,,-4665.000000000069
2015.04.13,16.0000000000049,-197.00000000000273,729.9999999999973,-700.0000000000006,-104.99999999999955,-54.0000000000207,-135.00000000000512,-293.99999999999426,-748.0000000000042,-600.0000000000006,-29.000000000001247,-5.000000000023874,-590.0000000000016,-1164.0000000000095,-240.0000000000091,-734.9999999999994,154.99999999999403,,-4695.000000000076
2015.04.13,55.000000000005045,-194.0000000000053,747.9999999999931,-584.9999999999911,-123.00000000000644,-30.0000000000189,-111.0000000000042,-302.9999999999977,-758.0000000000031,-519.0000000000028,-47.00000000000814,15.999999999991132,-599.0000000000161,-1051.0000000000018,-237.99999999999955,-586.9999999999891,189.99999999997908,,-4136.0000000000755
2015.04.13,29.999999999996696,-188.00000000001037,712.0000000000015,-776.9999999999943,-151.00000000001222,-36.0000000000138,-189.00000000000716,-310.9999999999946,-789.0000000000064,-702.0000000000026,-51.000000000001044,62.99999999998818,-592.9999999999991,-1402.9999999999986,-225.00000000000853,-762.999999999991,34.99999999998504,,-5338.000000000067
2015.04.13,62.000000000006494,-239.00000000001143,827.9999999999955,-896.9999999999923,-144.99999999999514,-25.00000000000835,-171.00000000000648,-310.9999999999946,-878.000000000001,-783.0000000000003,-50.0000000000056,71.9999999999743,-622.0000000000115,-1544.000000000012,-198.0000000000075,-888.9999999999958,11.999999999989797,,-5778.0000000000755
2015.04.13,63.99999999999739,-302.0000000000023,888.9999999999953,-922.999999999996,-164.00000000000858,-37.00000000002035,-234.00000000000887,-303.9999999999932,-913.0000000000083,-818.0000000000076,-67.00000000000594,101.99999999997544,-558.9999999999984,-1617.0000000000018,-140.00000000000057,-901.9999999999868,-34.000000000000696,,-5959.000000000072
2015.04.13,117.00000000000044,-392.00000000001455,861.0000000000007,-883.0000000000005,-214.00000000000307,-2.0000000000131024,-169.00000000001114,-270.99999999999903,-838.0000000000055,-751.0000000000017,-104.00000000000409,-86.00000000001273,-507.000000000013,-1513.0000000000089,-152.00000000000102,-841.9999999999987,-14.000000000002899,,-5760.000000000089
