date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.07.05,-262.00000000000665,0.0,-155.00000000001623,-72.99999999998974,-68.99999999999685,-234.00000000000088,-182.99999999999983,-97.99999999999898,-319.99999999999807,-251.99999999999667,-80.00000000000229,-229.99999999999687,-401.00000000000693,-53.999999999998494,-268.0000000000016,-236.99999999999832,-232.00000000000998,,-3148.000000000018
2021.07.05,-168.00000000000148,4.0000000000048885,-161.99999999999548,-76.99999999999375,-122.99999999999534,-252.0000000000078,-96.99999999999153,-37.9999999999967,-270.99999999999903,-278.00000000000045,-51.000000000001044,104.99999999999955,-436.9999999999985,-25.999999999992696,-258.9999999999981,-270.0000000000036,-230.00000000001907,,-2629.9999999999905
2021.07.05,-146.00000000000168,61.99999999999761,-171.99999999999437,-115.99999999999389,-138.99999999998914,-282.0000000000045,-103.00000000000864,-19.99999999999602,-300.0000000000003,-317.9999999999961,-48.000000000003595,157.00000000000713,-480.99999999999807,34.000000000000696,-281.00000000000904,-325.99999999999295,-212.00000000001216,,-2690.999999999995
2021.07.05,-170.00000000000347,134.00000000000034,-199.00000000001583,-78.99999999999574,-107.99999999999699,-276.00000000000955,-114.99999999999844,146.0000000000008,-290.00000000000136,-309.99999999999915,-48.99999999999905,283.99999999999534,-449.9999999999948,83.9999999999952,-256.0000000000007,-310.9999999999946,-207.00000000000162,,-2172.0000000000196
2021.07.05,-172.00000000000549,162.00000000000614,-198.00000000000927,-69.9999999999923,-112.99999999999643,-285.00000000000193,-106.99999999999044,177.99999999999727,-287.9999999999994,-314.0000000000032,-22.999999999995246,348.9999999999993,-425.99999999999307,87.99999999999919,-245.0000000000063,-298.9999999999937,-198.00000000000927,,-1960.9999999999943
2021.07.05,-185.00000000000182,185.00000000000227,-236.00000000001398,-52.99999999999194,-93.99999999999409,-300.99999999999574,-109.00000000000354,162.00000000000614,-292.00000000000335,-314.99999999999864,-14.999999999998348,347.9999999999928,-456.9999999999963,83.9999999999952,-248.00000000000378,-300.0000000000003,-211.00000000000563,,-2037.0000000000111
2021.07.05,-230.000000000008,186.00000000000705,-306.00000000000625,-15.999999999993797,-75.9999999999983,-314.99999999999864,-139.00000000000023,125.0,-263.99999999999756,-302.9999999999977,-53.00000000000304,421.99999999998903,-554.00000000001,136.00000000000279,-247.00000000000833,-326.9999999999995,-200.00000000000017,,-2161.0000000000227
2021.07.05,-214.99999999999852,162.9999999999967,-334.00000000001205,4.000000000004,-60.99999999999994,-269.00000000000813,-146.00000000000168,97.99999999999898,-263.0000000000021,-304.9999999999997,-94.00000000000519,395.99999999999636,-577.0000000000052,215.00000000000963,-253.99999999999866,-331.0000000000035,-175.00000000001404,,-2148.000000000043
2021.07.05,-213.00000000000762,141.9999999999959,-327.99999999999494,-23.999999999990695,-93.99999999999409,-279.00000000000705,-140.0000000000068,111.0000000000042,-261.0000000000001,-321.0000000000046,-73.00000000000084,346.0000000000019,-550.000000000006,184.00000000000637,-253.0000000000032,-339.99999999999585,-168.0000000000126,,-2261.0000000000164
2021.07.05,-179.00000000000693,105.00000000000398,-297.0000000000139,-35.999999999991594,-87.99999999999919,-263.99999999999756,-134.99999999999625,87.0000000000033,-275.99999999999847,-302.0000000000023,-71.99999999999429,346.9999999999862,-548.9999999999995,168.99999999999693,-270.99999999999903,-339.99999999999585,-226.00000000001506,,-2327.0000000000196
