date,USDCAD,AUDUSD,CHFJPY,empty,sum
2018.11.12,-9.999999999998899,19.00000000000235,-114.99999999999488,,-105.99999999999143
2018.11.12,-26.999999999999247,-36.0000000000027,-108.00000000000409,,-171.00000000000603
2018.11.12,51.99999999998539,36.999999999998145,-67.99999999999784,,20.999999999985704
2018.11.12,109.00000000000354,77.00000000000485,-72.00000000000273,,114.00000000000566
2018.11.12,107.99999999999699,41.9999999999976,-132.000000000005,,17.999999999989598
2018.11.12,139.9999999999846,78.99999999999574,-170.0000000000017,,48.99999999997863
2018.11.12,123.99999999999079,117.99999999999588,-191.0000000000025,,50.99999999998417
2018.11.12,124.99999999999733,102.99999999999754,-182.00000000000216,,45.999999999992724
2018.11.12,204.00000000000418,177.00000000000495,-201.00000000000762,,180.00000000000148
2018.11.12,201.99999999999108,153.00000000000313,-225.00000000000853,,129.99999999998568
2018.11.12,182.99999999999983,136.00000000000279,-201.99999999999818,,117.00000000000443
2018.11.12,182.99999999999983,126.99999999999933,-188.0000000000024,,121.99999999999676
2018.11.12,193.99999999998306,95.99999999999609,-201.99999999999818,,87.99999999998096
2018.11.12,176.99999999998272,75.9999999999983,-144.00000000000546,,108.99999999997556
2018.11.12,114.99999999999844,-21.00000000000435,-129.0000000000049,,-35.0000000000108
2018.11.12,107.99999999999699,-56.0000000000005,-165.99999999999682,,-114.00000000000033
2018.11.12,156.00000000000057,-60.99999999999994,-168.99999999999693,,-73.9999999999963
2018.11.12,2.999999999997449,-182.99999999999983,-37.9999999999967,,-217.9999999999991
2018.11.12,-14.000000000002899,-207.00000000000162,-28.999999999996362,,-250.00000000000088
2018.11.12,28.999999999990145,-234.00000000000088,-13.999999999995794,,-219.00000000000654
2018.11.12,-59.000000000009045,-261.0000000000001,117.00000000000443,,-203.00000000000472
2018.11.12,4.000000000004,-200.00000000000017,100.99999999999909,,-94.99999999999707
2018.11.12,-15.00000000000945,-197.99999999999818,132.000000000005,,-81.00000000000261
2018.11.12,-59.000000000009045,-236.00000000000287,230.99999999999454,,-64.0000000000174
2018.11.12,-29.00000000001235,-190.00000000000128,274.9999999999915,,55.99999999997783
2018.11.12,-46.999999999997044,-143.9999999999997,284.9999999999966,,93.99999999999986
2018.11.12,0.9999999999843467,-153.00000000000313,259.00000000000034,,106.99999999998155
2018.11.12,-9.000000000014552,-153.00000000000313,295.0000000000017,,132.99999999998403
2018.11.12,54.99999999998284,-109.99999999999899,272.00000000000557,,216.99999999998943
2018.11.12,88.99999999998354,-53.999999999998494,230.99999999999454,,265.9999999999796
2018.11.12,21.999999999988695,-56.99999999999594,259.00000000000034,,223.9999999999931
2018.11.12,51.99999999998539,-21.999999999999797,237.99999999999955,,267.99999999998516
2018.11.12,10.999999999983245,-68.00000000000139,287.9999999999967,,230.99999999997857
2018.11.12,-26.0000000000149,-112.000000000001,349.9999999999943,,211.99999999997843
2018.11.12,28.999999999990145,-116.00000000000499,355.99999999999454,,268.9999999999797
2018.11.12,-139.00000000000023,-165.9999999999995,346.00000000000364,,41.00000000000392
2018.11.12,-185.99999999999727,-222.99999999999542,344.99999999999886,,-63.99999999999386
2018.11.12,-112.000000000001,-197.00000000000273,289.0000000000015,,-20.000000000002274
2018.11.12,-28.000000000005798,-214.00000000000307,265.00000000000057,,22.9999999999917
2018.11.12,-83.00000000001084,-243.00000000000432,286.9999999999919,,-39.00000000002325
2018.11.12,-165.9999999999995,-275.000000000003,340.0000000000034,,-100.99999999999909
2018.11.12,-124.99999999999733,-263.99999999999756,341.99999999999875,,-46.999999999996135
2018.11.12,-131.00000000001444,-280.9999999999979,343.0000000000035,,-69.00000000000881
2018.11.12,-249.00000000001032,-304.00000000000426,356.9999999999993,,-196.00000000001523
2018.11.12,-294.0000000000165,-304.9999999999997,459.99999999999375,,-139.0000000000224
2018.11.12,-381.0000000000091,-370.9999999999991,503.0000000000001,,-249.00000000000807
2018.11.12,-401.00000000000693,-422.9999999999956,545.9999999999923,,-278.00000000001023
2018.11.12,-441.0000000000025,-463.9999999999977,486.0000000000042,,-418.999999999996
2018.11.13,-414.00000000000324,-475.0000000000032,489.9999999999949,,-399.0000000000115
2018.11.13,-398.00000000000944,-468.00000000000176,525.9999999999962,,-340.0000000000149
2018.11.13,-400.00000000000034,-443.99999999999994,492.999999999995,,-351.00000000000523
2018.11.13,-392.9999999999989,-443.99999999999994,569.0000000000026,,-267.99999999999625
2018.11.13,-364.00000000000875,-487.99999999999955,614.9999999999949,,-237.00000000001342
2018.11.13,-368.9999999999971,-463.9999999999977,578.9999999999935,,-254.00000000000125
2018.11.13,-322.00000000000006,-429.99999999999704,527.000000000001,,-224.99999999999602
2018.11.13,-280.0000000000136,-380.999999999998,454.9999999999983,,-206.0000000000133
2018.11.13,-286.00000000000847,-377.0000000000051,513.0000000000052,,-150.0000000000084
2018.11.13,-303.0000000000088,-387.99999999999943,519.999999999996,,-171.00000000001216
2018.11.13,-225.00000000000853,-271.9999999999945,368.9999999999998,,-128.00000000000324
2018.11.13,-165.9999999999995,-83.9999999999952,246.9999999999999,,-2.999999999994799
2018.11.13,-139.00000000000023,-68.00000000000139,239.99999999999488,,32.999999999993264
2018.11.13,-147.00000000000824,-58.99999999999794,280.00000000000114,,73.99999999999494
2018.11.13,-128.000000000017,-29.999999999996696,251.00000000000477,,92.99999999999108
2018.11.13,-195.9999999999962,-94.00000000000519,301.00000000000193,,11.000000000000568
2018.11.13,-217.0000000000005,-104.00000000000409,268.0000000000007,,-53.00000000000392
2018.11.13,-197.00000000000273,-58.99999999999794,272.00000000000557,,16.00000000000489
2018.11.13,-242.00000000000887,-102.99999999999754,277.000000000001,,-68.0000000000054
2018.11.13,-251.00000000000122,-75.9999999999983,269.00000000000546,,-57.99999999999409
2018.11.13,-253.99999999999866,-87.00000000000374,228.9999999999992,,-112.00000000000318
2018.11.13,-331.999999999999,-214.00000000000307,147.99999999999613,,-398.0000000000059
2018.11.13,-323.0000000000066,-241.99999999999778,215.0000000000034,,-350.0000000000009
2018.11.13,-314.00000000001427,-248.00000000000378,209.00000000000318,,-353.0000000000149
2018.11.13,-368.00000000001273,-287.0000000000039,343.0000000000035,,-312.0000000000131
2018.11.13,-319.0000000000026,-180.99999999999784,263.00000000000523,,-236.99999999999523
2018.11.13,-296.0000000000074,-170.99999999999892,168.99999999999693,,-298.0000000000094
2018.11.13,-302.0000000000023,-187.9999999999993,179.00000000000205,,-310.99999999999955
2018.11.13,-251.00000000000122,-92.99999999999864,242.00000000000443,,-101.99999999999545
2018.11.13,-233.00000000001654,-136.00000000000279,216.99999999999875,,-152.00000000002058
2018.11.13,-199.00000000001583,-99.00000000000463,257.000000000005,,-41.00000000001546
2018.11.13,-313.00000000000773,-83.9999999999952,328.00000000000296,,-69.0
2018.11.13,-378.999999999996,-129.9999999999968,266.9999999999959,,-241.99999999999693
2018.11.13,-390.0000000000015,-175.00000000000293,260.9999999999957,,-304.00000000000875
2018.11.13,-520.0000000000093,-209.00000000000364,364.9999999999949,,-364.0000000000181
2018.11.13,-392.00000000001455,-102.99999999999754,186.9999999999976,,-308.0000000000145
2018.11.13,-243.00000000001543,-22.999999999995246,42.999999999992156,,-223.00000000001853
