names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDJPY,50,"['EURNZD', 'EURCHF']",80.0,-0.793574037074037,B
USDCAD,30,"['USDCAD', 'GBPUSD', 'EURUSD']",100.0,-0.9283333333333335,B
AUDUSD,20,"['AUDNZD', 'AUDCAD', 'NZDJPY', 'EURCAD', 'NZDUSD', 'CADJPY', 'GBPJPY']",100.0,0.06,S
NZDUSD,10,"['AUDCHF', 'EURGBP']",80.0,0.968,S
EURCHF,10,['EURUSD'],80.0,-1.0,B
CHFJPY,10,['AUDCHF'],80.0,0.3314285714285714,S
CADCHF,10,"['EURNZD', 'EURCAD']",100.0,-0.9,B
AUDCHF,10,['NZDUSD'],100.0,-0.6340714285714288,B
NZDCHF,30,['EURJPY'],80.0,0.37994647335658915,S
EURGBP,30,['EURUSD'],80.0,-0.13937857588112665,B
GBPJPY,50,['EURGBP'],80.0,0.18451068197293785,S
GBPCAD,10,['EURGBP'],100.0,0.9680000000000001,S
GBPAUD,10,['EURGBP'],100.0,0.992,S
EURJPY,10,['AUDCHF'],80.0,0.30548412698412686,S
EURCAD,10,['EURNZD'],100.0,0.7018650793650797,S
EURAUD,10,"['NZDCHF', 'CHFJPY', 'NZDJPY', 'EURCAD', 'EURJPY', 'NZDUSD']",100.0,-0.08,B
EURNZD,50,"['EURJPY', 'AUDUSD']",80.0,-0.5316005684837294,B
CADJPY,10,['EURNZD'],80.0,-0.39850000000000024,B
AUDJPY,15,['AUDCAD'],80.0,0.45396464646464657,S
NZDJPY,20,['AUDCHF'],80.0,0.3261868376721317,S
AUDCAD,30,"['CADJPY', 'EURCHF', 'NZDCHF', 'GBPCHF']",80.0,0.25316666666666665,S
NZDCAD,15,"['AUDNZD', 'AUDCAD', 'USDCHF']",80.0,-0.09366666666666663,B
AUDNZD,10,['EURGBP'],80.0,-0.9099999999999998,B
