date,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.10.24,-4.0000000000048885,-2.999999999997449,-25.999999999992696,-32.999999999994145,-91.00000000001884,-81.00000000000307,-90.99999999999665,-82.99999999999974,-38.0000000000047,-7.9999999999968985,-9.000000000000341,-133.00000000000534,-158.0000000000137,-25.000000000005684,-99.00000000000463,-14.000000000002899,-70.0000000000145,-57.00000000000216,-39.00000000000148,-64.99999999999773,-75.00000000000284,-12.000000000000899,-51.000000000001044,,-1265.0000000000625
2016.10.24,-7.000000000005002,87.99999999999919,-17.999999999995797,-58.99999999999794,-94.00000000001629,-141.00000000000534,-144.99999999999514,-99.00000000000463,-41.000000000002146,-6.0000000000060005,-99.00000000000375,-266.0000000000107,-264.0000000000198,-91.00000000000819,-218.00000000000708,24.000000000001798,-35.00000000000725,-98.99999999998954,-55.999999999997385,-51.9999999999925,-94.00000000001629,-41.000000000002146,15.999999999993797,,-1797.000000000088
2016.10.24,18.000000000000682,96.00000000000719,-4.999999999999449,-53.00000000000304,-90.00000000001229,-213.00000000000807,-134.99999999999625,-85.00000000000173,-34.000000000000696,15.999999999993797,-173.00000000000182,-268.0000000000016,-266.0000000000107,-156.0000000000059,-226.99999999999943,92.00000000000318,59.99999999999339,-71.99999999998852,-91.99999999999875,-117.999999999995,-82.00000000000429,95.00000000000064,45.000000000006146,,-1647.000000000022
2016.10.24,75.9999999999934,156.00000000000057,-8.999999999992347,-41.000000000002146,-64.0000000000196,-268.0000000000007,-195.00000000000074,-87.00000000000374,-23.00000000000635,22.999999999995246,-231.99999999999932,-292.00000000000335,-270.00000000001467,-192.00000000000728,-263.99999999999756,87.99999999999919,125.99999999998168,-43.99999999999693,-140.00000000000057,-140.00000000000057,-141.00000000001333,60.99999999999994,68.99999999998573,,-1803.0000000001032
2016.10.24,88.99999999999864,156.00000000000057,-21.999999999999797,-19.999999999997797,-77.00000000001594,-234.99999999999943,-141.00000000000225,-100.00000000000009,9.999999999998899,36.0000000000027,-142.00000000001012,-236.99999999999832,-273.0000000000121,-153.0000000000058,-224.000000000002,45.99999999999049,164.99999999999292,-13.999999999995794,-123.99999999999523,-84.00000000000318,-131.99999999999878,41.9999999999976,143.99999999998857,,-1290.0000000000666
2016.10.24,87.0000000000033,162.00000000001768,-24.000000000001798,-19.999999999997797,-56.000000000011596,-213.99999999999864,-175.99999999999838,-90.99999999999665,4.999999999999449,56.0000000000005,-114.00000000000432,-296.9999999999917,-250.00000000001688,-132.99999999999557,-320.00000000000915,68.00000000000139,151.9999999999966,-86.99999999998909,-112.99999999999955,-93.99999999999409,-141.99999999999767,109.99999999999899,83.9999999999952,,-1406.9999999999895
2016.10.24,21.000000000000796,195.00000000001182,-10.999999999994348,-65.00000000000395,-67.00000000001705,-174.0000000000066,-175.99999999999838,-119.99999999999788,-46.999999999997044,31.999999999998696,-94.0000000000083,-351.0000000000124,-310.0000000000103,-105.99999999999454,-316.99999999998954,55.000000000005045,20.999999999982144,-106.99999999999932,-66.0000000000025,-105.00000000000398,-158.0000000000137,126.0000000000039,41.99999999998649,,-1782.000000000061
2016.10.24,7.999999999995566,165.00000000001512,-90.99999999999665,-129.00000000000134,-78.00000000000028,-156.0000000000059,-146.99999999999713,-40.00000000000669,-100.00000000000009,56.99999999999594,-15.000000000000568,-202.00000000001327,-91.00000000001884,-49.000000000006594,-235.00000000000742,-95.00000000000064,-92.00000000000318,-87.99999999999386,-149.99999999999147,-158.00000000000125,-219.00000000001364,184.00000000000637,42.999999999993044,,-1678.000000000053
2016.10.24,39.00000000000148,221.00000000000452,-58.000000000002494,-54.999999999993946,-81.00000000001995,-134.00000000000034,-161.99999999999548,-9.00000000000345,-79.00000000000685,29.999999999996696,-1.0000000000047748,-180.0000000000024,-53.00000000001415,-18.000000000000682,-242.00000000000887,-123.99999999999079,-28.000000000005798,-97.99999999999898,-126.99999999999534,-96.9999999999942,-246.99999999999721,168.00000000000148,70.99999999999883,,-1264.0000000000325
2016.10.24,69.99999999999318,302.0000000000023,13.00000000000745,14.999999999998348,-104.00000000001519,-82.99999999999841,-116.00000000000499,-94.00000000000519,-70.99999999999883,51.99999999999649,99.99999999999432,-107.99999999999699,-173.00000000000094,24.00000000000091,-161.99999999999548,-113.00000000000753,-29.00000000001235,-113.99999999999011,-87.99999999999386,-60.99999999999284,-182.99999999999983,48.000000000003595,63.99999999999739,,-811.0000000000185
2016.10.24,106.99999999999932,295.0000000000008,31.999999999998696,24.000000000001798,-119.00000000000244,-131.00000000000023,-121.00000000000443,-68.00000000000139,-29.999999999996696,70.0000000000034,109.99999999999943,-76.99999999999375,-68.00000000000139,7.999999999995566,-123.99999999999079,-52.99999999999194,-2.0000000000131024,-85.99999999999852,-81.99999999999363,-70.99999999999795,-151.9999999999966,94.00000000000519,72.0000000000054,,-371.9999999999733
2016.10.24,105.00000000000398,285.00000000000193,4.999999999999449,23.00000000000635,-162.00000000001768,-180.99999999999739,-170.99999999999892,-79.00000000000685,-19.00000000000235,68.00000000000139,78.99999999999352,-93.00000000000975,-38.0000000000047,15.000000000000568,-144.0000000000108,-114.99999999999844,-14.000000000002899,-80.99999999998886,-117.999999999995,-75.00000000000284,-194.0000000000053,135.00000000000733,109.99999999998789,,-659.0000000000393
2016.10.24,87.0000000000033,275.000000000003,-26.999999999999247,26.000000000003798,-148.99999999999915,-152.00000000000102,-155.00000000000514,-60.00000000000449,4.000000000004,68.99999999999685,86.99999999998909,-86.99999999999264,-21.00000000000435,30.000000000001137,-134.99999999999625,-161.99999999999548,19.999999999997797,-83.99999999998897,-117.999999999995,-48.00000000000182,-214.00000000000307,90.0000000000012,119.00000000000244,,-604.9999999999839
2016.10.24,58.9999999999975,242.00000000000887,-74.99999999999174,-36.0000000000027,-145.00000000001734,-150.00000000000568,-155.00000000000514,-14.999999999998348,-38.0000000000047,87.99999999999919,102.99999999999443,-78.00000000000028,114.99999999999844,22.00000000000557,-144.99999999999514,-163.00000000000205,-43.999999999999595,-91.99999999999875,-140.00000000000057,-84.00000000000318,-253.00000000001432,123.00000000000644,144.99999999999514,,-716.000000000034
2016.10.24,66.99999999999307,250.00000000001688,-107.00000000000153,-20.999999999993246,-131.00000000001444,-171.99999999999704,-150.00000000000568,-2.000000000002,-36.999999999998145,78.00000000000028,73.99999999999807,-76.0000000000094,108.99999999998133,-7.000000000005002,-151.9999999999966,-262.00000000000665,-43.00000000001525,-81.99999999999363,-192.99999999999784,-100.99999999999909,-304.9999999999997,175.99999999999838,143.99999999998857,,-943.0000000000584
