date,GBPUSD,USDCAD,AUDUSD,NZDUSD,AUDCAD,AUDNZD,empty,sum
2019.03.04,-72.99999999998974,-39.999999999995595,-85.00000000000173,-57.00000000000705,-126.99999999999933,9.999999999998899,,-371.99999999999454
2019.03.04,-110.99999999999443,-5.999999999994898,-37.99999999999359,6.999999999990347,-87.99999999999919,-5.999999999994898,,-241.99999999998664
2019.03.04,-63.99999999999739,-29.00000000001235,-12.999999999996348,15.999999999993797,-36.999999999998145,26.0000000000149,,-100.99999999999557
2019.03.04,-60.99999999999994,-87.99999999999919,-34.000000000000696,12.999999999996348,-21.999999999999797,-1.999999999990898,,-193.99999999999417
2019.03.04,-123.00000000000644,-73.00000000001194,-42.999999999993044,-21.00000000000435,-46.999999999997044,29.00000000001235,,-278.00000000000045
2019.03.04,-75.00000000000284,-85.00000000000173,-168.00000000000148,-107.00000000000153,-202.9999999999976,-12.999999999996348,,-651.0000000000016
2019.03.04,-133.00000000000534,-83.00000000001084,-168.00000000000148,-53.00000000000304,-204.99999999999963,-92.99999999998754,,-735.0000000000078
2019.03.04,-62.99999999999084,-102.00000000000209,-137.9999999999937,-69.00000000000794,-151.00000000000114,-26.999999999999247,,-549.9999999999949
2019.03.04,-45.000000000006146,-131.99999999999878,-151.00000000000114,-99.00000000000463,-149.99999999999457,-0.9999999999843467,,-577.9999999999895
2019.03.04,-62.000000000006494,-173.00000000000094,-190.00000000000128,-135.00000000000733,-173.00000000000094,-4.999999999988347,,-738.0000000000055
2019.03.04,-114.99999999999844,-160.00000000000458,-209.9999999999991,-179.00000000000693,-205.99999999999508,34.000000000000696,,-836.0000000000035
2019.03.04,-24.000000000001798,-75.00000000000284,-22.999999999995246,-31.000000000003247,-17.999999999995797,86.0000000000083,,-84.99999999999062
2019.03.04,-55.99999999998939,-14.000000000002899,-59.99999999999339,-70.0000000000034,-109.99999999999899,90.00000000001229,,-219.99999999997578
2019.03.04,-76.0000000000094,-52.000000000007596,-100.00000000000009,-94.00000000000519,-135.99999999999167,68.00000000000139,,-390.0000000000126
2019.03.04,-121.99999999999989,-95.00000000000064,-107.99999999999699,-91.00000000000774,-115.99999999999389,55.000000000005045,,-476.99999999999403
2019.03.04,-143.00000000000423,-146.00000000000168,-131.99999999999878,-116.00000000000499,-112.000000000001,53.999999999998494,,-595.0000000000122
2019.03.04,-90.99999999999665,-208.99999999999253,-107.00000000000153,-82.99999999999974,-32.999999999994145,40.0000000000178,,-482.99999999996675
2019.03.04,-137.9999999999937,-107.99999999999699,-127.99999999999478,-106.00000000000608,-134.0000000000008,42.0000000000087,,-571.9999999999836
2019.03.04,-24.000000000001798,-126.0000000000039,-147.99999999999258,-104.00000000000409,-146.99999999999713,13.000000000018552,,-535.999999999981
2019.03.04,-43.999999999999595,-191.99999999999218,-159.9999999999935,-97.00000000000264,-117.99999999999588,-14.999999999987246,,-625.9999999999711
2019.03.04,-45.99999999999049,-184.00000000000637,-187.9999999999993,-116.00000000000499,-159.9999999999935,-25.999999999992696,,-719.9999999999874
2019.03.04,-79.99999999999119,-197.00000000000273,-261.0000000000001,-155.00000000000514,-247.99999999999267,-74.99999999998064,,-1015.9999999999725
