date,GBPUSD,USDCAD,AUDUSD,NZDUSD,AUDCAD,AUDNZD,empty,sum
2019.03.04,-112.000000000001,-51.000000000001044,-95.00000000000064,-108.00000000000809,-166.99999999999494,-99.99999999998899,,-632.9999999999947
2019.03.04,-131.99999999999878,-42.0000000000087,-90.99999999999665,-55.000000000005045,-139.99999999999568,-125.99999999998168,,-585.9999999999865
2019.03.04,-133.99999999998968,-59.99999999999339,-46.999999999997044,-16.0000000000049,-87.99999999999919,-24.000000000001798,,-368.999999999986
2019.03.04,-73.99999999999629,-93.99999999999409,-52.99999999999194,0.999999999995449,-48.99999999999905,-26.999999999999247,,-295.99999999998516
2019.03.04,-133.99999999998968,-168.99999999999693,-74.99999999999174,-38.0000000000047,-88.99999999999464,-43.999999999999595,,-548.9999999999773
2019.03.04,-150.99999999999002,-117.99999999999588,-229.00000000000142,-112.000000000001,-270.99999999999903,-134.99999999999625,,-1015.9999999999835
2019.03.04,-136.00000000000279,-102.00000000000209,-202.0000000000022,-121.99999999999989,-245.99999999999068,-112.000000000001,,-919.9999999999986
2019.03.04,-136.00000000000279,-110.99999999999443,-187.9999999999993,-104.99999999999955,-221.99999999999997,-95.999999999985,,-857.999999999981
2019.03.04,-69.00000000000794,-133.00000000000534,-161.99999999999548,-107.00000000000153,-170.99999999999892,-31.999999999987594,,-673.9999999999968
2019.03.04,-82.99999999998863,-173.00000000000094,-200.00000000000017,-136.00000000000279,-193.99999999999417,-64.99999999998174,,-850.9999999999684
2019.03.04,-116.99999999998934,-180.0000000000024,-209.9999999999991,-181.00000000000892,-206.99999999999054,-22.999999999995246,,-917.9999999999856
2019.03.04,-116.00000000000499,-163.00000000000205,-222.99999999999542,-187.00000000000384,-227.99999999999488,2.999999999997449,,-914.0000000000038
2019.03.04,-63.99999999999739,-121.99999999999989,-118.99999999999133,-87.99999999999919,-134.0000000000008,24.000000000001798,,-502.9999999999868
2019.03.04,-83.9999999999952,-60.99999999999994,-107.00000000000153,-104.99999999999955,-153.99999999999858,39.00000000001125,,-471.9999999999836
2019.03.04,-126.0000000000039,-104.99999999999955,-151.00000000000114,-134.0000000000008,-169.99999999999238,42.0000000000087,,-643.9999999999891
2019.03.04,-160.99999999998892,-151.00000000001222,-149.99999999999457,-126.0000000000039,-151.00000000000114,21.00000000000435,,-717.9999999999964
2019.03.04,-146.00000000000168,-208.99999999999253,-141.00000000000225,-132.0000000000099,-121.99999999999989,15.00000000000945,,-734.9999999999968
2019.03.04,-143.00000000000423,-212.99999999999653,-129.00000000000134,-120.00000000000898,-137.9999999999937,30.0000000000189,,-712.9999999999859
2019.03.04,-187.00000000000384,-147.99999999999258,-168.00000000000148,-117.00000000000044,-175.99999999999838,-25.999999999992696,,-821.9999999999894
2019.03.04,-70.99999999999883,-198.00000000000927,-209.9999999999991,-143.9999999999997,-190.99999999999673,-35.999999999991594,,-849.9999999999951
2019.03.04,-93.00000000000975,-229.99999999999687,-224.9999999999974,-138.00000000000477,-191.99999999999218,-69.9999999999923,,-947.9999999999932
2019.03.04,-174.99999999999181,-262.00000000000665,-273.9999999999965,-199.00000000000472,-252.99999999999213,-81.9999999999821,,-1244.9999999999739
2019.03.04,-102.00000000000209,-214.00000000000307,-263.99999999999756,-168.00000000000148,-256.0000000000007,-78.99999999998464,,-1082.9999999999895
2019.03.04,-17.000000000000348,-268.0000000000016,-241.00000000000233,-191.00000000000784,-187.9999999999993,-4.999999999988347,,-909.9999999999998
2019.03.04,-160.99999999998892,-248.00000000000378,-222.99999999999542,-177.00000000000495,-176.99999999999383,1.0000000000065512,,-984.9999999999804
2019.03.04,-313.00000000000773,-312.00000000000114,-232.99999999999432,-185.00000000000182,-171.99999999999437,-0.9999999999843467,,-1215.9999999999836
2019.03.04,-402.9999999999978,-383.0,-188.9999999999947,-145.00000000000622,-85.99999999999719,-21.999999999988695,,-1227.9999999999845
2019.03.04,-571.9999999999948,-483.0000000000112,-234.00000000000088,-197.00000000000273,-34.000000000000696,-21.999999999988695,,-1541.9999999999989
2019.03.04,-632.0000000000103,-466.00000000001086,-200.00000000000017,-189.00000000000583,11.00000000000545,45.000000000006146,,-1431.0000000000157
2019.03.04,-482.00000000000466,-435.0000000000076,-180.99999999999784,-201.00000000000674,12.000000000000899,55.000000000005045,,-1232.000000000011
2019.03.04,-411.99999999999017,-445.0000000000065,-175.99999999999838,-195.00000000000074,25.00000000000835,72.0000000000054,,-1130.9999999999818
2019.03.04,-347.9999999999928,-398.9999999999938,-154.99999999999403,-123.00000000000644,-22.999999999995246,-4.999999999988347,,-1052.9999999999707
2019.03.04,-506.9999999999908,-346.0000000000019,-175.99999999999838,-154.0000000000097,-85.99999999999719,-1.999999999990898,,-1270.999999999989
2019.03.04,-632.0000000000103,-351.0000000000124,-227.99999999999488,-214.00000000000307,-151.9999999999966,55.000000000005045,,-1522.0000000000125
2019.03.04,-621.0000000000049,-385.99999999999744,-253.99999999999866,-225.00000000000853,-158.99999999999804,36.0000000000138,,-1608.9999999999936
2019.03.04,-733.9999999999902,-493.0000000000101,-251.00000000000122,-237.00000000000944,-93.99999999999409,32.0000000000098,,-1776.9999999999952
2019.03.04,-770.000000000004,-558.0000000000141,-227.99999999999488,-230.000000000008,34.000000000000696,57.00000000001815,,-1695.0000000000023
2019.03.04,-723.9999999999914,-581.9999999999936,-232.99999999999432,-215.00000000000963,42.0000000000087,-11.999999999989797,,-1723.99999999997
2019.03.04,-617.0000000000009,-617.0000000000009,-234.00000000000088,-148.0000000000037,19.00000000000235,-78.99999999998464,,-1675.9999999999886
2019.03.04,-624.0000000000023,-567.0000000000064,-234.00000000000088,-131.00000000000333,31.999999999998696,-95.999999999985,,-1619.9999999999993
2019.03.04,-703.0000000000092,-564.000000000009,-251.99999999999667,-123.00000000000644,-34.000000000000696,-139.9999999999846,,-1816.0000000000064
2019.03.04,-722.0000000000005,-472.00000000000574,-230.99999999999233,-95.00000000000064,-29.000000000001247,-170.99999999998784,,-1719.9999999999882
2019.03.04,-764.9999999999934,-507.000000000013,-193.99999999999417,-36.0000000000027,26.999999999999247,-173.00000000000094,,-1648.0000000000048
2019.03.04,-763.0000000000026,-461.0000000000003,-169.99999999999238,-38.0000000000047,8.000000000008,-144.99999999999514,,-1568.9999999999875
2019.03.04,-753.0000000000036,-432.0000000000102,-178.00000000000037,-45.000000000006146,3.0000000000085514,-135.9999999999806,,-1540.9999999999925
2019.03.04,-723.0000000000069,-378.00000000001165,-159.9999999999935,-26.000000000003798,3.0000000000085514,-163.00000000000205,,-1447.0000000000093
2019.03.04,-682.9999999999892,-334.00000000001205,-129.00000000000134,30.999999999992145,7.0000000000014495,-187.99999999998818,,-1295.9999999999973
2019.03.04,-662.9999999999914,-326.0000000000041,-118.99999999999133,-43.00000000000415,-8.999999999992347,-193.99999999998306,,-1353.9999999999663
2019.03.05,-750.9999999999906,-307.00000000001285,-161.99999999999548,-67.00000000000594,-58.99999999999794,-254.999999999983,,-1600.9999999999857
2019.03.05,-719.000000000003,-347.9999999999928,-182.99999999999983,-1.0000000000065512,-51.000000000001044,-251.00000000000122,,-1553.0000000000043
2019.03.05,-685.0000000000023,-380.00000000000256,-168.99999999999693,6.999999999990347,-17.999999999995797,-232.99999999999432,,-1478.0000000000016
2019.03.05,-661.0000000000005,-398.9999999999938,-139.99999999999568,5.999999999994898,45.000000000006146,-163.9999999999864,,-1312.9999999999752
2019.03.05,-696.999999999992,-407.0000000000018,-168.00000000000148,-37.00000000000925,21.999999999999797,-144.99999999999514,,-1432.0000000000002
2019.03.05,-707.9999999999975,-469.99999999999267,-271.9999999999945,-79.00000000000685,-95.99999999999609,-249.99999999999466,,-1874.9999999999823
2019.03.05,-719.000000000003,-458.00000000000284,-247.99999999999267,-65.00000000000395,-60.99999999999994,-198.99999999999363,,-1749.9999999999961
2019.03.05,-730.0000000000084,-483.99999999999557,-364.9999999999931,-187.00000000000384,-186.99999999999272,-229.99999999999687,,-2182.999999999991
2019.03.05,-729.0000000000018,-470.9999999999992,-351.0000000000013,-214.00000000000307,-180.99999999999784,-192.99999999999872,,-2139.000000000002
2019.03.05,-727.9999999999953,-455.0000000000054,-296.9999999999917,-211.00000000000563,-117.00000000000044,-66.99999999999484,,-1874.9999999999932
2019.03.05,-788.9999999999952,-438.00000000000506,-307.0000000000017,-189.00000000000583,-145.9999999999906,-100.99999999999554,,-1969.9999999999939
2019.03.05,-910.9999999999951,-483.0000000000112,-317.0000000000006,-212.00000000000108,-151.00000000000114,-110.99999999999443,,-2185.0000000000036
2019.03.05,-933.9999999999905,-524.0000000000133,-310.9999999999946,-320.00000000000915,-104.99999999999955,-47.99999999998139,,-2241.999999999988
