date,USDCHF,USDCAD,AUDCHF,GBPJPY,GBPCAD,GBPAUD,NZDJPY,empty,sum
2019.01.28,-41.9999999999976,0.0,-47.00000000000814,-311.9999999999834,0.0,-96.00000000000719,-112.99999999999955,,-609.9999999999959
2019.01.28,-70.0000000000034,2.999999999997449,-31.999999999998696,-305.9999999999832,273.9999999999965,208.99999999999253,-144.99999999999602,,-66.99999999999486
2019.01.28,-36.999999999998145,-65.99999999998829,22.999999999995246,-317.99999999998363,221.00000000000452,143.99999999998857,-135.00000000000512,,-167.99999999998684
2019.01.28,9.999999999998899,-17.999999999984695,0.999999999995449,-235.99999999999,258.0000000000027,105.99999999998388,-159.00000000000603,,-37.9999999999998
2019.01.28,10.999999999994348,-27.999999999983594,-12.000000000000899,-131.00000000000023,178.00000000001148,132.99999999998312,-120.99999999999511,,30.000000000009123
2019.01.28,27.999999999994696,-39.999999999995595,-1.0000000000065512,45.000000000015916,151.9999999999966,-34.000000000000696,-93.99999999999409,,56.00000000001029
2019.01.28,41.9999999999976,-49.99999999999449,21.999999999999797,51.00000000001614,86.0000000000083,-68.00000000000139,-76.99999999999818,,6.000000000027768
2019.01.28,43.00000000000415,-127.99999999999478,57.99999999999139,-1.999999999981128,8.000000000008,-420.00000000002035,-251.99999999999534,,-692.9999999999881
2019.01.28,19.999999999997797,-48.000000000003595,107.00000000000153,-37.00000000000614,41.000000000002146,-345.0000000000175,-269.00000000000546,,-531.0000000000312
2019.01.28,19.00000000000235,-53.999999999998494,87.99999999999919,63.99999999999295,48.000000000003595,-292.00000000000335,-254.0000000000049,,-381.00000000000864
2019.01.28,12.000000000000899,-82.00000000000429,132.99999999999423,74.00000000001228,19.999999999997797,-348.00000000001495,-313.0000000000024,,-504.0000000000164
2019.01.28,7.9999999999968985,-147.99999999999258,182.99999999999983,30.000000000001137,-5.999999999994898,-438.00000000000506,-375.0,,-745.9999999999947
2019.01.28,41.9999999999976,-149.9999999999835,163.99999999999747,-28.999999999996362,19.999999999997797,-411.0000000000058,-394.00000000000546,,-757.9999999999982
2019.01.28,82.00000000000429,-146.00000000000168,181.9999999999933,-85.99999999998431,35.999999999991594,-417.0000000000007,-409.000000000006,,-758.0000000000035
2019.01.28,71.99999999999429,-136.00000000000279,183.99999999999528,-46.999999999997044,-7.0000000000014495,-450.00000000001705,-408.00000000000125,,-792.00000000003
2019.01.28,46.00000000000159,-122.99999999998423,75.9999999999983,33.00000000001546,-35.999999999991594,-483.0000000000112,-418.99999999999693,,-905.9999999999686
2019.01.28,51.99999999999649,-51.99999999998539,46.999999999997044,123.99999999999523,11.999999999989797,-321.0000000000157,-275.0000000000057,,-413.0000000000282
2019.01.28,80.99999999999774,-34.99999999998504,26.999999999999247,164.99999999999204,-52.99999999999194,-360.0000000000048,-278.0000000000058,,-452.9999999999985
2019.01.28,97.9999999999981,-25.999999999992696,12.999999999996348,243.99999999999977,-116.00000000000499,-426.9999999999996,-265.00000000000057,,-479.00000000000364
2019.01.28,0.0,-27.999999999983594,30.999999999992145,257.000000000005,-234.00000000000088,-522.0000000000002,-248.99999999999523,,-744.9999999999828
2019.01.28,-51.000000000001044,31.000000000003247,35.999999999991594,259.00000000001455,-242.00000000000887,-531.0000000000148,-245.00000000000455,,-743.0000000000198
2019.01.28,-39.999999999995595,-11.999999999989797,22.999999999995246,329.00000000000773,-263.99999999999756,-453.0000000000145,-182.00000000000216,,-598.9999999999966
2019.01.28,17.999999999995797,-10.999999999983245,-19.00000000000235,305.0000000000068,-293.0000000000099,-562.0000000000181,-200.9999999999934,,-763.0000000000043
2019.01.28,61.999999999995396,42.0000000000087,-21.999999999999797,397.99999999999613,-333.0000000000055,-622.0000000000115,-204.9999999999983,,-680.0000000000148
2019.01.28,60.00000000000449,22.0000000000109,0.0,240.0000000000091,-330.9999999999924,-634.0000000000013,-251.99999999999534,,-894.9999999999644
2019.01.28,78.99999999999574,17.000000000000348,-65.00000000000395,205.0000000000125,-198.00000000000927,-462.0000000000068,-304.00000000000205,,-728.0000000000135
2019.01.28,90.0000000000012,-26.999999999999247,-69.00000000000794,93.00000000001774,-126.0000000000039,-328.00000000001717,-260.9999999999957,,-628.000000000005
2019.01.28,14.000000000002899,52.000000000007596,-65.00000000000395,209.00000000000318,-330.9999999999924,-471.0000000000214,-188.0000000000024,,-780.0000000000065
2019.01.28,-9.999999999998899,137.00000000000932,-78.00000000000028,346.00000000000364,-329.00000000000153,-457.00000000001853,-150.00000000000568,,-541.000000000012
2019.01.28,7.0000000000014495,144.99999999999514,-119.00000000000244,354.0000000000134,-357.00000000000733,-458.00000000000284,-128.0000000000001,,-556.0000000000027
2019.01.28,17.000000000000348,170.00000000000347,-80.00000000000229,408.00000000001546,-361.9999999999957,-590.0000000000016,-144.00000000000546,,-580.9999999999858
2019.01.28,27.999999999994696,277.00000000001614,-102.00000000000209,293.00000000000637,-59.000000000009045,-422.00000000001125,-109.99999999999943,,-95.0000000000046
2019.01.28,14.999999999998348,404.0000000000044,-158.0000000000026,331.99999999999363,160.00000000000458,-307.00000000001285,-81.99999999999363,,363.9999999999918
2019.01.28,17.000000000000348,507.9999999999973,-214.00000000000307,495.00000000000455,143.00000000000423,-319.0000000000026,0.0,,630.0000000000008
2019.01.28,127.99999999999478,483.0000000000112,-201.00000000000674,356.9999999999993,452.99999999999227,-207.00000000000162,-66.99999999999307,,945.9999999999962
2019.01.28,92.99999999999864,372.00000000001677,-231.99999999999886,349.9999999999943,76.0000000000094,-201.00000000000674,-13.00000000000523,,445.0000000000084
2019.01.28,85.00000000000173,368.00000000001273,-229.00000000000142,522.9999999999961,90.99999999999665,-304.9999999999997,30.000000000001137,,563.000000000007
2019.01.28,92.00000000000318,436.9999999999985,-255.00000000000523,551.0000000000161,242.99999999999324,-210.0000000000213,42.00000000000159,,899.9999999999862
2019.01.28,139.00000000000023,422.00000000001125,-289.0000000000059,604.0000000000134,184.99999999999073,-120.00000000000898,93.99999999999409,,1034.999999999995
2019.01.28,158.0000000000026,397.0000000000029,-239.0000000000003,504.0000000000191,171.00000000001003,-133.00000000000534,66.99999999999307,,925.0000000000219
2019.01.28,173.9999999999964,351.99999999999676,-252.0000000000078,474.00000000001796,164.00000000000858,-93.00000000000975,58.9999999999975,,877.9999999999998
2019.01.28,156.00000000000057,314.99999999999864,-214.99999999999852,520.0000000000102,110.00000000001009,-164.00000000000858,22.999999999996135,,745.0000000000086
2019.01.28,121.99999999999989,331.0000000000146,-207.00000000000162,548.0000000000018,130.0000000000079,-184.00000000000637,30.000000000001137,,770.0000000000173
2019.01.28,100.00000000000009,344.00000000001097,-202.0000000000022,449.0000000000123,89.00000000000574,-176.00000000002058,28.999999999996362,,633.0000000000026
2019.01.28,90.0000000000012,351.99999999999676,-206.00000000000617,462.0000000000175,104.99999999999955,-107.00000000001265,40.99999999999682,,736.9999999999931
2019.01.28,97.00000000000264,333.0000000000055,-194.0000000000053,430.0000000000068,106.00000000000608,-121.99999999999989,28.000000000005798,,678.0000000000218
2019.01.28,92.00000000000318,333.0000000000055,-165.9999999999995,399.0000000000009,140.0000000000068,-104.00000000001519,13.999999999995794,,707.9999999999975
2019.01.28,83.9999999999952,360.0000000000048,-219.99999999999798,453.00000000000296,129.00000000000134,-120.00000000000898,30.000000000001137,,715.9999999999985
2019.01.29,75.00000000000284,356.00000000000074,-243.00000000000432,568.000000000012,45.000000000006146,-204.00000000000418,61.99999999999761,,659.0000000000109
2019.01.29,109.99999999999899,330.0000000000081,-265.0000000000041,575.9999999999934,-48.000000000003595,-250.00000000001688,81.99999999999363,,534.9999999999695
2019.01.29,78.00000000000028,417.0000000000007,-250.00000000000577,643.0000000000007,56.99999999999594,-88.0000000000214,120.00000000000455,,976.999999999975
