date,USDCHF,USDCAD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,EURJPY,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.05.03,-41.9999999999976,-63.000000000013046,-117.00000000001154,-5.999999999994898,-58.99999999999794,-44.99999999999504,-174.99999999998295,-91.00000000000819,-212.99999999999653,-31.00000000000591,81.9999999999932,-14.999999999998348,,-775.0000000000088
2021.05.03,-66.99999999999484,-9.000000000014552,-182.99999999999983,-43.999999999999595,-12.000000000000899,-54.999999999993946,-194.99999999999318,-73.0000000000075,-367.0000000000062,-61.99999999999761,0.0,75.9999999999983,,-991.0000000000099
2021.05.03,-80.99999999999774,0.0,-266.0000000000107,-52.99999999999194,-83.9999999999952,-57.99999999999139,-372.99999999999045,-108.00000000000409,-554.9999999999944,-20.000000000010232,50.99999999998994,43.999999999999595,,-1502.9999999999966
2021.05.03,-104.99999999999955,-11.00000000000545,-310.0000000000103,-94.99999999997843,-97.9999999999981,-51.99999999999649,-359.00000000000887,-105.99999999999454,-575.9999999999987,-29.000000000010573,50.99999999998994,34.000000000000696,,-1656.0000000000102
2021.05.03,-105.99999999999498,18.999999999991246,-286.00000000000847,-100.99999999999554,-87.99999999999919,-32.999999999994145,-296.99999999999704,-80.99999999998886,-585.9999999999976,-48.00000000000182,14.999999999998348,56.0000000000005,,-1535.9999999999875
2021.05.03,-105.99999999999498,31.000000000003247,-299.00000000000483,-96.99999999999153,-134.99999999999625,-44.99999999999504,-312.9999999999882,-73.99999999998386,-533.99999999999,-27.000000000001023,69.9999999999923,37.99999999999359,,-1490.9999999999563
2021.05.03,-117.99999999999588,106.99999999999044,-397.0000000000029,-143.99999999998857,-226.99999999999943,-71.99999999999429,-519.0000000000055,-218.9999999999941,-358.9999999999982,140.00000000000057,117.99999999999588,-26.999999999999247,,-1716.9999999999911
2021.05.03,-109.99999999999899,115.99999999998278,-446.0000000000131,-160.99999999998892,-246.00000000000176,-95.99999999999609,-552.9999999999973,-211.9999999999891,-323.99999999999096,152.9999999999916,142.99999999999312,-56.99999999999594,,-1793.0000000000045
2021.05.03,-120.99999999999334,93.99999999999409,-480.99999999999807,-167.9999999999904,-224.000000000002,-108.99999999999244,-635.9999999999957,-253.99999999999068,-404.0000000000044,140.99999999999113,119.99999999999788,-24.999999999997247,,-2066.999999999981
2021.05.03,-143.9999999999997,24.000000000001798,-428.00000000000614,-148.99999999999915,-188.9999999999947,-87.99999999999919,-592.9999999999893,-247.99999999999045,-456.9999999999963,114.99999999999488,100.99999999999554,-7.0000000000014495,,-2062.999999999984
2021.05.03,-186.99999999999272,-50.0000000000167,-445.0000000000065,-155.99999999997837,-195.00000000000074,-100.00000000000009,-574.9999999999886,-216.99999999998454,-273.9999999999965,173.99999999999238,124.99999999999733,-121.00000000000443,,-2020.9999999999795
2021.05.03,-197.00000000000273,-134.00000000001188,-419.9999999999982,-130.99999999999224,-164.99999999999292,-95.99999999999609,-592.9999999999893,-239.00000000000432,-319.0000000000026,170.0000000000017,139.99999999999568,-136.99999999999824,,-2120.9999999999914
2021.05.03,-190.99999999999673,-93.00000000000975,-473.99999999999665,-152.99999999998093,-197.99999999999818,-110.99999999999443,-729.9999999999898,-323.99999999998386,-387.99999999998835,189.99999999999773,153.99999999999858,-85.00000000000173,,-2402.999999999944
2021.05.03,-186.99999999999272,-70.99999999999883,-480.99999999999807,-152.99999999998093,-241.00000000000233,-123.99999999999079,-741.9999999999902,-328.00000000000296,-309.99999999998806,229.99999999998977,203.99999999999307,-116.00000000000499,,-2318.9999999999673
2021.05.03,-219.99999999999798,-116.00000000000499,-479.0000000000072,-156.99999999998494,-212.99999999999653,-118.99999999999133,-739.0000000000043,-332.9999999999984,-246.99999999999721,262.00000000000045,167.9999999999904,-151.00000000000114,,-2343.9999999999936
2021.05.03,-195.00000000000074,-104.00000000001519,-449.9999999999948,-150.99999999999002,-198.99999999999363,-106.99999999999044,-741.9999999999902,-358.0000000000041,-418.0000000000073,197.9999999999933,157.99999999999147,-70.99999999999883,,-2439.0000000000005
2021.05.03,-217.0000000000005,-146.00000000000168,-371.99999999999454,-146.99999999998602,-151.00000000000114,-52.99999999999194,-686.000000000007,-379.99999999999545,-598.0000000000097,128.99999999999068,115.99999999999389,17.000000000000348,,-2488.0000000000027
2021.05.03,-175.00000000000293,-161.00000000001114,-337.99999999999386,-131.99999999999878,-126.99999999999933,-42.999999999993044,-709.0000000000032,-417.0000000000016,-602.999999999998,147.99999999999613,128.99999999999022,-21.00000000000435,,-2449.00000000002
2021.05.03,-141.99999999999767,-219.00000000001364,-290.9999999999968,-97.9999999999981,-110.99999999999443,-37.99999999999359,-609.0000000000089,-338.99999999999864,-629.9999999999973,86.99999999998909,180.99999999999784,-51.000000000001044,,-2260.000000000013
2021.05.03,-97.9999999999981,-242.00000000000887,-348.9999999999993,-184.99999999999073,-148.99999999999915,-6.999999999990347,-723.9999999999895,-484.00000000000887,-629.9999999999973,176.9999999999925,303.9999999999932,-185.99999999999727,,-2572.999999999994
2021.05.03,-146.00000000000168,-141.99999999999767,-544.0000000000111,-205.99999999999508,-231.99999999999886,-122.99999999999534,-1052.9999999999973,-591.0000000000082,-550.9999999999903,277.000000000001,286.99999999999284,-124.00000000000189,,-3148.0000000000036
2021.05.03,-114.99999999999844,-182.99999999999983,-526.0000000000042,-187.99999999998818,-173.00000000000094,-125.99999999999278,-1063.999999999993,-597.9999999999848,-707.9999999999975,204.9999999999983,270.99999999999903,-80.99999999999774,,-3285.9999999999595
2021.05.03,-139.00000000000023,-188.00000000001037,-605.9999999999955,-208.99999999999253,-170.00000000000347,-165.9999999999995,-1161.0000000000014,-623.9999999999952,-858.9999999999875,149.99999999999147,241.99999999999778,0.0,,-3729.9999999999964
2021.05.03,-60.99999999999994,-152.0000000000188,-592.9999999999991,-231.99999999998778,-158.0000000000026,-136.99999999999824,-1204.999999999984,-704.9999999999841,-1012.9999999999973,126.99999999999534,276.9999999999939,14.999999999998348,,-3836.999999999984
2021.05.03,-53.999999999998494,-304.00000000001535,-554.00000000001,-263.99999999999756,-129.9999999999968,-87.99999999999919,-1078.000000000003,-671.999999999997,-1062.9999999999918,81.99999999999363,368.9999999999971,-100.00000000000009,,-3856.000000000018
2021.05.03,-29.000000000001247,-260.0000000000158,-516.0000000000053,-225.99999999999287,-112.99999999999643,-91.99999999999208,-1002.0000000000095,-600.9999999999991,-960.9999999999897,87.99999999999386,339.99999999999585,-117.99999999999588,,-3490.000000000008
2021.05.03,-31.999999999998696,-185.99999999999727,-544.9999999999955,-262.999999999991,-149.99999999999457,-84.99999999999064,-1016.9999999999959,-626.0000000000048,-923.9999999999915,118.99999999999977,325.99999999999295,-109.99999999999899,,-3492.9999999999663
2021.05.03,-12.999999999996348,-113.00000000000753,-672.0000000000059,-258.99999999998704,-215.99999999999397,-166.99999999999494,-1076.9999999999982,-545.9999999999923,-705.0000000000001,174.99999999999716,379.9999999999915,-195.00000000000074,,-3407.9999999999886
2021.05.03,-185.99999999999727,-74.0000000000185,-903.9999999999937,-413.99999999998107,-307.0000000000017,-203.99999999999307,-1173.0000000000018,-574.9999999999886,-787.0000000000043,152.9999999999916,289.9999999999903,-78.00000000000028,,-4258.999999999998
2021.05.03,-258.0000000000027,-79.00000000000685,-994.000000000006,-446.9999999999974,-380.999999999998,-237.99999999999378,-1144.0000000000055,-501.9999999999811,-662.9999999999914,167.0000000000016,322.00000000000006,-109.00000000000354,,-4325.999999999984
2021.05.03,-180.0000000000024,-57.00000000001815,-1027.0000000000002,-408.9999999999927,-409.99999999999926,-293.99999999999426,-1145.0000000000102,-413.99999999998727,-486.999999999993,199.99999999998863,426.9999999999996,-228.00000000000597,,-4024.0000000000155
