date,GBPUSD,USDJPY,GBPAUD,EURJPY,EURAUD,AUDJPY,empty,sum
2016.08.15,-20.999999999982144,-19.000000000005457,-90.99999999999665,-31.00000000000591,-12.999999999996348,0.0,,-174.99999999998653
2016.08.15,-11.999999999989797,25.99999999999625,-56.99999999999594,25.99999999999625,-35.00000000000725,103.00000000000864,,51.00000000000815
2016.08.15,-136.00000000000279,99.00000000000375,-121.00000000001555,45.000000000001705,-15.00000000000945,109.00000000000887,,-19.000000000013472
2016.08.15,-149.9999999999835,58.9999999999975,-249.00000000001032,13.999999999995794,-107.99999999999699,162.00000000000614,,-271.99999999999136
2016.08.15,-200.99999999998454,128.0000000000001,-147.00000000000824,66.0000000000025,-39.999999999995595,147.99999999999613,,-45.999999999989626
2016.08.15,-170.99999999998784,141.9999999999959,-100.0000000000112,114.99999999999488,-2.0000000000131024,176.00000000000193,,159.9999999999806
2016.08.15,-123.99999999999079,109.99999999999943,-51.000000000001044,75.9999999999934,41.000000000002146,115.99999999999966,,168.00000000000279
2016.08.15,-124.99999999999733,138.00000000000523,68.99999999998573,81.00000000000307,119.00000000000244,78.00000000000296,,360.0000000000021
2016.08.15,-85.99999999998609,221.9999999999942,248.00000000000378,123.99999999999523,126.99999999998823,123.99999999999523,,758.9999999999907
2016.08.15,75.00000000000284,233.0000000000041,378.999999999996,126.00000000000477,82.00000000000429,129.0000000000049,,1024.0000000000168
2016.08.15,49.00000000001015,180.00000000000682,394.9999999999898,67.99999999999784,66.99999999999484,70.99999999999795,,829.9999999999975
2016.08.15,9.999999999998899,191.0000000000025,367.99999999999056,90.00000000000341,129.99999999998568,82.00000000000784,,870.9999999999889
2016.08.15,32.0000000000098,197.00000000000273,375.9999999999986,112.99999999999955,151.9999999999966,105.00000000000398,,975.0000000000113
2016.08.15,101.00000000001774,135.00000000000512,381.99999999999346,42.999999999992156,75.00000000000284,114.00000000000432,,850.0000000000157
2016.08.15,48.000000000003595,132.99999999999557,241.00000000000233,45.000000000001705,28.999999999990145,115.99999999999966,,611.999999999993
2016.08.15,-15.999999999993797,170.0000000000017,272.99999999998994,88.99999999999864,96.99999999999153,120.00000000000455,,732.9999999999925
2016.08.15,-37.99999999998249,162.9999999999967,121.99999999999989,73.99999999999807,28.999999999990145,106.99999999999932,,457.00000000000165
2016.08.15,-35.999999999991594,135.00000000000512,76.99999999999375,72.00000000000273,-72.0000000000054,167.0000000000016,,343.0000000000062
2016.08.15,-0.9999999999843467,25.99999999999625,-17.000000000000348,-43.99999999999693,-161.99999999999548,135.00000000000512,,-62.99999999997573
2016.08.15,99.00000000000463,-22.999999999996135,-60.99999999999994,-67.00000000000728,-178.99999999999582,146.0000000000008,,-84.99999999999375
2016.08.15,104.99999999999955,-84.99999999999375,-285.00000000000193,-52.00000000000671,-341.00000000001353,197.00000000000273,,-461.00000000001364
2016.08.15,-68.00000000000139,-99.99999999999432,-418.0000000000073,-112.00000000000898,-309.0000000000037,201.99999999999818,,-805.0000000000175
2016.08.15,-78.99999999998464,-64.99999999999773,-411.0000000000058,-64.99999999999773,-295.0000000000008,222.0000000000084,,-692.9999999999783
2016.08.15,-70.99999999999883,-165.99999999999682,-469.0000000000083,-179.00000000000205,-344.00000000001097,171.00000000000648,,-1058.0000000000105
2016.08.15,-123.99999999999079,-230.99999999999454,-497.0000000000141,-256.0000000000002,-317.0000000000117,48.00000000000182,,-1377.0000000000095
2016.08.15,-151.9999999999966,-248.00000000000466,-416.00000000001637,-254.99999999999545,-188.00000000001037,52.00000000000671,,-1207.0000000000168
2016.08.15,-124.99999999999733,-135.99999999999568,-317.0000000000117,-164.00000000000148,-150.00000000000568,88.99999999999864,,-803.0000000000133
2016.08.15,-109.99999999998789,-138.00000000000523,-282.0000000000045,-123.00000000000466,-97.9999999999981,73.99999999999807,,-677.0000000000023
2016.08.15,-221.99999999998886,-88.99999999999864,-426.00000000001523,-61.99999999999761,-107.99999999999699,112.99999999999955,,-793.9999999999977
2016.08.15,-376.9999999999829,-198.99999999999807,-577.0000000000052,-132.99999999999557,-45.000000000006146,45.000000000001705,,-1285.9999999999864
2016.08.15,-359.99999999998255,-195.99999999999795,-693.0000000000102,-64.00000000000716,-49.99999999999449,39.00000000000148,,-1323.999999999991
2016.08.15,-512.0000000000014,-117.00000000000443,-751.0000000000127,28.999999999996362,-29.999999999996696,103.9999999999992,,-1277.0000000000196
2016.08.15,-502.9999999999868,-60.000000000002274,-741.9999999999982,-10.99999999999568,28.000000000005798,79.00000000000773,,-1208.9999999999695
2016.08.15,-530.9999999999926,-105.99999999999454,-839.9999999999964,87.99999999999386,53.999999999998494,125.0,,-1209.9999999999914
2016.08.15,-529.999999999986,1.0000000000047748,-804.0000000000047,194.99999999999318,151.9999999999966,150.99999999999625,,-834.9999999999999
2016.08.15,-516.9999999999897,-129.99999999999545,-1155.000000000017,177.99999999999727,-72.0000000000054,200.00000000000284,,-1496.0000000000077
2016.08.15,-481.99999999998244,-121.99999999999989,-1191.0000000000086,149.0000000000009,-144.0000000000108,283.00000000000125,,-1506.9999999999995
2016.08.15,-544.9999999999955,-100.99999999999909,-1222.000000000012,179.00000000000205,-120.00000000000898,274.0000000000009,,-1535.0000000000127
2016.08.15,-516.9999999999897,-96.9999999999942,-1293.000000000011,191.99999999999307,-168.0000000000126,311.00000000000705,,-1572.0000000000073
2016.08.15,-493.99999999999443,40.99999999999682,-1154.0000000000105,248.99999999999523,-188.00000000001037,393.0000000000007,,-1153.0000000000227
2016.08.15,-458.00000000000284,31.00000000000591,-1110.000000000011,195.99999999999795,-235.00000000000742,373.9999999999952,,-1202.000000000022
2016.08.15,-441.99999999998687,31.00000000000591,-1131.9999999999998,197.00000000000273,-249.00000000001032,391.00000000000534,,-1203.9999999999827
2016.08.15,-407.0000000000018,37.00000000000614,-1027.0000000000002,210.99999999999852,-215.00000000000963,375.0,,-1026.0000000000068
2016.08.15,-483.99999999999557,66.0000000000025,-1085.0000000000027,233.0000000000041,-204.00000000000418,390.00000000000057,,-1083.9999999999955
2016.08.15,-468.00000000000176,67.99999999999784,-1006.000000000018,230.00000000000398,-153.00000000000313,335.9999999999985,,-993.0000000000224
2016.08.15,-458.9999999999872,94.99999999999886,-948.0000000000155,262.00000000000045,-103.00000000000864,341.99999999999875,,-811.0000000000133
2016.08.15,-459.99999999999375,102.00000000000387,-897.9999999999987,287.9999999999967,-49.99999999999449,328.00000000000296,,-689.9999999999835
2016.08.15,-421.99999999998903,111.0000000000042,-870.0000000000152,254.99999999999545,-73.99999999999629,323.99999999999807,,-676.0000000000027
2016.08.16,-451.99999999998573,126.00000000000477,-985.999999999998,271.99999999999136,-92.00000000000318,290.00000000000625,,-841.9999999999844
2016.08.16,-409.99999999999926,137.00000000000045,-876.0000000000101,284.9999999999966,-86.0000000000083,365.99999999999966,,-584.0000000000209
2016.08.16,-407.99999999998613,132.99999999999557,-909.0000000000042,310.0000000000023,-137.9999999999937,382.99999999999557,,-628.9999999999906
2016.08.16,-353.99999999998766,64.99999999999773,-931.9999999999995,246.9999999999999,-190.00000000000128,356.00000000000875,,-807.9999999999822
2016.08.16,-363.0000000000022,64.99999999999773,-866.0000000000113,206.99999999999363,-148.99999999999915,332.00000000000784,,-774.0000000000133
2016.08.16,-417.99999999998505,85.99999999999852,-975.0000000000148,218.9999999999941,-198.00000000000927,361.99999999999477,,-924.0000000000218
2016.08.16,-407.0000000000018,-28.000000000005798,-978.0000000000122,96.9999999999942,-212.99999999999653,281.0000000000059,,-1248.0000000000161
2016.08.16,-404.9999999999887,-57.00000000000216,-850.0000000000174,66.0000000000025,-140.0000000000068,176.00000000000193,,-1210.0000000000105
2016.08.16,-348.9999999999993,-182.00000000000216,-703.0000000000092,-55.999999999997385,-2.0000000000131024,43.99999999999693,,-1248.0000000000246
2016.08.16,-407.99999999998613,-233.0000000000041,-905.0000000000002,-143.00000000000068,-173.00000000000094,-102.00000000000387,,-1963.999999999996
2016.08.16,-411.99999999999017,-218.00000000000352,-567.0000000000064,-121.99999999999989,126.0000000000039,-102.99999999999443,,-1295.9999999999905
2016.08.16,-385.99999999999744,-587.0000000000033,-724.0000000000135,-463.99999999999864,-80.00000000001339,-206.00000000000307,,-2447.000000000029
2016.08.16,-271.99999999998334,-707.9999999999984,-733.0000000000059,-564.0000000000072,-29.999999999996696,-243.99999999999977,,-2550.999999999992
2016.08.16,-224.99999999998633,-769.0000000000055,-821.000000000005,-561.9999999999976,-156.00000000000057,-230.00000000000398,,-2762.999999999999
2016.08.16,-170.00000000000347,-715.0000000000034,-790.0000000000018,-537.0000000000061,-139.00000000000023,-191.99999999999307,,-2543.0000000000077
2016.08.16,-211.99999999998997,-676.9999999999925,-792.0000000000149,-492.999999999995,-110.99999999999443,-170.0000000000017,,-2454.9999999999886
