,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['EURJPY', 'NZDJPY', 'CADJPY']",100.0,-0.785,S
1,1,EURUSD,10,"['CHFJPY', 'EURJPY']",80.0,0.8870611904761916,B
2,2,USDJPY,10,['EURJPY'],80.0,-0.8111800000000086,S
3,3,EURCHF,20,"['USDJPY', 'GBPCHF']",80.0,0.4999,B
4,4,CHFJPY,20,"['EURCHF', 'EURJPY']",80.0,1.0,B
5,5,CADCHF,10,['EURJPY'],80.0,-0.8101900000000067,S
6,6,GBPJPY,20,"['NZDCAD', 'GBPCAD', 'AUDCAD', 'EURNZD']",100.0,0.9942,B
7,7,GBPCAD,20,['AUDCAD'],80.0,0.5363329988480235,B
8,8,EURCAD,20,"['EURJPY', 'USDJPY', 'NZDJPY']",80.0,0.9972309126984128,B
9,9,EURNZD,10,"['EURCAD', 'AUDNZD', 'EURUSD', 'EURAUD', 'AUDCHF']",80.0,0.786,B
10,10,CADJPY,10,"['GBPCAD', 'GBPCHF']",80.0,-0.6187792857142853,S
11,11,AUDJPY,10,"['CHFJPY', 'AUDUSD']",80.0,0.9985700000000003,B
12,12,NZDJPY,10,"['GBPCAD', 'GBPCHF']",80.0,-0.6247415476190479,S
13,13,NZDCAD,10,['GBPUSD'],100.0,-0.9554900000000033,S
