date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,EURGBP,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.01.21,122.99999999998423,-60.99999999999994,15.00000000000945,-6.999999999990347,78.00000000000028,7.9999999999968985,68.00000000000139,522.0000000000002,-79.9999999999983,63.99999999999295,19.999999999997797,,749.9999999999947
2019.01.21,70.99999999999883,-66.00000000001049,48.000000000003595,30.000000000007798,129.00000000000134,32.999999999994145,130.0000000000079,679.0000000000074,-24.00000000000091,128.99999999999068,49.99999999999449,,1208.9999999999948
2019.01.21,85.00000000000173,-90.00000000001229,106.00000000000608,19.00000000000235,73.00000000000084,-38.0000000000047,197.00000000000273,632.9999999999947,-25.000000000005684,75.00000000000284,-12.000000000000899,,1022.9999999999877
2019.01.21,205.99999999999508,-60.000000000015596,163.00000000000205,15.00000000000945,100.00000000000009,-36.0000000000027,257.0000000000072,651.0000000000016,-2.0000000000095497,125.99999999999056,-58.99999999999794,,1360.9999999999802
2019.01.21,90.99999999999665,-150.00000000000568,104.99999999999955,26.999999999999247,162.0000000000066,41.9999999999976,246.99999999999721,943.9999999999893,45.99999999999227,228.9999999999992,-4.000000000004,,1738.9999999999677
2019.01.21,141.99999999999767,-151.9999999999966,46.999999999997044,12.000000000000899,155.00000000000514,42.999999999993044,285.9999999999974,930.999999999993,33.00000000000125,224.99999999999432,17.999999999995797,,1739.9999999999789
2019.01.21,121.99999999999989,-141.99999999999767,114.99999999999844,123.00000000000644,265.99999999999955,158.99999999999804,263.99999999999756,1190.0000000000023,225.9999999999991,408.00000000000125,119.00000000000244,,2850.0000000000073
2019.01.21,70.99999999999883,-171.00000000001003,52.000000000007596,91.00000000000774,248.99999999999923,131.99999999999878,252.0000000000078,1113.9999999999927,195.99999999999795,424.99999999999716,120.99999999999334,,2531.999999999991
2019.01.21,126.0000000000039,-185.99999999999727,46.0000000000127,-17.000000000000348,187.00000000000384,70.99999999999883,299.00000000000483,1059.9999999999943,10.99999999999568,266.9999999999959,-18.0000000000069,,1846.0000000000057
2019.01.21,65.00000000000395,-175.00000000001404,36.0000000000138,-62.99999999999084,147.00000000000824,39.00000000000014,246.99999999999721,947.9999999999933,-103.9999999999992,164.99999999999204,-73.00000000000084,,1232.0000000000039
2019.01.21,103.99999999999298,-168.0000000000126,70.99999999999883,-10.999999999994348,215.00000000000963,110.99999999999443,270.0000000000036,1105.0000000000005,-8.000000000009777,274.9999999999915,-29.000000000001247,,1934.9999999999734
