date,AUDUSD,GBPCHF,EURCHF,EURJPY,AUDJPY,empty,sum
2018.05.21,42.999999999993044,-197.00000000000273,-18.0000000000069,-14.999999999986358,-70.00000000000739,,-257.00000000001035
2018.05.21,68.00000000000139,-187.00000000000384,-12.999999999996348,15.00000000001478,-81.00000000000307,,-197.9999999999871
2018.05.21,46.00000000000159,-287.9999999999994,-48.000000000003595,46.999999999997044,-24.00000000000091,,-267.00000000000523
2018.05.21,39.00000000000014,-261.0000000000001,-41.000000000002146,45.000000000015916,-42.00000000000159,,-259.9999999999878
2018.05.21,-11.00000000000545,-296.0000000000074,-34.000000000000696,94.00000000002251,1.9999999999953388,,-244.99999999999568
2018.05.21,34.000000000000696,-302.0000000000023,-55.000000000005045,27.000000000015234,-56.000000000011596,,-352.000000000003
2018.05.21,-56.0000000000005,-272.00000000000557,-59.000000000009045,16.000000000019554,-46.00000000000648,,-417.00000000000205
2018.05.21,-75.00000000000284,-331.0000000000146,-52.99999999999194,66.0000000000025,-38.000000000010914,,-431.0000000000178
2018.05.21,51.000000000001044,-299.00000000000483,-41.000000000002146,37.00000000000614,-145.00000000001023,,-397.00000000001
2018.05.21,35.999999999991594,-167.00000000000603,-46.999999999997044,34.000000000020236,-103.00000000000864,,-246.9999999999999
2018.05.21,104.99999999999955,-202.00000000001327,-53.999999999998494,-1.999999999981128,-225.00000000000853,,-378.0000000000019
2018.05.21,42.999999999993044,-82.00000000000429,-63.99999999999739,36.000000000001364,-190.00000000001194,,-257.0000000000192
2018.05.21,39.999999999995595,-58.000000000002494,-62.000000000006494,-38.99999999998727,-222.99999999999898,,-341.99999999999966
2018.05.21,46.00000000000159,-59.000000000009045,-55.99999999998939,-108.99999999998045,-253.0000000000001,,-430.9999999999774
2018.05.21,13.999999999991797,-23.00000000001745,-62.99999999999084,-197.99999999997908,-283.00000000000125,,-552.9999999999968
2018.05.21,0.999999999995449,-32.0000000000098,-46.999999999997044,-211.9999999999891,-279.0000000000106,,-569.000000000011
2018.05.21,-29.000000000001247,-60.99999999999994,-43.999999999999595,-219.99999999999886,-267.0000000000101,,-621.0000000000098
2018.05.21,13.999999999991797,-57.00000000001815,-25.999999999992696,-288.99999999998727,-344.99999999999886,,-703.0000000000052
2018.05.21,-35.00000000000725,49.99999999999449,63.99999999999739,-229.99999999998977,-316.0000000000025,,-467.0000000000076
2018.05.21,-125.00000000000844,98.99999999998244,123.00000000000644,-104.99999999998977,-224.00000000000375,,-232.00000000001307
2018.05.21,-65.99999999999939,29.999999999996696,100.99999999999554,-49.99999999998295,-268.0000000000007,,-252.9999999999908
2018.05.21,-35.00000000000725,201.99999999999108,187.00000000000384,-76.99999999999818,-331.00000000000307,,-54.000000000013586
2018.05.21,20.999999999993246,165.9999999999995,85.00000000000173,-266.9999999999959,-384.00000000000034,,-379.0000000000018
2018.05.21,71.99999999999429,267.99999999997937,35.999999999991594,-194.99999999999318,-408.00000000000125,,-227.00000000002922
2018.05.21,26.999999999999247,176.99999999998272,35.00000000000725,-72.99999999997908,-335.00000000000796,,-168.9999999999978
2018.05.21,-1.0000000000065512,141.99999999999767,-80.99999999999774,-217.9999999999893,-304.00000000000205,,-461.99999999999795
2018.05.21,68.00000000000139,140.99999999999113,-87.99999999999919,-270.9999999999866,-407.0000000000107,,-557.0000000000039
2018.05.21,88.99999999999464,200.99999999998454,-123.00000000000644,-343.9999999999941,-459.0000000000032,,-636.0000000000246
2018.05.21,118.99999999999133,101.99999999997988,-103.99999999999298,-331.99999999999363,-453.00000000000296,,-668.0000000000184
2018.05.21,109.99999999999899,17.999999999984695,-163.00000000000205,-342.9999999999893,-404.0000000000106,,-782.0000000000182
2018.05.21,132.99999999999423,19.999999999997797,-170.99999999998784,-381.9999999999766,-463.99999999999864,,-863.999999999971
2018.05.21,207.00000000000162,72.99999999998974,-181.00000000000892,-439.9999999999977,-523.0000000000103,,-864.0000000000257
2018.05.21,329.999999999997,105.99999999998388,-182.99999999999983,-403.99999999999636,-603.9999999999992,,-755.0000000000146
2018.05.21,331.999999999999,180.99999999998673,-59.99999999999339,-237.99999999999955,-557.0000000000022,,-342.00000000000944
2018.05.21,322.00000000000006,342.9999999999822,89.00000000000574,-188.99999999999295,-594.9999999999989,,-30.000000000003865
2018.05.21,413.99999999999216,352.9999999999811,80.99999999999774,-183.9999999999975,-709.0000000000032,,-45.00000000002967
2018.05.21,404.99999999999983,272.99999999998994,17.000000000000348,-181.99999999998795,-650.0000000000057,,-137.00000000000352
2018.05.21,451.9999999999969,309.99999999998806,-55.000000000005045,-236.99999999999477,-668.0000000000064,,-198.00000000002115
2018.05.21,490.00000000000153,371.99999999999454,-87.99999999999919,-206.99999999999363,-694.0000000000026,,-126.99999999999932
2018.05.21,490.00000000000153,383.0,-96.00000000000719,-187.99999999998818,-657.0000000000107,,-68.00000000000443
2018.05.21,510.99999999999477,334.9999999999964,-120.99999999999334,-252.9999999999859,-709.0000000000032,,-236.99999999999125
2018.05.21,493.99999999999443,289.9999999999903,-117.99999999999588,-259.9999999999909,-719.0000000000083,,-313.00000000001035
2018.05.21,463.9999999999977,357.99999999999164,-89.99999999999008,-289.99999999999204,-716.0000000000082,,-274.000000000001
2018.05.21,502.9999999999979,349.99999999998363,-89.00000000000574,-301.9999999999925,-742.0000000000044,,-280.00000000002103
2018.05.21,524.9999999999977,300.99999999999574,-110.99999999999443,-276.9999999999868,-713.9999999999986,,-275.99999999998647
2018.05.21,607.9999999999974,304.9999999999997,-167.9999999999904,-364.0000000000043,-798.0000000000018,,-416.99999999999955
2018.05.21,656.000000000001,281.99999999998226,-231.99999999998778,-411.9999999999777,-828.000000000003,,-533.9999999999852
2018.05.21,596.9999999999919,370.999999999988,-208.00000000000819,-435.0000000000023,-799.0000000000066,,-474.00000000003706
2018.05.22,639.0000000000007,310.9999999999946,-195.9999999999962,-433.9999999999975,-841.9999999999987,,-521.9999999999972
2018.05.22,654.9999999999944,313.99999999999204,-190.00000000000128,-445.99999999999795,-841.9999999999987,,-509.0000000000115
2018.05.22,654.9999999999944,313.99999999999204,-204.99999999998852,-429.00000000000205,-822.0000000000027,,-487.0000000000068
