date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.05.11,-2.999999999997449,-43.999999999999595,-52.99999999999194,-82.99999999999841,-273.9999999999965,-36.999999999998145,-70.99999999999883,-2.999999999997449,-287.0000000000039,-157.99999999998704,-96.00000000000364,-73.99999999999629,-34.000000000000696,-104.00000000001342,-123.00000000000466,-296.0000000000065,-117.99999999999588,-379.0000000000071,-438.00000000000506,,-2675.0000000000027
2015.05.11,9.00000000000345,-56.99999999999594,-18.999999999991246,-90.99999999999397,-297.9999999999983,-32.999999999994145,-49.00000000001015,-49.99999999999449,-309.99999999999915,-189.99999999999773,-112.99999999999955,-51.99999999998539,414.9999999999876,-106.00000000000875,-225.00000000000853,-323.0000000000075,-207.00000000000162,-403.0000000000089,-470.9999999999992,,-2573.0000000000036
2015.05.11,-31.000000000003247,-45.99999999999049,-32.999999999994145,-123.99999999999523,-218.99999999999142,-29.999999999996696,-66.00000000001049,-63.00000000000195,-232.99999999999432,-223.0000000000132,-135.00000000001933,-65.99999999998829,312.00000000000114,-143.00000000000068,-256.0000000000002,-212.0000000000033,-229.00000000000142,-302.0000000000023,-465.0000000000043,,-2564.00000000001
2015.05.11,-21.999999999999797,45.99999999999049,14.000000000002899,-141.9999999999959,-391.9999999999924,21.999999999988695,-51.000000000001044,-17.999999999995797,-400.00000000000034,-161.00000000000136,-127.00000000000955,-65.99999999998829,567.0000000000064,-152.00000000000102,-187.00000000001182,-411.00000000000136,-173.00000000000094,-528.0000000000063,-653.999999999999,,-2835.0000000000164
2015.05.11,-38.0000000000047,86.99999999999264,26.0000000000149,-174.99999999999716,-394.9999999999898,31.000000000003247,-39.999999999995595,-19.00000000000235,-370.00000000000364,-143.00000000000068,-111.00000000001842,-68.00000000000139,661.9999999999848,-125.0,-174.0000000000066,-390.00000000000057,-171.99999999999437,-463.0000000000023,-612.0000000000125,,-2489.0000000000346
2015.05.11,-40.00000000000669,113.99999999999189,32.0000000000098,-161.99999999999193,-378.999999999996,41.99999999998649,-46.999999999997044,-71.99999999999429,-349.99999999999477,-76.99999999999818,-104.00000000001342,-63.99999999999739,611.9999999999903,-133.00000000000978,-249.00000000000944,-389.00000000001,-227.99999999999488,-452.00000000000796,-689.0000000000063,,-2635.0000000000496
2015.05.11,-14.999999999998348,-18.999999999991246,-17.999999999984695,-116.99999999999022,-370.9999999999991,5.999999999994898,-36.0000000000138,-68.99999999999685,-382.00000000000455,-98.00000000001319,-76.99999999999818,-38.0000000000047,626.9999999999998,-134.00000000000034,-228.00000000000864,-429.00000000000205,-221.99999999999997,-474.00000000000773,-711.0000000000172,,-2805.0000000000364
2015.05.11,-112.000000000001,59.000000000009045,-8.999999999992347,-91.99999999999875,-512.9999999999968,41.000000000002146,-39.00000000001125,-78.00000000000028,-446.9999999999974,-43.00000000000637,-70.0000000000216,-25.999999999992696,614.0000000000034,-118.00000000000921,-250.0,-594.9999999999989,-247.99999999999267,-577.0000000000052,-805.0000000000113,,-3308.0000000000214
2015.05.11,-243.99999999999977,204.00000000000418,310.0000000000103,-163.99999999998727,-512.9999999999968,-174.00000000000747,68.99999999998573,-88.99999999999464,-387.000000000004,48.00000000000182,300.9999999999877,224.000000000002,387.000000000004,-81.00000000000307,-58.000000000006935,-555.0000000000068,-118.99999999999133,-583.0000000000002,-701.0000000000183,,-2125.000000000021
2015.05.11,-262.00000000000665,164.99999999999292,335.00000000001864,-177.99999999999727,-524.9999999999977,-198.00000000000927,73.99999999999629,-54.999999999993946,-376.99999999999403,7.000000000005002,280.9999999999775,255.00000000000523,478.999999999985,-79.00000000000773,-56.000000000011596,-566.0000000000025,-95.00000000000064,-590.0000000000016,-626.9999999999998,,-2012.0000000000423
2015.05.11,-182.99999999999983,187.99999999998818,333.0000000000055,-184.99999999998806,-568.9999999999973,-85.00000000000173,104.99999999999955,51.000000000001044,-459.99999999999375,-39.99999999999204,234.99999999998522,106.00000000000608,507.9999999999973,-76.00000000000762,9.999999999990905,-585.9999999999985,-91.99999999999208,-570.0000000000039,-639.0000000000118,,-1949.0000000000127
