date,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2021.08.16,-63.99999999999739,-8.000000000008,0.0,0.0,-134.99999999999625,0.0,0.0,0.0,-56.0000000000005,-14.000000000002899,0.0,-187.00000000000384,-22.999999999996135,-123.00000000000644,0.0,0.0,-6.999999999990791,-181.9999999999933,,-798.9999999999956
2021.08.16,-5.999999999994898,-5.000000000010552,34.000000000000696,0.0,-147.99999999999258,0.0,176.00000000000193,38.0000000000047,-96.00000000000719,58.99999999999794,82.00000000002206,-236.99999999999832,20.000000000010232,-170.00000000000347,9.000000000000341,61.99999999999761,-21.99999999999136,19.00000000001345,,-184.9999999999494
2021.08.16,112.99999999998533,-25.00000000000835,51.99999999999649,13.00000000000745,-123.99999999999079,0.0,218.00000000000352,46.00000000000159,-43.999999999999595,88.99999999999464,108.00000000000409,-316.0000000000052,21.99999999999136,-205.99999999999508,56.000000000011596,55.999999999997385,6.000000000000227,-24.999999999986144,,39.00000000000854
2021.08.16,160.00000000000458,-22.0000000000109,63.00000000000195,-2.000000000002,-38.99999999998904,8.999999999992347,350.9999999999991,87.00000000000374,24.999999999997247,79.99999999999119,291.00000000002524,-326.0000000000041,92.99999999998931,-129.00000000000134,157.0000000000107,164.00000000000148,88.99999999999864,21.00000000000435,,1072.0000000000125
2021.08.16,163.9999999999864,-8.000000000008,63.00000000000195,2.999999999997449,-44.99999999998394,17.000000000000348,308.9999999999975,85.99999999999719,44.99999999999504,98.99999999999353,211.00000000001273,-320.9999999999935,56.000000000011596,-158.99999999999804,97.00000000000841,132.000000000005,65.00000000001194,26.999999999999247,,841.0000000000347
2021.08.16,130.99999999999224,-21.00000000000435,24.999999999997247,-12.999999999996348,-63.99999999999739,7.0000000000014495,329.9999999999983,56.0000000000005,26.999999999999247,110.99999999999443,210.00000000000796,-383.0,61.00000000000705,-209.9999999999991,104.00000000001342,103.9999999999992,45.000000000001705,26.999999999999247,,547.0000000000148
2021.08.16,83.9999999999952,-11.00000000000545,-46.00000000000159,-43.999999999999595,-117.99999999999588,14.000000000002899,185.00000000000227,-22.999999999995246,-6.0000000000060005,123.99999999999079,-39.99999999999204,-514.9999999999987,-104.99999999998977,-408.00000000000836,-71.99999999998852,-74.99999999998863,-85.99999999999852,-48.99999999998794,,-1190.9999999999652
2021.08.16,79.99999999999119,-12.000000000012001,-73.99999999999629,-61.999999999995396,-124.99999999999733,12.000000000012001,140.00000000000057,-43.999999999999595,-24.999999999997247,153.99999999999858,-91.99999999998454,-550.9999999999903,-149.0000000000009,-466.9999999999952,-144.99999999999602,-115.99999999999966,-119.99999999999034,-51.000000000001044,,-1646.9999999999538
2021.08.16,78.99999999998464,4.000000000004,-70.99999999999883,-48.99999999999905,-125.99999999998168,4.000000000004,192.99999999999784,-46.00000000000159,-14.000000000002899,157.99999999999147,-45.99999999999227,-580.0000000000027,-92.00000000001296,-469.0000000000083,-100.99999999999909,-107.99999999998988,-89.9999999999892,-112.000000000001,,-1465.9999999999973
2021.08.16,133.00000000000534,29.999999999996696,-48.99999999999905,-20.999999999993246,-125.99999999998168,2.0000000000131024,156.0000000000059,-48.99999999999905,-17.000000000000348,153.99999999999858,-83.99999999997476,-564.000000000009,-139.00000000001,-452.99999999999227,-147.99999999999613,-135.99999999999568,-106.99999999999932,-96.00000000000719,,-1513.9999999999382
2021.08.16,117.99999999999588,21.999999999988695,-102.99999999999754,-37.99999999999359,-130.99999999999224,0.0,81.00000000000307,-107.00000000000153,-34.000000000000696,153.99999999999858,-173.99999999997817,-719.000000000003,-225.9999999999991,-581.9999999999936,-207.9999999999984,-250.0,-185.99999999999284,-126.99999999998823,,-2509.9999999999527
2021.08.16,123.00000000000644,18.999999999991246,-126.0000000000039,-64.99999999999284,-117.99999999999588,-1.0000000000065512,70.00000000000739,-107.00000000000153,-43.00000000000415,132.99999999999423,-146.99999999999136,-771.9999999999949,-229.99999999998977,-595.9999999999966,-182.99999999999272,-256.0000000000002,-194.99999999999318,-129.00000000000134,,-2622.9999999999654
2021.08.16,52.99999999999194,-28.000000000005798,-234.00000000000088,-141.99999999999767,-123.99999999999079,5.999999999994898,-25.99999999999625,-161.00000000000003,-65.99999999999939,141.99999999999767,-267.99999999997226,-927.0000000000111,-280.00000000000114,-775.9999999999989,-268.99999999999125,-381.0000000000002,-295.99999999999227,-154.99999999999403,,-3931.999999999968
2021.08.16,25.999999999992696,-41.000000000002146,-239.99999999999577,-159.9999999999935,-81.9999999999821,49.99999999999449,-27.999999999991587,-148.0000000000037,-73.00000000000084,162.99999999999093,-261.99999999997203,-910.0000000000108,-264.00000000001,-768.9999999999975,-251.99999999999534,-371.9999999999999,-286.00000000000136,-141.99999999999767,,-3789.9999999999764
2021.08.16,41.99999999998649,-41.000000000002146,-243.00000000000432,-144.99999999999514,-90.99999999999665,29.00000000001235,-9.000000000000341,-167.00000000000603,-68.99999999999685,154.99999999999403,-236.99999999999477,-957.0000000000078,-259.9999999999909,-774.9999999999924,-239.99999999999488,-378.9999999999907,-283.00000000000125,-175.99999999999838,,-3845.9999999999795
2021.08.16,56.99999999999594,-29.999999999996696,-214.99999999999852,-129.9999999999968,-79.99999999999119,41.000000000002146,40.00000000000625,-141.00000000000225,-41.9999999999976,161.00000000000003,-165.99999999999682,-906.0000000000068,-212.99999999999386,-740.0000000000073,-177.99999999999727,-331.99999999999363,-218.9999999999941,-177.00000000000495,,-3269.9999999999736
2021.08.16,-12.999999999996348,-35.00000000000725,-236.99999999999832,-142.99999999999312,-134.99999999999625,48.000000000003595,29.000000000010573,-151.00000000000114,-58.000000000002494,178.99999999999582,-241.99999999999022,-865.0000000000047,-212.99999999999386,-770.000000000004,-195.99999999999795,-345.9999999999894,-250.0,-154.99999999999403,,-3552.999999999959
2021.08.16,-39.999999999995595,-76.0000000000094,-282.99999999999994,-164.99999999999292,-146.00000000000168,19.999999999997797,22.00000000000557,-190.99999999999673,-77.00000000000485,182.99999999999983,-274.99999999997726,-954.0000000000103,-262.00000000000045,-839.9999999999964,-211.9999999999891,-399.9999999999915,-277.000000000001,-197.00000000000273,,-4169.999999999966
