,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,30,"['EURNZD', 'USDCHF', 'EURJPY', 'EURUSD', 'CHFJPY', 'GBPUSD', 'AUDUSD']",80.0,-0.6151639538239537,S
1,1,GBPUSD,10,['EURNZD'],80.0,1.0,B
2,2,EURUSD,20,"['EURNZD', 'USDCHF', 'EURJPY', 'EURUSD', 'GBPUSD', 'AUDUSD', 'AUDJPY', 'NZDUSD', 'GBPJPY']",80.0,0.4350264682539675,B
3,3,USDJPY,10,"['USDCHF', 'EURCHF', 'EURUSD', 'AUDCHF']",100.0,-0.4889,S
4,4,NZDUSD,50,['EURGBP'],80.0,-0.3054238437737089,S
5,5,EURCHF,15,"['GBPCHF', 'USDJPY']",100.0,-0.09155875763125768,S
6,6,CHFJPY,10,"['EURCAD', 'GBPCAD']",100.0,-0.9462,S
7,7,GBPJPY,10,['EURNZD'],80.0,1.0,B
8,8,GBPAUD,15,"['EURCAD', 'EURGBP']",80.0,0.29801543290042976,B
9,9,EURJPY,10,"['EURNZD', 'EURJPY']",100.0,0.9962720238095235,B
10,10,EURCAD,10,"['USDJPY', 'EURJPY']",100.0,-0.3323,S
11,11,EURAUD,10,"['GBPCAD', 'GBPCHF']",80.0,-0.99995,S
12,12,EURNZD,15,"['GBPCAD', 'GBPCHF', 'EURNZD']",100.0,-0.19995411421911452,S
