date,EURUSD,USDCAD,CHFJPY,EURCAD,CADJPY,empty,sum
2016.06.06,-26.999999999999247,-8.000000000008,-66.0000000000025,-63.000000000013046,-43.99999999999693,,-208.00000000001972
2016.06.06,79.99999999999119,51.000000000001044,-131.00000000000023,117.99999999999588,-15.000000000000568,,102.99999999998732
2016.06.06,15.999999999993797,52.99999999999194,-305.0000000000068,59.99999999999339,-194.00000000000261,,-370.0000000000303
2016.06.06,-18.0000000000069,69.9999999999923,-305.9999999999974,14.999999999987246,-215.0000000000034,,-454.0000000000282
2016.06.06,-97.00000000001374,83.9999999999952,-295.0000000000017,9.999999999998899,-201.00000000000762,,-499.00000000002893
2016.06.06,-91.00000000001884,182.99999999999983,-343.9999999999941,65.99999999998829,-81.00000000000307,,-267.00000000002785
2016.06.06,-111.00000000001664,188.9999999999947,-370.00000000000455,56.99999999999594,-183.9999999999975,,-419.0000000000281
2016.06.06,-113.00000000000753,278.00000000000045,-361.99999999999477,156.99999999998494,-130.00000000000966,,-170.00000000002657
2016.06.06,-90.00000000001229,275.000000000003,-337.99999999999386,164.99999999999292,-97.00000000000841,,-85.00000000001862
2016.06.06,-93.00000000000975,289.0000000000059,-343.0000000000035,191.99999999999218,-94.99999999999886,,-50.00000000001404
2016.06.06,-115.00000000002063,238.99999999998923,-340.999999999994,63.99999999999739,-115.0000000000091,,-268.00000000003706
2016.06.06,-134.00000000001188,306.9999999999906,-545.0000000000017,143.99999999998857,-248.00000000000466,,-476.00000000003905
2016.06.06,-159.00000000002024,339.0000000000004,-665.9999999999968,136.99999999998712,-338.0000000000081,,-687.0000000000376
2016.06.06,-177.00000000000495,331.999999999999,-635.9999999999957,116.00000000000499,-343.0000000000035,,-708.0000000000002
2016.06.06,-182.99999999999983,336.00000000000296,-531.0000000000059,117.99999999999588,-271.0000000000008,,-531.0000000000077
2016.06.06,-147.00000000000824,337.99999999999386,-496.9999999999999,146.00000000000168,-227.00000000000387,,-387.0000000000165
2016.06.06,-135.00000000001845,337.99999999999386,-534.9999999999966,153.9999999999875,-266.00000000000534,,-444.000000000039
2016.06.06,-172.0000000000166,356.00000000000074,-509.00000000000034,143.99999999998857,-186.9999999999976,,-368.00000000002524
2016.06.06,-159.00000000002024,356.00000000000074,-534.000000000006,191.99999999999218,-221.00000000000364,,-366.00000000003695
2016.06.06,-179.00000000001802,360.9999999999891,-632.9999999999956,151.9999999999966,-313.0000000000024,,-612.0000000000302
2016.06.06,-179.00000000001802,190.00000000000128,-778.9999999999964,92.00000000000318,-493.9999999999998,,-1170.0000000000095
2016.06.06,-47.00000000001925,39.999999999995595,-774.0000000000009,-19.00000000001345,-576.9999999999982,,-1377.0000000000362
2016.06.06,-41.000000000002146,70.99999999999883,-795.0000000000017,38.0000000000047,-521.0000000000008,,-1248.0000000000011
2016.06.06,-28.000000000005798,69.00000000000794,-939.9999999999977,73.99999999999629,-469.99999999999886,,-1294.9999999999982
