date,EURUSD,USDCAD,CHFJPY,EURCAD,CADJPY,empty,sum
2016.06.06,93.99999999999409,167.9999999999904,58.9999999999975,242.99999999999324,125.0,,688.9999999999752
2016.06.06,113.99999999999189,52.99999999999194,-78.99999999999352,139.9999999999846,10.99999999999568,,238.99999999997058
2016.06.06,20.999999999982144,97.9999999999981,-259.00000000000034,75.99999999998718,-155.00000000000114,,-219.00000000003405
2016.06.06,23.999999999979593,93.99999999999409,-212.0000000000033,69.9999999999923,-134.00000000000034,,-158.00000000003766
2016.06.06,-56.000000000011596,208.00000000000819,-105.99999999999454,96.99999999999153,-22.00000000000557,,120.999999999988
2016.06.06,-32.0000000000098,226.99999999999943,-290.00000000000625,154.99999999999403,-43.99999999999693,,15.999999999980474
2016.06.06,-81.00000000001995,312.00000000000114,-308.00000000000693,192.99999999999872,-73.0000000000075,,42.99999999996547
2016.06.06,-87.00000000001484,297.9999999999983,-108.00000000000409,161.99999999999548,57.999999999992724,,322.9999999999676
2016.06.06,-85.00000000000173,324.9999999999975,-257.000000000005,200.00000000000017,-41.00000000001103,,141.9999999999799
2016.06.06,-65.00000000000395,323.99999999999096,-340.999999999994,225.99999999999287,-82.00000000000784,,61.99999999997809
2016.06.06,-106.00000000000608,327.99999999999494,-275.0000000000057,170.00000000000347,-67.99999999999784,,48.9999999999888
2016.06.06,-117.00000000001154,361.9999999999957,-534.9999999999966,201.99999999999108,-242.00000000000443,,-330.0000000000258
2016.06.06,-147.00000000000824,340.00000000000693,-564.9999999999977,136.99999999998712,-287.00000000000614,,-522.0000000000181
2016.06.06,-148.99999999999915,339.0000000000004,-521.0000000000008,133.00000000000534,-260.0000000000051,,-457.9999999999993
2016.06.06,-138.0000000000159,337.99999999999386,-397.99999999999613,147.99999999999258,-168.00000000000637,,-218.00000000003195
2016.06.06,-129.00000000000134,347.0000000000084,-496.9999999999999,167.00000000000603,-227.00000000000387,,-338.9999999999907
2016.06.06,-104.00000000001519,358.9999999999982,-453.9999999999935,211.00000000000563,-170.0000000000017,,-158.0000000000066
2016.06.06,-131.00000000001444,380.00000000000256,-478.9999999999992,201.99999999999108,-171.99999999999704,,-200.00000000001705
2016.06.06,-151.00000000001222,421.99999999998903,-480.000000000004,224.000000000002,-153.0000000000058,,-138.00000000003098
2016.06.06,-129.00000000000134,390.0000000000015,-522.9999999999961,215.99999999999397,-219.99999999999886,,-266.0000000000009
2016.06.06,30.999999999981043,195.9999999999962,-697.9999999999933,204.99999999998852,-445.0000000000074,,-711.0000000000349
2016.06.06,-39.00000000001125,133.99999999998968,-691.9999999999931,46.999999999997044,-500.0,,-1050.0000000000177
2016.06.06,-8.000000000008,191.00000000000784,-680.0000000000068,151.9999999999966,-365.0000000000091,,-710.0000000000196
2016.06.06,31.999999999987594,175.99999999999838,-935.0000000000023,184.00000000000637,-459.0000000000032,,-1002.0000000000132
2016.06.06,-9.000000000014552,109.99999999998789,-984.9999999999994,56.99999999999594,-510.0000000000051,,-1337.0000000000355
2016.06.06,-87.99999999999919,160.00000000000458,-923.0000000000018,7.999999999985796,-459.0000000000032,,-1302.0000000000139
2016.06.06,-143.00000000000423,228.99999999999034,-929.000000000002,8.999999999992347,-418.00000000000637,,-1252.00000000003
2016.06.06,-198.00000000000927,243.99999999999977,-868.9999999999998,-38.0000000000047,-396.0000000000008,,-1257.0000000000148
2016.06.06,-98.0000000000203,109.00000000000354,-864.9999999999949,-65.00000000000395,-469.99999999999886,,-1389.0000000000146
2016.06.06,-118.00000000001809,58.000000000002494,-873.9999999999952,-144.99999999999514,-480.000000000004,,-1559.00000000001
2016.06.06,14.999999999987246,-239.00000000001143,-1155.0000000000011,-309.0000000000037,-688.0000000000024,,-2376.0000000000314
2016.06.06,-58.000000000002494,-140.99999999999113,-1075.0000000000027,-290.9999999999968,-653.0000000000058,,-2217.999999999999
2016.06.06,-26.999999999999247,-188.9999999999947,-1070.999999999998,-304.00000000001535,-599.0000000000038,,-2190.000000000011
2016.06.06,-34.000000000000696,-656.0000000000122,-1126.0000000000048,-844.0000000000003,-987.9999999999995,,-3648.0000000000177
2016.06.06,29.999999999996696,-808.9999999999931,-1355.000000000004,-941.0000000000141,-1207.9999999999984,,-4283.000000000013
2016.06.06,114.99999999999844,-950.0000000000064,-1382.9999999999955,-985.0000000000136,-1253.0,,-4456.000000000017
2016.06.06,80.99999999999774,-856.0000000000123,-1362.9999999999995,-924.0000000000136,-1204.0000000000077,,-4266.0000000000355
2016.06.06,-22.0000000000109,-760.0000000000051,-1400.9999999999964,-948.0000000000155,-1192.9999999999977,,-4324.0000000000255
2016.06.06,-9.000000000014552,-822.0000000000116,-1447.9999999999932,-998.9999999999943,-1219.0000000000082,,-4497.000000000022
2016.06.06,234.00000000000088,-910.9999999999951,-1269.999999999996,-794.0000000000058,-984.9999999999994,,-3725.9999999999955
