date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPCAD,GBPAUD,EURCAD,NZDCAD,AUDNZD,empty,sum
2019.09.23,-41.9999999999976,76.99999999999375,-48.000000000003595,2.0000000000131024,-24.999999999997247,87.00000000001484,24.000000000001798,73.99999999999807,-29.000000000001247,-59.000000000009045,195.00000000001182,-55.000000000005045,26.999999999999247,-65.00000000000395,,163.00000000001486
2019.09.23,-47.9999999999925,38.0000000000047,-39.999999999995595,32.0000000000098,-17.000000000000348,-0.9999999999843467,22.999999999995246,63.00000000000239,36.0000000000027,-70.0000000000145,120.00000000000898,-89.00000000000574,57.00000000000705,-43.999999999999595,,60.000000000038234
2019.09.23,-31.999999999998696,56.99999999999594,-56.000000000011596,53.00000000001415,8.000000000008,-85.99999999998609,-17.000000000000348,76.99999999999818,14.999999999998348,-135.00000000001845,159.00000000002024,-134.99999999999625,70.0000000000034,0.9999999999843467,,-20.99999999998881
2019.09.23,-44.99999999999504,79.99999999999119,-58.000000000002494,90.00000000001229,6.0000000000060005,-102.00000000000209,-2.999999999997449,54.99999999999261,4.000000000004,-226.00000000001506,193.00000000002092,-187.99999999998818,93.00000000000975,1.999999999990898,,-98.99999999997266
2019.09.23,-49.99999999999449,62.000000000006494,-73.00000000001194,73.00000000001194,36.0000000000027,-78.00000000000028,-11.00000000000545,49.99999999999716,27.999999999994696,-175.00000000001404,73.00000000001194,-197.99999999998707,106.00000000000608,29.999999999996696,,-126.99999999998556
2019.09.23,-46.00000000000159,52.99999999999194,-66.00000000001049,68.00000000000139,-3.999999999992898,-72.99999999998974,-5.999999999994898,30.000000000001137,31.000000000003247,-157.00000000000713,161.00000000001114,-175.99999999999838,101.00000000000664,-35.00000000000725,,-118.99999999998688
2019.09.23,-2.000000000002,22.999999999995246,-56.99999999999594,62.000000000006494,-6.999999999990347,-92.00000000000318,-43.999999999999595,24.999999999991473,44.99999999999504,-107.00000000001265,133.00000000000534,-156.00000000000057,123.00000000000644,-76.0000000000094,,-130.00000000001364
2019.09.23,-12.999999999996348,146.00000000000168,-49.00000000001015,119.00000000000244,0.0,-204.00000000000418,-29.00000000001235,33.00000000000125,-48.99999999999905,-347.0000000000084,310.0000000000103,-214.99999999998744,154.0000000000097,-53.999999999998494,,-197.99999999999108
2019.09.23,-39.00000000000014,195.9999999999962,-95.00000000000064,113.00000000000753,46.00000000000159,-224.000000000002,-43.00000000001525,91.99999999999875,-46.999999999997044,-397.0000000000029,248.00000000000378,-259.9999999999936,214.00000000000307,-65.00000000000395,,-261.00000000000455
2019.09.23,-53.999999999998494,164.99999999999292,-104.00000000001519,133.00000000000534,34.000000000000696,-177.00000000000495,-35.00000000000725,78.00000000000296,-19.999999999997797,-386.00000000001967,242.00000000000887,-296.9999999999917,187.9999999999993,-36.999999999998145,,-270.00000000002314
2019.09.23,-57.99999999999139,208.00000000000819,-123.00000000000644,131.99999999999878,59.000000000009045,-217.0000000000005,-51.000000000001044,93.00000000000352,-36.0000000000027,-443.0000000000156,245.0000000000063,-323.0000000000066,207.00000000000162,-18.0000000000069,,-325.0000000000037
2019.09.23,-59.99999999999339,207.00000000000162,-107.00000000001265,139.00000000000023,87.00000000000374,-207.00000000000162,-33.00000000001635,84.99999999999375,-44.99999999999504,-452.00000000000796,156.00000000000057,-309.99999999998806,259.0000000000092,-35.00000000000725,,-316.0000000000133
2019.09.23,-88.99999999999464,215.00000000000963,-117.99999999999588,131.99999999999878,104.99999999999955,-183.99999999998417,-14.000000000002899,123.00000000000466,-43.999999999999595,-453.0000000000145,121.99999999999989,-316.0000000000052,261.0000000000001,-14.000000000002899,,-273.9999999999871
2019.09.23,-64.99999999999284,232.99999999999432,-104.00000000001519,129.00000000000134,102.00000000000209,-227.99999999998377,-34.000000000000696,105.99999999999454,-65.99999999999939,-466.00000000001086,160.00000000000458,-293.99999999999426,270.0000000000036,-38.0000000000047,,-295.00000000000125
2019.09.23,-53.999999999998494,204.00000000000418,-87.99999999999919,133.00000000000534,96.00000000000719,-208.99999999999253,-21.00000000000435,108.99999999999466,-58.99999999999794,-438.00000000000506,117.00000000001154,-278.00000000000045,230.000000000008,11.00000000000545,,-246.9999999999617
2019.09.23,-54.999999999993946,185.99999999999727,-104.99999999999955,137.00000000000932,86.0000000000083,-194.0000000000053,-39.00000000001125,106.99999999999932,-33.000000000005244,-420.00000000002035,135.00000000001845,-309.99999999998806,264.0000000000087,-46.0000000000127,,-286.999999999995
2019.09.23,-58.99999999999794,49.99999999999449,-100.0000000000112,146.00000000000168,86.0000000000083,-55.000000000005045,-28.000000000005798,97.99999999999898,56.99999999999594,-248.00000000000378,-71.99999999998319,-306.00000000000625,226.99999999999943,7.0000000000014495,,-197.00000000001293
2019.09.23,-63.99999999999739,72.0000000000054,-116.00000000000499,110.00000000001009,93.00000000000975,-69.9999999999923,-41.000000000002146,103.9999999999992,56.0000000000005,-233.00000000001654,-56.99999999999594,-289.9999999999903,187.9999999999993,41.000000000002146,,-206.99999999997323
2019.09.23,-66.99999999999484,-4.999999999988347,-110.99999999999443,100.0000000000112,71.00000000000995,8.000000000008,-29.999999999996696,120.00000000000455,105.99999999999498,-121.00000000001555,-113.99999999999189,-273.9999999999965,143.9999999999997,51.99999999998539,,-120.99999999996444
